Angle [deg],Speed [m/s],Distance [m],Fx [N],Fy [N],Fz [N],Mx [N*m],My [N*m],Mz [N*m],Ft [N],Ftot [N]
50.89,0.00,0.00,17.77,-11.22,-15.73,-1.20,-4.27,-0.99,-3.85,26.25
50.89,0.00,0.00,17.91,-11.45,-15.09,-1.13,-4.07,-1.10,-4.26,26.07
50.89,0.00,0.00,17.88,-11.65,-14.44,-1.09,-3.90,-1.20,-4.68,25.77
50.89,0.00,0.00,17.75,-11.89,-13.71,-1.06,-3.73,-1.29,-5.02,25.38
50.89,0.00,0.00,17.81,-12.05,-12.97,-1.06,-3.60,-1.35,-5.27,25.12
50.89,0.00,0.00,17.86,-12.32,-12.33,-1.06,-3.48,-1.38,-5.35,24.95
50.89,0.00,0.00,17.92,-12.48,-11.78,-1.06,-3.38,-1.38,-5.35,24.81
50.89,0.00,0.00,18.06,-12.71,-11.32,-1.04,-3.28,-1.35,-5.27,24.82
50.89,0.00,0.00,18.03,-12.91,-10.67,-1.02,-3.13,-1.33,-5.18,24.61
50.89,0.00,0.00,17.92,-13.05,-9.94,-0.99,-2.97,-1.33,-5.18,24.29
50.89,0.00,0.00,17.73,-13.12,-9.38,-0.93,-2.79,-1.35,-5.27,23.97
50.89,0.00,0.00,17.37,-13.16,-8.83,-0.84,-2.58,-1.38,-5.35,23.51
50.89,-0.00,0.00,16.99,-13.31,-8.56,-0.76,-2.43,-1.42,-5.52,23.21
50.89,-0.00,0.00,16.62,-13.35,-8.19,-0.70,-2.29,-1.44,-5.60,22.84
50.89,-0.00,0.00,16.32,-13.56,-8.10,-0.65,-2.21,-1.46,-5.68,22.71
50.89,-0.00,0.00,16.12,-13.73,-7.91,-0.64,-2.17,-1.51,-5.85,22.60
50.89,-0.00,0.00,15.83,-13.84,-7.73,-0.66,-2.16,-1.57,-6.10,22.41
50.89,-0.00,0.00,15.68,-13.71,-7.64,-0.68,-2.17,-1.61,-6.27,22.18
50.89,-0.00,0.00,15.44,-13.52,-7.54,-0.68,-2.15,-1.68,-6.52,21.87
50.89,-0.00,0.00,15.33,-13.09,-7.45,-0.67,-2.13,-1.72,-6.69,21.49
50.89,-0.00,0.00,15.36,-12.89,-7.45,-0.63,-2.07,-1.68,-6.52,21.39
50.89,-0.00,0.00,15.46,-12.86,-7.54,-0.58,-2.03,-1.63,-6.35,21.47
50.89,-0.00,0.00,15.49,-13.22,-7.64,-0.56,-2.03,-1.55,-6.02,21.75
50.89,-0.00,0.00,15.63,-14.01,-7.54,-0.56,-2.00,-1.48,-5.77,22.31
50.89,-0.00,0.00,15.69,-14.74,-7.45,-0.58,-2.01,-1.44,-5.60,22.78
50.89,-0.00,0.00,15.59,-15.34,-7.27,-0.62,-2.03,-1.44,-5.60,23.05
50.89,-0.00,0.00,15.29,-15.55,-6.90,-0.68,-2.03,-1.53,-5.94,22.88
50.89,-0.00,0.00,14.80,-15.27,-6.53,-0.73,-2.03,-1.61,-6.27,22.25
50.89,-0.00,0.00,14.36,-14.69,-6.26,-0.77,-2.03,-1.70,-6.60,21.47
50.89,-0.00,0.00,13.86,-13.94,-6.16,-0.79,-2.03,-1.78,-6.94,20.60
50.89,-0.00,0.00,13.56,-13.58,-6.35,-0.77,-2.05,-1.85,-7.19,20.21
50.89,-0.00,0.00,13.32,-13.39,-6.53,-0.78,-2.09,-1.91,-7.44,19.99
50.89,-0.00,0.00,13.29,-13.59,-6.81,-0.76,-2.12,-1.96,-7.61,20.19
50.89,-0.00,0.00,13.24,-13.89,-7.08,-0.75,-2.16,-2.02,-7.86,20.46
50.89,-0.00,0.00,13.16,-14.39,-7.36,-0.76,-2.22,-2.13,-8.28,20.85
50.89,-0.00,0.00,13.10,-14.79,-7.73,-0.75,-2.27,-2.21,-8.61,21.22
50.98,-0.00,0.00,13.21,-15.22,-8.00,-0.76,-2.33,-2.30,-8.95,21.68
50.98,-0.00,0.00,13.28,-15.56,-8.56,-0.73,-2.40,-2.41,-9.36,22.17
50.98,-0.00,0.00,13.39,-15.99,-9.02,-0.70,-2.45,-2.49,-9.70,22.72
50.98,-0.00,0.00,13.62,-16.18,-9.38,-0.67,-2.48,-2.56,-9.95,23.14
50.98,-0.00,0.00,13.77,-16.41,-9.66,-0.66,-2.51,-2.67,-10.37,23.50
50.98,-0.00,0.00,13.77,-16.41,-9.75,-0.66,-2.53,-2.73,-10.62,23.54
50.98,-0.01,0.00,13.75,-16.51,-9.84,-0.69,-2.58,-2.82,-10.95,23.63
50.98,-0.01,0.00,13.56,-16.59,-9.94,-0.71,-2.63,-2.84,-11.04,23.61
50.98,-0.01,0.00,13.28,-16.69,-10.03,-0.72,-2.65,-2.84,-11.04,23.57
50.98,-0.01,0.00,13.15,-16.93,-10.12,-0.72,-2.67,-2.80,-10.87,23.71
50.98,-0.01,0.00,12.91,-17.30,-10.12,-0.72,-2.67,-2.75,-10.70,23.84
50.98,-0.01,0.00,12.78,-17.54,-10.03,-0.74,-2.68,-2.71,-10.53,23.91
51.06,-0.01,0.00,12.83,-17.81,-10.03,-0.76,-2.71,-2.73,-10.62,24.13
51.06,-0.01,0.00,13.03,-17.91,-9.94,-0.78,-2.72,-2.82,-10.95,24.28
51.06,-0.01,0.00,13.19,-18.04,-9.94,-0.82,-2.77,-2.90,-11.29,24.46
51.06,-0.01,0.00,13.27,-18.10,-10.12,-0.83,-2.81,-3.01,-11.70,24.62
51.06,-0.01,0.00,13.35,-18.17,-10.49,-0.82,-2.87,-3.12,-12.12,24.86
51.06,-0.01,0.00,13.25,-18.21,-10.67,-0.80,-2.88,-3.16,-12.29,24.92
51.06,-0.01,0.00,13.25,-18.21,-10.95,-0.77,-2.89,-3.16,-12.29,25.04
51.06,-0.01,0.00,13.17,-18.14,-10.95,-0.77,-2.89,-3.12,-12.12,24.95
51.06,-0.01,0.00,13.20,-17.94,-10.86,-0.76,-2.87,-3.07,-11.95,24.78
51.06,-0.01,0.00,13.24,-17.74,-10.86,-0.76,-2.87,-3.03,-11.79,24.65
51.06,-0.01,0.00,13.27,-17.54,-10.95,-0.77,-2.89,-2.99,-11.62,24.57
51.06,-0.01,0.00,13.38,-17.40,-11.22,-0.75,-2.92,-2.99,-11.62,24.65
51.06,-0.00,0.00,13.54,-17.53,-11.59,-0.74,-2.98,-2.95,-11.45,25.00
51.06,-0.00,0.00,13.66,-17.86,-11.96,-0.73,-3.03,-2.95,-11.45,25.47
51.06,-0.00,0.00,13.93,-18.41,-12.33,-0.72,-3.09,-2.92,-11.37,26.18
51.06,-0.00,0.00,14.04,-18.84,-12.51,-0.75,-3.16,-2.88,-11.20,26.62
51.06,-0.00,0.00,13.99,-19.14,-12.33,-0.82,-3.20,-2.88,-11.20,26.73
51.06,-0.00,0.00,13.99,-19.14,-12.24,-0.86,-3.23,-2.88,-11.20,26.68
51.15,-0.00,0.00,13.77,-18.85,-12.05,-0.87,-3.22,-2.92,-11.37,26.27
51.15,-0.00,0.00,13.63,-18.34,-11.87,-0.89,-3.21,-2.99,-11.62,25.75
51.15,-0.00,0.00,13.59,-17.97,-11.87,-0.86,-3.18,-3.07,-11.95,25.47
51.15,-0.00,0.00,13.72,-17.74,-11.78,-0.84,-3.13,-3.12,-12.12,25.33
51.15,-0.00,0.00,13.91,-17.66,-11.68,-0.81,-3.08,-3.16,-12.29,25.34
51.15,-0.00,0.00,14.15,-17.86,-11.68,-0.81,-3.08,-3.16,-12.29,25.60
51.15,-0.00,0.00,14.38,-18.05,-11.96,-0.82,-3.15,-3.16,-12.29,25.99
51.15,-0.00,0.00,14.53,-18.27,-12.24,-0.85,-3.24,-3.14,-12.21,26.36
51.15,-0.00,0.00,14.68,-18.40,-12.70,-0.87,-3.34,-3.10,-12.04,26.75
51.15,-0.00,0.00,14.78,-18.36,-13.16,-0.89,-3.44,-3.05,-11.87,26.99
51.15,-0.00,0.00,14.78,-18.36,-13.71,-0.86,-3.51,-3.05,-11.87,27.27
51.15,-0.00,0.00,14.79,-18.26,-14.08,-0.83,-3.54,-3.03,-11.79,27.40
51.15,-0.00,0.00,14.71,-18.20,-14.35,-0.79,-3.54,-3.05,-11.87,27.45
51.15,-0.00,0.00,14.48,-18.01,-14.35,-0.79,-3.54,-3.05,-11.87,27.20
51.15,-0.00,0.00,14.29,-18.08,-14.35,-0.79,-3.54,-3.07,-11.95,27.15
51.15,-0.00,0.00,14.21,-18.02,-14.35,-0.81,-3.57,-3.03,-11.79,27.07
51.15,-0.00,0.00,14.19,-18.12,-14.44,-0.82,-3.59,-2.99,-11.62,27.17
51.15,-0.00,0.00,14.37,-18.15,-14.54,-0.84,-3.64,-2.92,-11.37,27.33
51.15,-0.00,0.00,14.64,-18.14,-14.54,-0.84,-3.64,-2.82,-10.95,27.47
51.15,-0.00,0.00,14.76,-17.90,-14.54,-0.84,-3.64,-2.73,-10.62,27.38
51.15,-0.00,0.00,14.81,-17.60,-14.44,-0.84,-3.62,-2.67,-10.37,27.16
51.15,-0.00,0.00,14.51,-17.24,-14.35,-0.84,-3.60,-2.60,-10.12,26.72
51.15,-0.00,0.00,14.13,-16.83,-14.26,-0.83,-3.58,-2.56,-9.95,26.19
51.15,-0.00,0.00,13.81,-16.57,-14.26,-0.81,-3.55,-2.52,-9.78,25.86
51.15,-0.00,0.00,13.56,-16.48,-14.17,-0.82,-3.50,-2.47,-9.61,25.62
51.15,-0.00,0.00,13.40,-16.35,-14.08,-0.79,-3.45,-2.39,-9.28,25.40
51.15,-0.00,0.00,13.57,-16.38,-13.80,-0.78,-3.38,-2.39,-9.28,25.36
51.15,-0.00,0.00,13.83,-16.47,-13.52,-0.80,-3.35,-2.37,-9.20,25.40
51.15,-0.00,0.00,14.02,-16.40,-13.25,-0.81,-3.32,-2.41,-9.36,25.31
51.15,-0.00,0.00,14.21,-16.32,-12.97,-0.83,-3.35,-2.45,-9.53,25.23
51.15,-0.00,0.00,13.98,-16.03,-12.88,-0.85,-3.35,-2.49,-9.70,24.87
51.15,-0.00,0.00,13.68,-15.68,-12.70,-0.89,-3.37,-2.43,-9.45,24.38
51.24,0.00,0.00,13.00,-15.47,-12.60,-0.91,-3.38,-2.34,-9.11,23.82
51.24,0.00,0.00,12.46,-15.20,-12.42,-0.95,-3.39,-2.21,-8.61,23.25
51.24,0.00,0.00,11.86,-15.06,-12.33,-0.97,-3.40,-2.11,-8.19,22.79
51.24,0.00,0.00,11.49,-15.11,-12.24,-0.99,-3.41,-2.00,-7.77,22.58
51.24,0.00,0.00,11.38,-15.24,-12.33,-0.99,-3.43,-2.00,-7.77,22.67
51.24,0.00,0.00,11.53,-15.47,-12.51,-0.97,-3.44,-2.11,-8.19,23.00
51.24,0.00,0.00,11.87,-15.53,-12.97,-0.94,-3.49,-2.24,-8.69,23.46
51.24,0.00,0.00,12.22,-15.58,-13.34,-0.91,-3.51,-2.37,-9.20,23.88
51.24,0.00,0.00,12.68,-15.50,-13.62,-0.90,-3.55,-2.43,-9.45,24.21
51.24,0.00,0.00,12.87,-15.42,-13.89,-0.88,-3.58,-2.47,-9.61,24.42
51.24,0.00,0.00,12.96,-15.39,-14.08,-0.89,-3.62,-2.43,-9.45,24.55
51.24,0.00,0.00,13.04,-15.45,-14.35,-0.88,-3.66,-2.34,-9.11,24.79
51.24,0.00,0.00,13.01,-15.65,-14.54,-0.88,-3.70,-2.32,-9.03,25.01
51.24,0.00,0.00,13.06,-15.91,-14.63,-0.86,-3.69,-2.28,-8.86,25.25
51.24,0.00,0.00,13.20,-16.14,-14.81,-0.82,-3.68,-2.26,-8.78,25.58
51.24,0.00,0.00,13.27,-16.31,-14.63,-0.82,-3.63,-2.26,-8.78,25.61
51.24,0.00,0.00,13.36,-16.27,-14.54,-0.81,-3.61,-2.21,-8.61,25.58
51.24,0.00,0.00,13.20,-16.14,-14.26,-0.85,-3.61,-2.19,-8.53,25.26
51.24,0.00,0.00,13.04,-16.01,-14.17,-0.89,-3.64,-2.17,-8.44,25.05
51.24,0.00,0.00,12.81,-15.82,-14.17,-0.94,-3.70,-2.17,-8.44,24.80
51.24,0.00,0.00,12.84,-15.62,-14.26,-0.96,-3.75,-2.19,-8.53,24.74
51.24,0.00,0.00,12.93,-15.59,-14.54,-0.97,-3.81,-2.21,-8.61,24.93
51.24,0.00,0.00,13.39,-15.50,-14.81,-0.94,-3.82,-2.21,-8.61,25.28
51.24,0.00,0.00,13.93,-15.48,-15.00,-0.90,-3.80,-2.26,-8.78,25.66
51.15,0.00,0.00,14.37,-15.50,-15.18,-0.86,-3.79,-2.21,-8.61,26.02
51.15,0.00,0.00,14.77,-15.54,-15.18,-0.84,-3.76,-2.17,-8.44,26.27
51.15,0.00,0.00,14.93,-15.67,-15.36,-0.80,-3.74,-2.13,-8.28,26.54
51.15,0.00,0.00,14.82,-15.80,-15.55,-0.79,-3.76,-2.13,-8.28,26.67
51.15,0.00,0.00,14.44,-15.95,-16.01,-0.76,-3.80,-2.17,-8.44,26.82
51.15,0.00,0.00,14.19,-15.86,-16.28,-0.74,-3.84,-2.19,-8.53,26.80
51.15,0.00,0.00,13.95,-15.67,-16.38,-0.75,-3.86,-2.19,-8.53,26.61
51.15,0.00,0.00,13.64,-15.41,-16.38,-0.77,-3.89,-2.15,-8.36,26.30
51.15,0.00,0.00,13.41,-15.12,-16.01,-0.83,-3.89,-2.06,-8.03,25.79
51.15,0.00,0.00,13.10,-14.87,-15.64,-0.86,-3.86,-1.96,-7.61,25.24
51.15,0.00,0.00,12.85,-14.78,-15.36,-0.85,-3.80,-1.85,-7.19,24.89
51.15,0.00,0.00,12.58,-14.79,-15.18,-0.82,-3.73,-1.76,-6.86,24.64
51.15,0.00,0.00,12.37,-14.96,-15.27,-0.75,-3.67,-1.74,-6.77,24.70
51.15,0.00,0.00,12.42,-15.22,-15.36,-0.69,-3.60,-1.76,-6.86,24.94
51.15,0.00,0.00,12.58,-15.35,-15.46,-0.67,-3.59,-1.78,-6.94,25.15
51.15,0.00,0.00,12.83,-15.44,-15.46,-0.67,-3.59,-1.76,-6.86,25.34
51.15,0.00,0.00,13.10,-15.43,-15.27,-0.73,-3.64,-1.78,-6.94,25.36
51.15,0.00,0.00,13.23,-15.20,-15.00,-0.81,-3.69,-1.76,-6.86,25.11
51.15,0.00,0.00,13.19,-14.83,-14.81,-0.85,-3.70,-1.78,-6.94,24.77
51.15,0.00,0.00,13.07,-14.50,-14.72,-0.87,-3.71,-1.78,-6.94,24.45
51.15,0.00,0.00,12.84,-14.21,-14.63,-0.85,-3.66,-1.83,-7.11,24.10
51.15,0.00,0.00,12.59,-14.12,-14.63,-0.80,-3.61,-1.85,-7.19,23.92
51.15,0.00,0.00,12.37,-14.39,-14.54,-0.77,-3.56,-1.85,-7.19,23.91
51.15,0.00,0.00,12.15,-14.67,-14.44,-0.75,-3.51,-1.85,-7.19,23.90
51.15,0.00,0.00,11.93,-14.94,-14.26,-0.76,-3.49,-1.85,-7.19,23.85
51.15,0.00,0.00,11.80,-15.18,-13.98,-0.80,-3.49,-1.87,-7.27,23.78
51.15,0.00,0.00,11.50,-15.39,-13.71,-0.84,-3.48,-1.89,-7.36,23.60
51.15,0.00,0.00,11.14,-15.44,-13.62,-0.83,-3.46,-1.91,-7.44,23.41
51.15,0.00,0.00,10.73,-15.22,-13.43,-0.83,-3.42,-1.91,-7.44,22.96
51.06,0.00,0.00,10.40,-15.06,-13.43,-0.80,-3.39,-1.89,-7.36,22.70
51.06,0.00,0.00,10.14,-14.79,-13.62,-0.77,-3.38,-1.81,-7.02,22.51
51.06,0.00,0.00,10.27,-14.55,-13.89,-0.76,-3.41,-1.72,-6.69,22.59
51.06,0.00,0.00,10.49,-14.28,-14.08,-0.76,-3.45,-1.66,-6.44,22.63
51.06,0.00,0.00,10.95,-14.20,-14.17,-0.81,-3.53,-1.59,-6.19,22.85
51.06,0.00,0.00,11.29,-14.25,-14.17,-0.88,-3.61,-1.59,-6.19,23.05
51.06,0.00,0.00,11.55,-14.34,-14.17,-0.93,-3.67,-1.63,-6.35,23.23
51.06,0.00,0.00,11.53,-14.44,-14.17,-0.95,-3.70,-1.66,-6.44,23.29
51.06,0.00,0.00,11.40,-14.68,-14.26,-0.93,-3.69,-1.68,-6.52,23.43
51.06,0.00,0.00,11.39,-14.78,-14.63,-0.87,-3.69,-1.70,-6.60,23.71
51.06,0.00,0.00,11.29,-14.81,-14.90,-0.84,-3.69,-1.68,-6.52,23.86
51.06,0.00,0.00,11.37,-14.88,-15.18,-0.80,-3.70,-1.72,-6.69,24.11
51.06,0.00,0.00,11.39,-14.78,-15.36,-0.79,-3.71,-1.76,-6.86,24.17
51.06,0.00,0.00,11.40,-14.68,-15.27,-0.78,-3.69,-1.81,-7.02,24.06
51.06,0.00,0.00,11.31,-14.71,-15.18,-0.76,-3.64,-1.85,-7.19,23.98
51.06,0.00,0.00,11.12,-14.79,-14.90,-0.75,-3.58,-1.87,-7.27,23.76
51.06,0.00,0.00,10.91,-14.96,-14.81,-0.70,-3.50,-1.91,-7.44,23.71
51.06,0.00,0.00,10.96,-15.23,-14.72,-0.65,-3.43,-1.94,-7.52,23.85
51.06,0.00,0.00,10.93,-15.43,-14.72,-0.60,-3.37,-1.98,-7.69,23.96
51.06,0.00,0.00,11.09,-15.55,-14.72,-0.58,-3.34,-2.06,-8.03,24.12
51.06,0.00,0.00,11.26,-15.58,-14.72,-0.58,-3.34,-2.13,-8.28,24.21
51.06,0.00,0.00,11.28,-15.48,-14.72,-0.58,-3.34,-2.17,-8.44,24.16
51.06,0.00,0.00,11.29,-15.38,-14.72,-0.58,-3.34,-2.21,-8.61,24.10
51.06,0.00,0.00,11.21,-15.32,-14.72,-0.60,-3.37,-2.17,-8.44,24.02
51.06,0.00,0.00,11.21,-15.32,-14.72,-0.63,-3.40,-2.17,-8.44,24.02
51.06,0.00,0.00,11.15,-15.15,-15.00,-0.61,-3.43,-2.11,-8.19,24.06
51.06,0.00,0.00,11.26,-15.02,-15.27,-0.60,-3.47,-2.04,-7.94,24.20
51.06,0.00,0.00,11.37,-14.88,-15.73,-0.57,-3.51,-1.98,-7.69,24.46
51.06,0.00,0.00,11.58,-14.71,-16.28,-0.52,-3.55,-1.94,-7.52,24.81
51.06,0.00,0.00,11.69,-14.57,-16.74,-0.49,-3.60,-1.87,-7.27,25.08
51.06,0.00,0.00,11.85,-14.70,-17.20,-0.44,-3.62,-1.83,-7.11,25.54
51.06,0.00,0.00,11.70,-15.03,-17.39,-0.42,-3.63,-1.87,-7.27,25.79
51.06,0.00,0.00,11.48,-15.31,-17.48,-0.40,-3.62,-1.94,-7.52,25.92
51.06,0.00,0.00,11.17,-15.62,-17.57,-0.38,-3.62,-1.98,-7.69,26.03
51.06,0.00,0.00,10.61,-15.74,-17.57,-0.36,-3.59,-2.02,-7.86,25.87
51.06,0.00,0.00,10.08,-15.75,-17.57,-0.32,-3.53,-1.98,-7.69,25.66
51.06,0.00,0.00,9.64,-15.74,-17.57,-0.27,-3.48,-1.89,-7.36,25.48
51.06,0.00,0.00,9.18,-15.82,-17.30,-0.26,-3.41,-1.83,-7.11,25.17
51.06,0.00,0.00,8.99,-15.89,-17.11,-0.25,-3.37,-1.72,-6.69,25.02
51.06,0.00,0.00,8.88,-16.03,-16.84,-0.29,-3.37,-1.72,-6.69,24.88
51.06,0.00,0.00,8.86,-16.13,-16.56,-0.33,-3.36,-1.74,-6.77,24.76
51.06,0.00,0.00,8.96,-16.09,-16.38,-0.37,-3.38,-1.76,-6.86,24.64
51.06,0.00,0.00,9.16,-15.92,-16.38,-0.37,-3.38,-1.78,-6.94,24.61
51.06,0.00,0.00,9.46,-15.71,-16.28,-0.36,-3.36,-1.76,-6.86,24.52
51.06,0.00,0.00,9.79,-15.30,-16.28,-0.34,-3.33,-1.76,-6.86,24.40
51.06,0.00,0.00,10.17,-15.15,-16.10,-0.33,-3.29,-1.78,-6.94,24.34
51.06,0.00,0.00,10.38,-14.98,-16.01,-0.33,-3.26,-1.81,-7.02,24.26
51.06,0.00,0.00,10.54,-15.11,-15.82,-0.35,-3.25,-1.89,-7.36,24.28
51.06,0.00,0.00,10.52,-15.21,-15.82,-0.37,-3.28,-1.98,-7.69,24.34
51.06,0.00,0.00,10.35,-15.18,-15.82,-0.39,-3.31,-2.04,-7.94,24.25
51.06,0.00,0.00,10.19,-15.05,-15.82,-0.44,-3.36,-2.02,-7.86,24.10
50.98,0.00,0.00,9.97,-14.76,-15.73,-0.48,-3.40,-2.00,-7.77,23.76
50.98,0.00,0.00,9.82,-14.35,-15.73,-0.51,-3.43,-1.91,-7.44,23.45
50.98,0.00,0.00,9.82,-13.78,-15.55,-0.55,-3.44,-1.83,-7.11,22.98
50.98,0.00,0.00,9.95,-13.55,-15.46,-0.59,-3.48,-1.74,-6.77,22.83
50.98,0.00,0.00,10.14,-13.47,-15.36,-0.63,-3.51,-1.66,-6.44,22.81
50.98,0.00,0.00,10.39,-13.56,-15.27,-0.67,-3.55,-1.63,-6.35,22.92
50.98,0.00,0.00,10.56,-13.59,-15.36,-0.70,-3.60,-1.57,-6.10,23.07
50.98,0.00,0.00,10.74,-13.62,-15.36,-0.72,-3.63,-1.51,-5.85,23.17
50.98,0.00,0.00,10.77,-13.42,-15.46,-0.73,-3.65,-1.40,-5.43,23.13
50.98,0.00,0.00,10.72,-13.15,-15.73,-0.74,-3.71,-1.31,-5.10,23.14
50.98,0.00,0.00,10.61,-12.73,-16.19,-0.73,-3.79,-1.23,-4.77,23.17
50.98,0.00,0.00,10.42,-12.23,-16.84,-0.73,-3.90,-1.16,-4.51,23.28
50.98,0.00,0.00,10.28,-12.01,-17.48,-0.73,-4.02,-1.12,-4.35,23.57
50.98,0.00,0.00,10.16,-11.68,-17.94,-0.75,-4.12,-1.12,-4.35,23.69
50.98,0.00,0.00,10.19,-11.48,-18.22,-0.76,-4.19,-1.14,-4.43,23.82
50.98,0.00,0.00,10.20,-11.38,-18.31,-0.78,-4.23,-1.18,-4.60,23.85
50.98,0.00,0.00,10.39,-11.30,-18.12,-0.82,-4.25,-1.23,-4.77,23.75
50.98,0.00,0.00,10.57,-11.33,-18.03,-0.84,-4.26,-1.23,-4.77,23.77
50.98,0.00,0.00,10.84,-11.32,-17.94,-0.86,-4.26,-1.25,-4.85,23.82
50.98,0.00,0.00,11.09,-11.41,-18.03,-0.86,-4.29,-1.23,-4.77,24.05
50.98,0.00,0.00,11.25,-11.54,-18.22,-0.85,-4.30,-1.18,-4.60,24.32
50.98,0.00,0.00,11.23,-11.64,-18.40,-0.83,-4.31,-1.14,-4.43,24.50
50.98,0.00,0.00,10.96,-11.65,-18.68,-0.80,-4.32,-1.12,-4.35,24.59
50.98,0.00,0.00,10.60,-11.70,-18.77,-0.78,-4.31,-1.14,-4.43,24.52
50.98,0.00,0.00,10.09,-11.51,-19.04,-0.76,-4.34,-1.18,-4.60,24.44
50.98,0.00,0.00,9.75,-11.46,-19.23,-0.77,-4.39,-1.25,-4.85,24.41
50.98,0.00,0.00,9.51,-11.27,-19.41,-0.80,-4.46,-1.31,-5.10,24.38
50.98,0.00,0.00,9.60,-11.23,-19.69,-0.81,-4.52,-1.33,-5.18,24.62
50.98,0.00,0.00,9.87,-11.22,-19.78,-0.84,-4.57,-1.35,-5.27,24.79
50.98,0.00,0.00,10.19,-11.48,-19.69,-0.86,-4.57,-1.33,-5.18,24.96
50.98,0.00,0.00,10.52,-11.63,-19.50,-0.85,-4.53,-1.35,-5.27,25.03
50.98,0.00,0.00,10.68,-11.76,-19.23,-0.84,-4.47,-1.38,-5.35,24.94
50.98,0.00,0.00,10.85,-11.79,-18.95,-0.83,-4.41,-1.38,-5.35,24.82
