Angle [deg],Speed [m/s],Distance [m],Fx [N],Fy [N],Fz [N],Mx [N*m],My [N*m],Mz [N*m],Ft [N],Ftot [N]
154.07,0.00,0.00,-6.05,-4.65,0.18,0.09,-0.10,0.13,0.50,7.63
154.07,0.00,0.00,-5.89,-4.73,0.46,0.09,-0.14,0.13,0.50,7.57
154.07,0.00,0.00,-5.89,-4.73,0.64,0.08,-0.16,0.13,0.50,7.58
154.07,0.00,0.00,-5.95,-4.64,0.83,0.01,-0.15,0.24,0.92,7.59
154.07,0.00,0.00,-6.06,-4.47,0.83,-0.06,-0.11,0.32,1.25,7.58
154.07,0.00,0.00,-6.23,-4.22,0.83,-0.09,-0.10,0.45,1.76,7.57
154.07,0.00,0.00,-6.40,-3.97,0.83,-0.09,-0.10,0.52,2.01,7.58
154.07,0.00,0.00,-6.62,-3.81,0.74,-0.07,-0.10,0.56,2.17,7.67
154.07,0.00,0.00,-6.88,-3.74,0.55,-0.02,-0.09,0.52,2.01,7.85
154.07,0.00,0.00,-7.02,-3.84,0.37,0.05,-0.11,0.45,1.76,8.01
154.07,0.00,0.00,-7.11,-4.02,0.28,0.07,-0.10,0.34,1.34,8.17
154.07,0.00,0.00,-7.35,-4.30,0.09,0.08,-0.12,0.24,0.92,8.51
154.07,0.00,0.00,-7.32,-4.65,0.09,0.05,-0.11,0.17,0.67,8.67
154.07,0.00,0.00,-7.21,-4.82,0.18,-0.00,-0.09,0.15,0.59,8.67
154.07,0.00,0.00,-7.05,-4.90,0.37,-0.05,-0.06,0.15,0.59,8.59
154.07,0.00,0.00,-6.83,-5.06,0.37,-0.08,-0.04,0.17,0.67,8.51
154.07,0.00,0.00,-6.68,-5.13,0.37,-0.11,-0.03,0.17,0.67,8.43
154.07,0.00,0.00,-6.47,-5.12,0.37,-0.08,-0.04,0.19,0.75,8.26
154.07,0.00,0.00,-6.43,-5.03,0.37,-0.05,-0.06,0.15,0.59,8.17
154.07,0.00,0.00,-6.34,-4.85,0.28,-0.03,-0.06,0.13,0.50,7.99
154.07,0.00,0.00,-6.35,-4.67,0.28,0.01,-0.07,0.13,0.50,7.89
153.98,0.00,0.00,-6.38,-4.32,0.28,0.01,-0.07,0.13,0.50,7.71
153.98,0.00,0.00,-6.57,-4.06,0.28,0.01,-0.07,0.19,0.75,7.73
153.98,0.00,0.00,-6.69,-3.71,0.37,-0.02,-0.07,0.22,0.84,7.66
153.98,0.00,0.00,-6.71,-3.54,0.46,-0.04,-0.08,0.28,1.09,7.60
153.98,0.00,0.00,-6.61,-3.53,0.74,-0.07,-0.10,0.32,1.25,7.53
153.98,0.00,0.00,-6.45,-3.61,0.92,-0.11,-0.10,0.32,1.25,7.45
153.98,0.00,0.00,-6.38,-3.87,0.92,-0.14,-0.08,0.28,1.09,7.52
153.98,0.00,0.00,-6.31,-4.13,0.74,-0.17,-0.05,0.24,0.92,7.58
153.98,0.00,0.00,-6.40,-4.31,0.46,-0.17,-0.01,0.19,0.75,7.73
153.98,0.00,0.00,-6.50,-4.32,0.18,-0.14,0.01,0.15,0.59,7.81
153.98,0.00,0.00,-6.60,-4.32,0.00,-0.13,0.03,0.17,0.67,7.89
153.98,0.00,0.00,-6.56,-4.23,0.09,-0.08,-0.01,0.19,0.75,7.81
153.98,0.00,0.00,-6.37,-4.04,0.18,-0.07,-0.02,0.22,0.84,7.54
153.98,0.00,0.00,-6.02,-3.93,0.46,-0.07,-0.06,0.17,0.67,7.20
153.98,0.00,0.00,-5.77,-3.83,0.64,-0.08,-0.08,0.15,0.59,6.95
153.98,0.00,0.00,-5.66,-3.99,0.64,-0.08,-0.08,0.13,0.50,6.96
153.98,0.00,0.00,-5.85,-4.18,0.74,-0.10,-0.08,0.11,0.42,7.23
153.98,0.00,0.00,-6.08,-4.46,0.83,-0.09,-0.10,0.13,0.50,7.59
153.98,0.00,0.00,-6.26,-4.83,0.83,-0.06,-0.11,0.17,0.67,7.95
153.98,0.00,0.00,-6.35,-5.01,0.92,-0.01,-0.15,0.26,1.00,8.14
153.98,0.00,0.00,-6.34,-5.19,0.83,0.04,-0.16,0.32,1.25,8.23
153.90,0.00,0.00,-6.29,-5.10,0.83,0.08,-0.18,0.34,1.34,8.14
153.90,0.00,0.00,-6.27,-5.00,0.64,0.08,-0.16,0.30,1.17,8.04
153.90,0.00,0.00,-6.28,-4.82,0.37,0.08,-0.12,0.24,0.92,7.93
153.90,0.00,0.00,-6.40,-4.65,0.28,0.04,-0.09,0.13,0.50,7.91
153.90,0.00,0.00,-6.51,-4.48,0.18,0.03,-0.07,0.02,0.08,7.90
153.90,0.00,0.00,-6.56,-4.40,0.18,-0.01,-0.06,0.00,0.00,7.90
153.90,0.00,0.00,-6.72,-4.32,0.18,-0.01,-0.06,0.00,0.00,7.99
153.90,0.00,0.00,-6.62,-4.31,0.28,0.00,-0.07,0.04,0.17,7.91
153.90,0.00,0.00,-6.67,-4.41,0.37,0.05,-0.11,0.09,0.33,8.00
153.90,0.00,0.00,-6.61,-4.49,0.37,0.08,-0.12,0.11,0.42,8.00
153.90,0.00,0.00,-6.60,-4.67,0.37,0.11,-0.14,0.11,0.42,8.09
153.90,0.00,0.00,-6.64,-4.76,0.37,0.11,-0.14,0.09,0.33,8.18
153.90,0.00,0.00,-6.69,-4.85,0.28,0.10,-0.12,0.06,0.25,8.26
153.90,0.00,0.00,-6.69,-4.85,0.37,0.05,-0.11,0.06,0.25,8.27
153.90,0.00,0.00,-6.79,-4.85,0.46,-0.00,-0.09,0.02,0.08,8.36
153.90,0.00,0.00,-6.90,-4.69,0.55,-0.03,-0.09,0.04,0.17,8.36
153.90,0.00,0.00,-6.91,-4.51,0.64,-0.05,-0.09,0.04,0.17,8.28
153.90,0.00,0.00,-6.93,-4.34,0.74,-0.03,-0.11,0.04,0.17,8.20
153.90,0.00,0.00,-6.73,-4.15,0.83,-0.02,-0.13,0.06,0.25,7.95
153.90,0.00,0.00,-6.53,-4.13,0.74,-0.00,-0.13,0.09,0.33,7.76
153.90,0.00,0.00,-6.32,-4.29,0.83,0.01,-0.15,0.11,0.42,7.68
153.90,0.00,0.00,-6.20,-4.46,0.92,-0.01,-0.15,0.15,0.59,7.70
153.90,0.00,0.00,-6.15,-4.55,1.01,-0.03,-0.15,0.17,0.67,7.71
153.90,0.00,0.00,-6.19,-4.64,0.92,-0.04,-0.13,0.22,0.84,7.79
153.90,0.00,0.00,-6.09,-4.63,0.64,-0.05,-0.09,0.26,1.00,7.68
153.90,0.00,0.00,-6.09,-4.63,0.37,-0.02,-0.07,0.26,1.00,7.66
153.90,0.00,0.00,-5.99,-4.62,-0.09,0.02,-0.03,0.30,1.17,7.57
153.90,0.00,0.00,-5.99,-4.62,-0.37,0.09,-0.03,0.30,1.17,7.58
153.90,0.00,0.00,-6.03,-4.71,-0.55,0.13,-0.03,0.28,1.09,7.68
153.90,0.00,0.00,-6.34,-4.74,-0.46,0.14,-0.05,0.28,1.09,7.93
153.90,0.00,0.00,-6.70,-4.67,-0.18,0.11,-0.07,0.32,1.25,8.17
153.90,0.00,0.00,-7.01,-4.52,0.09,0.05,-0.07,0.32,1.25,8.34
153.90,0.00,0.00,-7.08,-4.26,0.18,-0.01,-0.06,0.30,1.17,8.27
153.81,0.00,0.00,-7.10,-4.08,0.28,-0.06,-0.04,0.30,1.17,8.19
153.81,0.00,0.00,-6.87,-3.97,0.28,-0.06,-0.04,0.28,1.09,7.94
153.81,0.00,0.00,-6.71,-4.04,0.28,-0.06,-0.04,0.28,1.09,7.84
153.81,0.00,0.00,-6.70,-4.22,0.28,-0.03,-0.06,0.28,1.09,7.92
153.81,0.00,0.00,-6.82,-4.67,0.46,-0.04,-0.08,0.28,1.09,8.28
153.81,0.00,0.00,-7.10,-5.04,0.55,-0.06,-0.08,0.28,1.09,8.73
153.81,0.00,0.00,-7.29,-5.23,0.64,-0.08,-0.08,0.26,1.00,9.00
153.81,0.00,0.00,-7.19,-5.22,0.64,-0.11,-0.06,0.24,0.92,8.91
153.81,0.00,0.00,-6.90,-5.03,0.55,-0.12,-0.04,0.17,0.67,8.55
153.81,0.00,0.00,-6.61,-4.83,0.37,-0.11,-0.03,0.11,0.42,8.19
153.81,0.00,0.00,-6.27,-4.54,0.28,-0.09,-0.02,0.06,0.25,7.75
153.81,0.00,0.00,-6.23,-4.45,0.18,-0.07,-0.02,0.09,0.33,7.66
153.81,0.00,0.00,-6.27,-4.54,0.09,-0.05,-0.02,0.13,0.50,7.74
153.81,0.00,0.00,-6.40,-4.82,0.00,0.00,-0.04,0.19,0.75,8.01
153.81,0.00,0.00,-6.45,-4.91,0.00,0.07,-0.07,0.24,0.92,8.10
153.81,0.00,0.00,-6.49,-5.00,-0.18,0.14,-0.08,0.28,1.09,8.20
153.81,0.00,0.00,-6.40,-4.82,-0.18,0.21,-0.11,0.26,1.00,8.02
153.81,0.00,0.00,-6.12,-4.45,-0.18,0.24,-0.13,0.19,0.75,7.57
153.81,0.00,0.00,-5.75,-3.89,-0.18,0.21,-0.11,0.17,0.67,6.95
153.81,0.00,0.00,-5.43,-3.43,0.00,0.13,-0.10,0.13,0.50,6.42
153.81,0.00,0.00,-5.40,-3.16,0.00,0.04,-0.05,0.15,0.59,6.25
153.81,0.00,0.00,-5.44,-3.26,0.00,-0.03,-0.02,0.19,0.75,6.34
153.81,0.00,0.00,-5.78,-3.54,0.00,-0.06,-0.00,0.24,0.92,6.78
153.81,0.00,0.00,-6.25,-4.10,0.00,-0.06,-0.00,0.28,1.09,7.47
153.81,0.00,0.00,-6.72,-4.66,0.09,-0.05,-0.02,0.32,1.25,8.18
153.81,0.00,0.00,-7.00,-5.03,0.09,-0.05,-0.02,0.32,1.25,8.62
153.81,0.00,0.00,-6.94,-5.12,0.18,-0.07,-0.02,0.34,1.34,8.63
153.81,0.00,0.00,-6.64,-5.10,0.18,-0.10,-0.01,0.28,1.09,8.37
153.81,0.00,0.00,-6.25,-4.89,0.18,-0.14,0.01,0.19,0.75,7.94
153.81,0.00,0.00,-5.80,-4.78,0.18,-0.14,0.01,0.06,0.25,7.51
153.81,0.00,0.00,-5.70,-4.77,0.18,-0.10,-0.01,-0.02,-0.08,7.43
153.81,0.00,0.00,-5.70,-4.77,0.28,-0.06,-0.04,-0.09,-0.33,7.43
153.81,0.00,0.00,-5.90,-4.78,0.55,-0.03,-0.09,-0.04,-0.17,7.61
153.81,0.00,0.00,-6.11,-4.62,0.55,0.01,-0.11,0.06,0.25,7.68
153.81,0.00,0.00,-6.23,-4.45,0.64,0.02,-0.13,0.22,0.84,7.68
153.81,0.00,0.00,-6.15,-4.10,0.55,0.04,-0.12,0.39,1.50,7.41
153.81,0.00,0.00,-6.22,-3.84,0.46,0.06,-0.12,0.49,1.92,7.32
153.81,-0.00,0.00,-6.18,-3.57,0.37,0.05,-0.11,0.52,2.01,7.15
153.81,-0.00,0.00,-6.14,-3.48,0.46,0.06,-0.12,0.47,1.84,7.07
153.81,-0.00,0.00,-6.13,-3.65,0.74,0.03,-0.14,0.41,1.59,7.17
153.81,-0.00,0.00,-6.26,-3.93,1.01,0.00,-0.16,0.34,1.34,7.46
153.81,-0.00,0.00,-6.41,-4.02,1.20,-0.04,-0.17,0.34,1.34,7.66
153.81,-0.00,0.00,-6.60,-4.21,1.10,-0.05,-0.15,0.39,1.50,7.91
153.81,-0.00,0.00,-6.65,-4.13,0.83,-0.06,-0.11,0.43,1.67,7.87
153.81,-0.00,0.00,-6.65,-4.13,0.55,-0.09,-0.06,0.43,1.67,7.85
153.81,-0.00,0.00,-6.65,-4.13,0.28,-0.09,-0.02,0.30,1.17,7.84
153.81,-0.00,0.00,-6.50,-4.21,0.18,-0.10,-0.01,0.17,0.67,7.74
153.81,-0.00,0.00,-6.59,-4.39,0.28,-0.09,-0.02,0.00,0.00,7.92
153.81,-0.00,0.00,-6.57,-4.56,0.64,-0.08,-0.08,-0.06,-0.25,8.03
153.81,-0.00,0.00,-6.81,-4.84,0.83,-0.02,-0.13,-0.04,-0.17,8.40
153.81,-0.00,0.00,-7.01,-4.86,1.01,0.00,-0.16,0.06,0.25,8.59
153.81,-0.00,0.00,-7.07,-4.77,0.92,0.02,-0.16,0.17,0.67,8.58
153.81,-0.00,0.00,-7.08,-4.60,0.83,0.01,-0.15,0.30,1.17,8.48
153.81,-0.00,0.00,-6.93,-4.50,0.74,-0.03,-0.11,0.37,1.42,8.30
153.81,-0.00,0.00,-6.69,-4.40,0.64,-0.05,-0.09,0.34,1.34,8.03
153.81,-0.00,0.00,-6.38,-4.38,0.55,-0.06,-0.08,0.28,1.09,7.76
153.81,-0.00,0.00,-6.07,-4.53,0.55,-0.06,-0.08,0.22,0.84,7.59
153.81,-0.00,0.00,-5.86,-4.52,0.46,-0.00,-0.09,0.17,0.67,7.42
153.81,-0.00,0.00,-5.75,-4.69,0.37,0.02,-0.09,0.15,0.59,7.43
153.81,-0.00,0.00,-5.80,-4.78,0.28,0.04,-0.09,0.13,0.50,7.52
153.81,-0.00,0.00,-5.90,-4.78,0.09,0.05,-0.07,0.15,0.59,7.59
153.90,-0.00,0.00,-6.26,-4.72,0.09,0.05,-0.07,0.19,0.75,7.84
153.90,-0.00,0.00,-6.50,-4.66,0.18,-0.01,-0.06,0.22,0.84,8.00
153.90,-0.00,0.00,-6.91,-4.51,0.37,-0.05,-0.06,0.24,0.92,8.26
153.90,-0.00,0.00,-7.08,-4.26,0.37,-0.08,-0.04,0.30,1.17,8.27
153.90,-0.00,0.00,-7.20,-4.09,0.46,-0.10,-0.04,0.32,1.25,8.29
153.90,-0.00,0.00,-7.04,-4.17,0.46,-0.10,-0.04,0.32,1.25,8.19
153.90,-0.00,0.00,-6.84,-4.15,0.37,-0.05,-0.06,0.28,1.09,8.01
153.90,-0.00,0.00,-6.48,-4.22,0.28,0.00,-0.07,0.24,0.92,7.73
153.90,-0.00,0.00,-6.22,-4.29,0.28,0.04,-0.09,0.22,0.84,7.56
153.90,-0.00,0.00,-6.12,-4.28,0.37,0.05,-0.11,0.26,1.00,7.47
153.90,-0.00,0.00,-6.13,-4.10,0.37,0.02,-0.09,0.32,1.25,7.38
153.90,-0.00,0.00,-6.34,-3.94,0.55,-0.06,-0.08,0.43,1.67,7.49
153.90,-0.00,0.00,-6.60,-3.87,0.55,-0.12,-0.04,0.52,2.01,7.67
153.90,-0.00,0.00,-6.76,-3.80,0.55,-0.16,-0.03,0.52,2.01,7.77
153.90,-0.00,0.00,-6.90,-3.89,0.55,-0.16,-0.03,0.52,2.01,7.95
153.90,-0.00,0.00,-6.79,-4.06,0.55,-0.09,-0.06,0.43,1.67,7.93
153.90,-0.00,0.00,-6.68,-4.23,0.37,0.02,-0.09,0.34,1.34,7.91
153.90,-0.00,0.00,-6.62,-4.31,0.28,0.07,-0.10,0.30,1.17,7.91
153.90,-0.00,0.00,-6.51,-4.48,0.09,0.11,-0.10,0.28,1.09,7.90
153.90,-0.00,0.00,-6.61,-4.49,-0.09,0.09,-0.07,0.30,1.17,7.99
153.90,-0.00,0.00,-6.77,-4.41,-0.18,0.04,-0.03,0.30,1.17,8.08
153.90,-0.00,0.00,-7.08,-4.26,-0.28,0.03,-0.02,0.30,1.17,8.27
153.90,-0.00,0.00,-7.20,-4.09,-0.18,0.01,-0.02,0.26,1.00,8.28
153.90,-0.00,0.00,-7.11,-3.91,-0.09,0.06,-0.05,0.24,0.92,8.11
153.90,-0.00,0.00,-6.82,-3.71,-0.09,0.09,-0.07,0.24,0.92,7.76
153.90,-0.00,0.00,-6.62,-3.52,0.00,0.10,-0.08,0.26,1.00,7.50
153.90,-0.00,0.00,-6.48,-3.42,-0.18,0.11,-0.07,0.32,1.25,7.33
153.90,-0.00,0.00,-6.42,-3.51,-0.37,0.09,-0.03,0.34,1.34,7.33
153.90,-0.00,0.00,-6.51,-3.69,-0.46,0.07,-0.01,0.37,1.42,7.50
153.90,-0.00,0.00,-6.65,-3.96,-0.46,0.07,-0.01,0.30,1.17,7.75
153.90,-0.00,0.00,-6.68,-4.23,-0.46,0.07,-0.01,0.28,1.09,7.92
153.90,-0.00,0.00,-6.77,-4.41,-0.18,0.08,-0.05,0.24,0.92,8.08
153.90,-0.00,0.00,-6.61,-4.49,0.09,0.05,-0.07,0.24,0.92,7.99
153.90,-0.00,0.00,-6.56,-4.40,0.18,0.03,-0.07,0.26,1.00,7.90
153.90,-0.00,0.00,-6.58,-4.22,0.18,-0.01,-0.06,0.32,1.25,7.82
153.90,-0.00,0.00,-6.49,-4.04,0.09,-0.02,-0.04,0.37,1.42,7.64
153.90,-0.00,0.00,-6.56,-3.78,-0.18,0.04,-0.03,0.34,1.34,7.57
153.90,-0.00,0.00,-6.61,-3.70,-0.28,0.10,-0.05,0.32,1.25,7.58
153.90,-0.00,0.00,-6.71,-3.70,-0.18,0.14,-0.08,0.28,1.09,7.67
153.90,-0.00,0.00,-6.90,-3.89,0.00,0.17,-0.12,0.26,1.00,7.93
153.90,-0.00,0.00,-7.04,-4.17,0.28,0.14,-0.14,0.26,1.00,8.18
153.90,-0.00,0.00,-7.06,-4.61,0.55,0.04,-0.12,0.24,0.92,8.45
153.98,-0.00,0.00,-6.93,-4.95,0.74,-0.03,-0.11,0.22,0.84,8.55
153.98,-0.00,0.00,-6.65,-5.03,0.74,-0.10,-0.08,0.19,0.75,8.38
153.98,-0.00,0.00,-6.29,-5.10,0.74,-0.13,-0.06,0.15,0.59,8.13
153.98,-0.00,0.00,-5.90,-4.89,0.64,-0.11,-0.06,0.13,0.50,7.69
153.98,-0.00,0.00,-5.61,-4.70,0.46,-0.07,-0.06,0.13,0.50,7.33
153.98,-0.00,0.00,-5.58,-4.43,0.46,-0.04,-0.08,0.22,0.84,7.14
153.98,-0.00,0.00,-5.73,-4.35,0.37,-0.02,-0.07,0.28,1.09,7.21
153.98,-0.00,0.00,-6.05,-4.20,0.28,0.01,-0.07,0.34,1.34,7.37
153.98,-0.00,0.00,-6.46,-4.23,0.28,0.01,-0.07,0.37,1.42,7.72
153.98,-0.00,0.00,-6.76,-4.25,0.18,-0.01,-0.06,0.37,1.42,7.98
153.98,-0.00,0.00,-6.80,-4.34,0.18,-0.04,-0.04,0.28,1.09,8.07
153.98,-0.00,0.00,-6.84,-4.61,0.28,-0.09,-0.02,0.19,0.75,8.25
153.98,-0.00,0.00,-6.52,-4.76,0.18,-0.13,-0.03,0.13,0.50,8.07
153.98,-0.00,0.00,-6.35,-5.01,0.37,-0.18,-0.03,0.13,0.50,8.10
153.98,-0.00,0.00,-6.24,-5.18,0.46,-0.17,-0.05,0.17,0.67,8.12
153.98,-0.00,0.00,-6.19,-5.09,0.64,-0.14,-0.08,0.26,1.00,8.04
153.98,-0.00,0.00,-6.31,-4.92,0.74,-0.13,-0.10,0.34,1.34,8.03
153.98,-0.00,0.00,-6.48,-4.67,0.92,-0.08,-0.11,0.41,1.59,8.04
153.98,-0.00,0.00,-6.60,-4.32,1.10,-0.05,-0.15,0.43,1.67,7.97
153.98,-0.00,0.00,-6.68,-3.89,1.10,-0.02,-0.17,0.41,1.59,7.81
153.98,-0.00,0.00,-6.69,-3.71,1.10,0.05,-0.20,0.34,1.34,7.74
153.98,-0.00,0.00,-6.59,-3.71,1.01,0.10,-0.21,0.32,1.25,7.63
153.98,-0.00,0.00,-6.64,-3.80,0.92,0.15,-0.23,0.30,1.17,7.70
153.98,-0.00,0.00,-6.63,-3.97,0.74,0.19,-0.22,0.30,1.17,7.76
153.98,0.00,0.00,-6.56,-4.23,0.55,0.17,-0.19,0.26,1.00,7.82
153.98,-0.00,0.00,-6.40,-4.31,0.46,0.13,-0.16,0.26,1.00,7.73
153.98,-0.00,0.00,-6.30,-4.30,0.46,0.06,-0.12,0.24,0.92,7.64
153.98,-0.00,0.00,-6.11,-4.11,0.55,0.01,-0.11,0.26,1.00,7.38
153.98,-0.00,0.00,-6.07,-3.85,0.64,-0.01,-0.11,0.28,1.09,7.22
153.98,-0.00,0.00,-6.03,-3.76,0.74,-0.03,-0.11,0.30,1.17,7.14
153.98,-0.00,0.00,-6.28,-3.86,0.83,-0.02,-0.13,0.32,1.25,7.42
153.98,-0.00,0.00,-6.63,-3.97,0.92,-0.01,-0.15,0.37,1.42,7.78
153.98,-0.00,0.00,-6.66,-4.24,1.01,0.00,-0.16,0.41,1.59,7.96
153.98,-0.00,0.00,-6.70,-4.33,1.01,-0.03,-0.15,0.45,1.76,8.04
153.98,-0.00,0.00,-6.60,-4.32,0.83,-0.02,-0.13,0.43,1.67,7.93
153.98,-0.00,0.00,-6.35,-4.22,0.64,-0.05,-0.09,0.41,1.59,7.65
153.98,-0.00,0.00,-6.22,-3.95,0.28,-0.06,-0.04,0.34,1.34,7.37
153.98,-0.00,0.00,-6.03,-3.76,0.00,-0.06,-0.00,0.24,0.92,7.10
153.98,-0.00,0.00,-6.13,-3.76,-0.18,-0.09,0.03,0.13,0.50,7.20
153.98,-0.00,0.00,-6.32,-3.95,-0.18,-0.09,0.03,0.04,0.17,7.46
153.98,-0.00,0.00,-6.54,-4.41,0.00,-0.13,0.03,0.00,0.00,7.89
153.98,-0.00,0.00,-6.87,-4.87,0.18,-0.17,-0.01,-0.02,-0.08,8.42
153.98,-0.00,0.00,-7.05,-5.24,0.55,-0.19,-0.05,0.02,0.08,8.80
153.98,-0.00,0.00,-7.24,-5.43,0.64,-0.20,-0.09,0.06,0.25,9.07
153.98,-0.00,0.00,-7.09,-5.33,0.83,-0.18,-0.12,0.13,0.50,8.91
153.98,-0.00,0.00,-6.96,-5.05,0.74,-0.13,-0.14,0.19,0.75,8.63
153.98,-0.00,0.00,-6.88,-4.70,0.64,-0.08,-0.11,0.24,0.92,8.36
153.98,-0.00,0.00,-6.70,-4.33,0.37,-0.05,-0.09,0.26,1.00,7.99
153.98,-0.00,0.00,-6.66,-4.24,0.18,-0.01,-0.06,0.28,1.09,7.90
154.07,-0.00,0.00,-6.70,-4.33,0.09,-0.02,-0.04,0.26,1.00,7.98
154.07,-0.00,0.00,-6.87,-4.53,0.18,-0.07,-0.02,0.24,0.92,8.23
154.07,-0.00,0.00,-6.85,-4.88,0.64,-0.14,-0.05,0.24,0.92,8.43
154.07,-0.00,0.00,-6.73,-5.05,0.92,-0.21,-0.05,0.22,0.84,8.47
154.07,-0.00,0.00,-6.53,-5.04,1.20,-0.24,-0.07,0.24,0.92,8.33
154.07,-0.00,0.00,-6.30,-4.75,1.29,-0.23,-0.09,0.28,1.09,7.99
154.07,-0.00,0.00,-6.16,-4.48,1.01,-0.13,-0.10,0.34,1.34,7.69
154.07,-0.00,0.00,-6.23,-4.22,0.74,-0.03,-0.11,0.39,1.50,7.56
154.07,-0.00,0.00,-6.49,-4.15,0.46,0.09,-0.14,0.41,1.59,7.72
154.07,-0.00,0.00,-6.59,-4.16,0.37,0.15,-0.15,0.37,1.42,7.80
154.07,-0.00,0.00,-6.73,-4.43,0.37,0.15,-0.15,0.30,1.17,8.06
154.07,-0.00,0.00,-6.61,-4.60,0.46,0.09,-0.14,0.22,0.84,8.07
154.07,-0.00,0.00,-6.34,-4.85,0.46,-0.00,-0.13,0.13,0.50,7.99
154.07,-0.00,0.00,-6.08,-4.92,0.55,-0.09,-0.10,0.04,0.17,7.84
154.07,-0.00,0.00,-6.08,-4.92,0.55,-0.15,-0.07,-0.02,-0.08,7.84
154.07,-0.00,0.00,-6.09,-4.74,0.28,-0.19,-0.05,-0.02,-0.08,7.73
154.07,-0.00,0.00,-6.26,-4.49,0.18,-0.17,-0.01,-0.02,-0.08,7.71
154.07,-0.00,0.00,-6.44,-4.24,0.00,-0.13,-0.01,0.04,0.17,7.70
154.07,-0.00,0.00,-6.55,-4.07,-0.09,-0.04,-0.00,0.13,0.50,7.71
154.07,-0.00,0.00,-6.72,-3.82,-0.09,0.02,-0.03,0.19,0.75,7.73
154.07,-0.00,0.00,-6.73,-3.64,0.00,0.10,-0.08,0.19,0.75,7.65
154.07,-0.00,0.00,-6.69,-3.55,0.09,0.15,-0.12,0.15,0.59,7.57
154.07,-0.00,0.00,-6.69,-3.55,0.37,0.18,-0.17,0.09,0.33,7.58
154.07,-0.00,0.00,-6.64,-3.46,0.55,0.14,-0.21,0.04,0.17,7.51
154.07,0.00,0.00,-6.54,-3.45,0.74,0.10,-0.21,0.02,0.08,7.43
154.07,0.00,0.00,-6.34,-3.44,0.83,0.04,-0.16,0.04,0.17,7.26
154.07,0.00,0.00,-6.14,-3.42,0.83,-0.02,-0.13,0.06,0.25,7.07
154.07,0.00,0.00,-5.97,-3.67,0.74,-0.07,-0.10,0.13,0.50,7.05
154.07,0.00,0.00,-5.80,-3.93,0.55,-0.09,-0.06,0.13,0.50,7.02
154.07,0.00,0.00,-5.63,-4.18,0.55,-0.12,-0.05,0.13,0.50,7.03
154.07,0.00,0.00,-5.54,-4.61,0.55,-0.12,-0.05,0.15,0.59,7.23
154.07,0.00,0.00,-5.68,-4.89,0.55,-0.12,-0.05,0.15,0.59,7.51
154.07,0.00,0.00,-5.87,-5.08,0.55,-0.09,-0.06,0.19,0.75,7.78
154.07,0.00,0.00,-6.07,-5.09,0.46,-0.07,-0.06,0.24,0.92,7.94
154.07,0.00,0.00,-6.43,-5.03,0.28,-0.03,-0.06,0.28,1.09,8.17
154.07,0.00,0.00,-6.54,-4.86,0.09,-0.02,-0.04,0.30,1.17,8.15
154.07,0.00,0.00,-6.70,-4.78,0.00,-0.03,-0.02,0.30,1.17,8.23
