Angle [deg],Speed [m/s],Distance [m],Fx [N],Fy [N],Fz [N],Mx [N*m],My [N*m],Mz [N*m],Ft [N],Ftot [N]
315.88,0.00,0.00,-0.23,1.44,-1.75,-0.35,0.11,0.15,0.59,2.28
315.88,0.00,0.00,-0.21,1.71,-1.75,-0.35,0.11,0.17,0.67,2.46
315.88,0.00,0.00,-0.27,1.91,-1.75,-0.35,0.11,0.22,0.84,2.60
315.88,0.00,0.00,-0.46,1.96,-1.66,-0.36,0.13,0.24,0.92,2.60
315.88,-0.00,0.00,-0.58,1.71,-1.75,-0.40,0.16,0.19,0.75,2.51
315.88,-0.00,0.00,-0.69,1.47,-1.93,-0.47,0.19,0.09,0.33,2.52
315.88,-0.00,0.00,-0.64,1.27,-2.02,-0.52,0.22,-0.02,-0.08,2.47
315.88,-0.00,0.00,-0.54,1.25,-1.93,-0.52,0.24,-0.19,-0.75,2.36
315.88,-0.00,0.00,-0.40,1.40,-1.75,-0.51,0.26,-0.30,-1.17,2.27
315.88,-0.00,0.00,-0.21,1.71,-1.38,-0.45,0.26,-0.34,-1.34,2.21
315.88,-0.00,0.00,-0.18,2.25,-1.10,-0.38,0.28,-0.30,-1.17,2.51
315.97,-0.00,0.00,-0.12,2.69,-1.01,-0.34,0.25,-0.22,-0.84,2.87
315.97,-0.00,0.00,0.07,3.00,-1.01,-0.31,0.23,-0.06,-0.25,3.17
315.97,-0.00,0.00,0.10,2.90,-1.29,-0.35,0.22,0.04,0.17,3.18
315.97,-0.00,0.00,0.15,2.71,-1.66,-0.38,0.19,0.13,0.50,3.18
315.97,-0.00,0.00,0.17,2.34,-1.75,-0.40,0.16,0.15,0.59,2.93
315.97,-0.00,0.00,0.11,1.91,-1.93,-0.42,0.14,0.06,0.25,2.72
315.97,-0.00,0.00,-0.00,1.66,-1.84,-0.40,0.14,-0.04,-0.17,2.48
315.97,-0.00,0.00,-0.17,1.61,-1.75,-0.38,0.13,-0.17,-0.67,2.38
315.97,-0.00,0.00,-0.20,1.71,-1.56,-0.34,0.12,-0.28,-1.09,2.33
315.97,-0.00,0.00,-0.30,1.74,-1.47,-0.34,0.14,-0.30,-1.17,2.30
315.97,-0.00,0.00,-0.27,1.64,-1.38,-0.32,0.14,-0.26,-1.00,2.16
315.97,-0.00,0.00,-0.31,1.47,-1.38,-0.32,0.14,-0.13,-0.50,2.04
315.97,-0.00,0.00,-0.33,1.20,-1.47,-0.32,0.12,-0.02,-0.08,1.93
315.97,-0.00,0.00,-0.24,0.91,-1.47,-0.29,0.09,0.04,0.17,1.75
315.97,-0.00,0.00,-0.15,0.88,-1.56,-0.26,0.05,0.06,0.25,1.80
315.97,-0.00,0.00,-0.24,0.91,-1.56,-0.23,0.02,0.04,0.17,1.82
315.97,-0.00,0.00,-0.27,1.00,-1.66,-0.23,0.00,0.00,0.00,1.96
316.05,-0.00,0.00,-0.23,1.17,-1.66,-0.25,0.03,0.00,0.00,2.04
316.05,-0.00,0.00,-0.18,1.34,-1.66,-0.31,0.08,0.00,0.00,2.14
316.05,-0.00,0.00,-0.10,1.42,-1.75,-0.35,0.11,-0.02,-0.08,2.25
316.05,-0.00,0.00,0.04,1.56,-1.75,-0.38,0.13,0.00,0.00,2.35
316.05,-0.00,0.00,0.21,1.61,-2.02,-0.38,0.13,0.00,0.00,2.60
316.05,-0.00,0.00,0.21,1.61,-2.21,-0.37,0.09,0.00,0.00,2.74
316.05,-0.00,0.00,0.18,1.71,-2.30,-0.36,0.07,0.02,0.08,2.87
316.05,-0.00,0.00,-0.05,1.86,-2.21,-0.38,0.06,0.06,0.25,2.89
316.05,-0.00,0.00,-0.39,1.76,-2.21,-0.40,0.08,0.13,0.50,2.85
316.05,-0.00,0.00,-0.70,1.56,-1.93,-0.42,0.14,0.17,0.67,2.58
316.05,-0.00,0.00,-1.15,1.22,-1.66,-0.44,0.20,0.19,0.75,2.36
316.05,-0.00,0.00,-1.16,0.96,-1.38,-0.43,0.24,0.17,0.67,2.04
316.05,-0.00,0.00,-1.10,0.76,-1.10,-0.39,0.25,0.13,0.50,1.74
316.05,-0.00,0.00,-0.91,0.71,-0.92,-0.33,0.21,0.04,0.17,1.48
316.05,-0.00,0.00,-0.40,0.86,-0.83,-0.28,0.18,-0.02,-0.08,1.26
316.05,-0.00,0.00,0.05,1.20,-0.92,-0.25,0.14,-0.04,-0.17,1.51
316.05,-0.00,0.00,0.29,1.32,-1.10,-0.26,0.12,-0.06,-0.25,1.75
316.05,-0.00,0.00,0.50,1.54,-1.29,-0.30,0.13,-0.06,-0.25,2.07
316.05,-0.00,0.00,0.53,1.44,-1.47,-0.37,0.17,-0.02,-0.08,2.13
316.05,-0.00,0.00,0.42,1.20,-1.56,-0.42,0.20,0.00,0.00,2.01
316.05,-0.00,0.00,0.30,0.95,-1.47,-0.42,0.22,0.02,0.08,1.78
316.05,-0.00,0.00,0.43,0.83,-1.47,-0.42,0.22,0.02,0.08,1.74
316.05,-0.00,0.00,0.50,0.91,-1.38,-0.38,0.19,0.00,0.00,1.72
316.05,-0.00,0.00,0.60,0.88,-1.29,-0.33,0.16,-0.04,-0.17,1.67
316.05,0.00,0.00,0.77,0.93,-1.29,-0.33,0.16,-0.17,-0.67,1.76
316.05,0.00,0.00,0.67,0.95,-1.29,-0.33,0.16,-0.26,-1.00,1.74
316.05,0.00,0.00,0.50,0.91,-1.38,-0.38,0.19,-0.32,-1.25,1.72
316.05,0.00,0.00,0.25,1.15,-1.66,-0.44,0.20,-0.32,-1.25,2.03
316.05,0.00,0.00,-0.05,1.22,-1.75,-0.48,0.23,-0.26,-1.00,2.13
316.05,0.00,0.00,-0.20,1.44,-1.84,-0.50,0.24,-0.11,-0.42,2.35
316.05,0.00,0.00,-0.33,1.56,-1.93,-0.50,0.22,0.02,0.08,2.51
316.05,0.00,0.00,-0.23,1.54,-2.02,-0.47,0.17,0.11,0.42,2.55
316.05,0.00,0.00,-0.27,1.37,-2.02,-0.41,0.12,0.11,0.42,2.46
316.05,0.00,0.00,-0.36,1.03,-1.93,-0.37,0.09,0.04,0.17,2.22
316.05,0.00,0.00,-0.51,0.61,-1.66,-0.31,0.08,-0.06,-0.25,1.84
316.05,0.00,0.00,-0.56,0.44,-1.47,-0.29,0.09,-0.19,-0.75,1.63
316.05,0.00,0.00,-0.63,0.37,-1.29,-0.28,0.11,-0.24,-0.92,1.48
316.05,0.00,0.00,-0.42,0.59,-1.29,-0.30,0.13,-0.24,-0.92,1.48
316.05,0.00,0.00,-0.18,0.71,-1.29,-0.33,0.16,-0.19,-0.75,1.48
316.05,0.00,0.00,0.01,1.03,-1.47,-0.37,0.17,-0.11,-0.42,1.80
316.05,0.00,0.00,0.15,1.17,-1.75,-0.40,0.16,-0.02,-0.08,2.11
316.05,0.00,0.00,0.08,1.10,-1.84,-0.43,0.16,0.06,0.25,2.15
316.05,0.00,0.00,-0.12,1.15,-1.84,-0.45,0.19,0.15,0.59,2.17
316.05,0.00,0.00,-0.36,1.03,-1.66,-0.44,0.20,0.24,0.92,1.98
316.05,0.00,0.00,-0.67,0.83,-1.38,-0.40,0.21,0.28,1.09,1.75
316.05,0.00,0.00,-0.81,0.69,-1.29,-0.38,0.21,0.32,1.25,1.67
316.05,0.00,0.00,-0.71,0.66,-1.29,-0.36,0.18,0.28,1.09,1.61
316.05,0.00,0.00,-0.40,0.86,-1.38,-0.35,0.16,0.17,0.67,1.67
316.05,0.00,0.00,-0.06,0.95,-1.56,-0.34,0.12,0.04,0.17,1.83
316.05,0.00,0.00,0.44,1.10,-1.84,-0.35,0.09,-0.02,-0.08,2.19
316.05,0.00,0.00,0.78,1.20,-1.93,-0.37,0.09,-0.09,-0.33,2.40
316.05,0.00,0.00,0.92,1.34,-1.84,-0.37,0.11,-0.06,-0.25,2.46
316.05,0.00,0.00,0.92,1.34,-1.56,-0.36,0.15,0.00,0.00,2.26
316.05,0.00,0.00,0.82,1.37,-1.47,-0.37,0.17,0.04,0.17,2.17
316.05,0.00,0.00,0.63,1.42,-1.29,-0.36,0.18,0.00,0.00,2.02
316.05,0.00,0.00,0.43,1.47,-1.29,-0.33,0.16,-0.04,-0.17,2.00
316.05,0.00,0.00,0.40,1.56,-1.38,-0.32,0.14,-0.09,-0.33,2.12
316.05,0.00,0.00,0.33,1.49,-1.47,-0.32,0.12,-0.13,-0.50,2.12
316.05,0.00,0.00,0.23,1.52,-1.66,-0.33,0.10,-0.09,-0.33,2.26
316.05,0.00,0.00,0.19,1.34,-1.56,-0.34,0.12,-0.02,-0.08,2.07
316.05,0.00,0.00,0.15,1.17,-1.56,-0.36,0.15,0.04,0.17,1.96
316.05,0.00,0.00,0.11,1.00,-1.56,-0.39,0.17,0.17,0.67,1.86
316.05,0.00,0.00,0.11,1.00,-1.47,-0.40,0.19,0.17,0.67,1.78
316.05,0.00,0.00,0.15,1.17,-1.56,-0.39,0.17,0.17,0.67,1.96
316.05,0.00,0.00,0.06,1.47,-1.66,-0.38,0.15,0.11,0.42,2.21
316.05,0.00,0.00,0.01,1.66,-1.66,-0.36,0.13,0.02,0.08,2.35
316.05,0.00,0.00,-0.02,1.76,-1.47,-0.32,0.12,-0.09,-0.33,2.29
316.05,0.00,0.00,0.01,1.66,-1.38,-0.32,0.14,-0.11,-0.42,2.16
316.05,0.00,0.00,-0.20,1.44,-1.20,-0.33,0.18,-0.11,-0.42,1.88
316.05,0.00,0.00,-0.32,1.20,-1.10,-0.37,0.22,-0.02,-0.08,1.66
316.05,0.00,0.00,-0.53,0.98,-1.10,-0.42,0.27,0.11,0.42,1.57
316.05,0.00,0.00,-0.67,0.83,-1.47,-0.47,0.27,0.22,0.84,1.82
316.05,0.00,0.00,-0.77,0.86,-1.66,-0.49,0.25,0.26,1.00,2.02
316.05,0.00,0.00,-0.63,1.00,-1.84,-0.50,0.24,0.22,0.84,2.19
316.05,0.00,0.00,-0.39,1.13,-2.02,-0.49,0.20,0.13,0.50,2.35
316.05,0.00,0.00,-0.01,1.39,-1.93,-0.45,0.17,0.00,0.00,2.38
316.05,0.00,0.00,0.37,1.66,-1.75,-0.40,0.16,-0.13,-0.50,2.44
316.05,0.00,0.00,0.66,1.95,-1.75,-0.35,0.11,-0.22,-0.84,2.70
316.05,0.00,0.00,0.87,2.17,-1.75,-0.30,0.06,-0.22,-0.84,2.92
316.05,0.00,0.00,0.94,2.25,-1.84,-0.27,0.01,-0.17,-0.67,3.05
316.05,0.00,0.00,0.87,2.17,-1.93,-0.24,-0.04,-0.09,-0.33,3.03
316.05,0.00,0.00,0.75,1.93,-2.12,-0.25,-0.05,0.00,0.00,2.96
316.05,0.00,0.00,0.50,1.54,-2.39,-0.31,-0.04,0.00,0.00,2.89
316.05,0.00,0.00,0.25,1.15,-2.39,-0.36,0.02,0.00,0.00,2.67
316.05,0.00,0.00,-0.03,0.86,-2.39,-0.42,0.07,-0.04,-0.17,2.54
316.05,0.00,0.00,-0.19,0.44,-2.30,-0.45,0.11,-0.09,-0.33,2.35
316.05,0.00,0.00,-0.26,0.37,-2.12,-0.43,0.13,-0.13,-0.50,2.16
316.05,0.00,0.00,-0.19,0.44,-1.93,-0.42,0.14,-0.15,-0.59,1.99
316.05,0.00,0.00,-0.12,0.52,-1.84,-0.40,0.14,-0.17,-0.67,1.91
316.05,0.00,0.00,0.05,0.56,-1.84,-0.43,0.16,-0.17,-0.67,1.93
316.05,0.00,0.00,0.08,0.47,-1.84,-0.45,0.19,-0.19,-0.75,1.90
316.05,0.00,0.00,0.26,0.15,-1.93,-0.47,0.19,-0.17,-0.67,1.96
316.05,0.00,0.00,0.41,-0.07,-2.12,-0.49,0.18,-0.19,-0.75,2.16
316.05,0.00,0.00,0.57,-0.29,-2.48,-0.49,0.12,-0.15,-0.59,2.56
316.05,0.00,0.00,0.77,-0.34,-2.85,-0.47,0.04,-0.11,-0.42,2.97
316.05,0.00,0.00,0.84,-0.26,-3.40,-0.43,-0.08,-0.06,-0.25,3.52
316.05,0.00,0.00,0.88,-0.09,-4.05,-0.42,-0.20,-0.06,-0.25,4.14
316.05,0.00,0.00,0.68,-0.05,-4.97,-0.44,-0.32,-0.04,-0.17,5.01
316.05,0.00,0.00,0.51,-0.09,-5.70,-0.44,-0.43,-0.04,-0.17,5.73
316.05,0.00,0.00,0.46,-0.53,-6.44,-0.45,-0.54,-0.06,-0.25,6.48
316.05,0.00,0.00,0.74,-0.87,-6.90,-0.42,-0.65,-0.09,-0.33,6.99
316.05,0.00,0.00,1.05,-1.31,-7.08,-0.36,-0.74,-0.13,-0.50,7.28
316.05,0.00,0.00,1.76,-1.58,-7.27,-0.32,-0.80,-0.19,-0.75,7.64
316.05,0.00,0.00,2.29,-1.80,-7.45,-0.28,-0.87,-0.30,-1.17,8.00
316.05,0.00,0.00,2.69,-1.63,-7.73,-0.26,-0.93,-0.39,-1.50,8.35
316.05,0.00,0.00,2.76,-1.56,-8.10,-0.27,-0.98,-0.41,-1.59,8.70
316.05,0.00,0.00,2.54,-1.41,-8.46,-0.27,-1.04,-0.43,-1.67,8.95
316.05,0.00,0.00,2.10,-1.48,-8.83,-0.27,-1.09,-0.39,-1.50,9.20
316.05,0.00,0.00,1.76,-1.58,-9.02,-0.26,-1.13,-0.32,-1.25,9.32
316.05,0.00,0.00,1.40,-1.58,-9.02,-0.26,-1.13,-0.30,-1.17,9.26
316.05,0.00,0.00,1.43,-1.68,-8.83,-0.25,-1.12,-0.32,-1.25,9.10
316.05,0.00,0.00,1.53,-1.70,-8.65,-0.26,-1.08,-0.37,-1.42,8.95
316.05,0.00,0.00,1.69,-1.66,-8.37,-0.27,-1.02,-0.43,-1.67,8.70
316.05,0.00,0.00,1.79,-1.68,-8.00,-0.30,-0.94,-0.47,-1.84,8.37
316.05,0.00,0.00,1.72,-1.75,-7.64,-0.32,-0.86,-0.52,-2.01,8.02
316.05,0.00,0.00,1.58,-1.90,-7.45,-0.36,-0.79,-0.47,-1.84,7.85
316.05,0.00,0.00,1.37,-2.12,-7.36,-0.42,-0.72,-0.41,-1.59,7.78
316.05,0.00,0.00,1.23,-2.26,-7.08,-0.43,-0.66,-0.37,-1.42,7.54
316.05,0.00,0.00,1.09,-2.41,-6.81,-0.45,-0.60,-0.32,-1.25,7.30
316.05,0.00,0.00,0.99,-2.39,-6.53,-0.42,-0.59,-0.28,-1.09,7.02
316.05,0.00,0.00,1.03,-2.22,-6.16,-0.39,-0.56,-0.34,-1.34,6.63
316.05,0.00,0.00,0.98,-2.02,-5.70,-0.34,-0.53,-0.37,-1.42,6.13
316.05,0.00,0.00,0.72,-1.78,-5.34,-0.31,-0.50,-0.43,-1.67,5.67
316.05,0.00,0.00,0.43,-1.70,-5.24,-0.31,-0.48,-0.49,-1.92,5.53
316.05,0.00,0.00,0.23,-1.65,-5.34,-0.36,-0.45,-0.47,-1.84,5.59
316.05,0.00,0.00,0.16,-1.73,-5.52,-0.43,-0.42,-0.45,-1.76,5.79
316.05,0.00,0.00,0.22,-1.92,-5.70,-0.47,-0.41,-0.43,-1.67,6.02
316.05,0.00,0.00,0.44,-2.07,-5.80,-0.49,-0.40,-0.41,-1.59,6.17
316.05,0.00,0.00,0.67,-2.22,-5.70,-0.50,-0.38,-0.39,-1.50,6.16
316.05,0.00,0.00,0.76,-2.24,-5.52,-0.48,-0.37,-0.43,-1.67,6.01
316.05,0.00,0.00,0.71,-2.04,-5.34,-0.47,-0.35,-0.45,-1.76,5.76
316.05,0.00,0.00,0.53,-1.73,-5.15,-0.44,-0.30,-0.47,-1.84,5.46
316.05,0.00,0.00,0.37,-1.51,-4.88,-0.43,-0.27,-0.45,-1.76,5.12
316.05,0.00,0.00,0.32,-1.31,-4.69,-0.45,-0.23,-0.41,-1.59,4.88
316.05,0.00,0.00,0.26,-1.12,-4.60,-0.49,-0.22,-0.37,-1.42,4.74
316.05,0.00,0.00,0.46,-1.17,-4.51,-0.49,-0.20,-0.32,-1.25,4.68
316.05,0.00,0.00,0.53,-1.09,-4.42,-0.52,-0.15,-0.28,-1.09,4.58
316.05,0.00,0.00,0.60,-1.02,-4.32,-0.53,-0.13,-0.24,-0.92,4.48
316.05,0.00,0.00,0.57,-0.92,-4.23,-0.56,-0.09,-0.22,-0.84,4.37
316.05,0.00,0.00,0.51,-0.73,-4.14,-0.57,-0.07,-0.24,-0.92,4.23
316.05,0.00,0.00,0.36,-0.51,-4.14,-0.57,-0.07,-0.22,-0.84,4.19
316.05,0.00,0.00,0.23,-0.39,-4.23,-0.59,-0.06,-0.22,-0.84,4.26
316.05,0.00,0.00,0.13,-0.36,-4.32,-0.61,-0.05,-0.17,-0.67,4.34
316.05,0.00,0.00,0.09,-0.53,-4.23,-0.61,-0.03,-0.11,-0.42,4.27
316.05,0.00,0.00,0.05,-0.70,-4.14,-0.65,0.01,0.02,0.08,4.20
316.05,0.00,0.00,0.08,-0.80,-3.77,-0.67,0.09,0.13,0.50,3.86
316.05,0.00,0.00,0.05,-0.70,-3.50,-0.69,0.15,0.22,0.84,3.57
316.05,0.00,0.00,0.19,-0.56,-3.04,-0.66,0.20,0.24,0.92,3.09
316.05,0.00,0.00,0.20,-0.29,-2.85,-0.65,0.22,0.19,0.75,2.87
316.05,0.00,0.00,0.36,0.13,-2.76,-0.63,0.21,0.11,0.42,2.79
316.05,0.00,0.00,0.30,0.32,-2.94,-0.62,0.17,0.02,0.08,2.98
316.05,0.00,0.00,0.30,0.32,-3.04,-0.61,0.15,-0.04,-0.17,3.07
316.05,0.00,0.00,0.23,0.25,-3.04,-0.61,0.15,-0.02,-0.08,3.05
316.05,0.00,0.00,0.05,-0.07,-3.04,-0.61,0.15,0.02,0.08,3.04
316.05,0.00,0.00,-0.06,-0.31,-2.94,-0.61,0.21,0.11,0.42,2.96
316.05,0.00,0.00,-0.15,-0.65,-2.76,-0.59,0.22,0.17,0.67,2.84
316.05,0.00,0.00,-0.29,-0.80,-2.76,-0.59,0.22,0.15,0.59,2.89
316.05,0.00,0.00,-0.23,-1.00,-2.94,-0.61,0.21,0.11,0.42,3.12
316.05,0.00,0.00,-0.11,-1.12,-3.22,-0.62,0.17,0.04,0.17,3.41
316.05,0.00,0.00,0.06,-1.07,-3.50,-0.66,0.13,-0.09,-0.33,3.66
316.05,0.00,0.00,0.16,-1.09,-3.68,-0.70,0.14,-0.13,-0.50,3.84
316.05,0.00,0.00,0.13,-1.00,-3.59,-0.71,0.16,-0.17,-0.67,3.73
316.05,0.00,0.00,-0.02,-0.78,-3.40,-0.72,0.20,-0.15,-0.59,3.49
316.05,0.00,0.00,-0.28,-0.53,-3.13,-0.71,0.23,-0.09,-0.33,3.18
316.05,0.00,0.00,-0.49,-0.12,-2.76,-0.68,0.26,0.04,0.17,2.80
316.05,0.00,0.00,-0.60,0.27,-2.76,-0.68,0.26,0.13,0.50,2.84
316.05,0.00,0.00,-0.58,0.54,-2.94,-0.70,0.25,0.22,0.84,3.05
315.97,0.00,0.00,-0.42,0.59,-3.22,-0.73,0.24,0.22,0.84,3.30
315.97,0.00,0.00,-0.30,0.47,-3.59,-0.79,0.23,0.15,0.59,3.63
315.97,0.00,0.00,-0.29,0.10,-3.77,-0.80,0.22,0.04,0.17,3.78
315.97,0.00,0.00,-0.35,-0.34,-3.77,-0.80,0.22,-0.04,-0.17,3.80
315.97,0.00,0.00,-0.46,-0.58,-3.68,-0.78,0.21,-0.09,-0.33,3.75
315.97,0.00,0.00,-0.53,-0.65,-3.40,-0.72,0.20,-0.06,-0.25,3.51
315.97,0.00,0.00,-0.56,-0.56,-3.13,-0.68,0.21,-0.04,-0.17,3.23
315.97,0.00,0.00,-0.51,-0.38,-2.94,-0.64,0.20,0.02,0.08,3.01
315.97,0.00,0.00,-0.37,-0.24,-2.94,-0.64,0.20,0.04,0.17,2.98
315.97,0.00,0.00,-0.28,-0.26,-3.22,-0.65,0.16,0.00,0.00,3.24
315.97,0.00,0.00,-0.42,-0.41,-3.40,-0.67,0.15,-0.02,-0.08,3.45
315.97,0.00,0.00,-0.46,-0.58,-3.68,-0.68,0.11,-0.02,-0.08,3.75
315.97,0.00,0.00,-0.63,-0.63,-3.77,-0.67,0.09,-0.02,-0.08,3.88
315.97,0.00,0.00,-0.73,-0.60,-3.59,-0.65,0.11,0.02,0.08,3.71
315.97,0.00,0.00,-0.81,-0.31,-3.31,-0.62,0.12,0.09,0.33,3.42
315.97,0.00,0.00,-0.80,-0.04,-3.04,-0.59,0.13,0.11,0.42,3.14
315.97,0.00,0.00,-0.85,0.15,-2.67,-0.56,0.16,0.09,0.33,2.80
315.97,0.00,0.00,-0.88,0.25,-2.48,-0.54,0.17,0.04,0.17,2.65
315.97,0.00,0.00,-0.85,0.15,-2.39,-0.52,0.17,0.02,0.08,2.54
315.97,0.00,0.00,-0.87,-0.12,-2.48,-0.54,0.17,0.00,0.00,2.63
315.97,0.00,0.00,-0.78,-0.41,-2.58,-0.56,0.18,0.00,0.00,2.72
315.97,0.00,0.00,-0.56,-0.56,-2.85,-0.60,0.17,0.02,0.08,2.96
315.97,0.00,0.00,-0.39,-0.51,-3.22,-0.65,0.16,0.02,0.08,3.28
315.97,0.00,0.00,-0.15,-0.39,-3.50,-0.69,0.15,0.00,0.00,3.52
315.97,-0.00,0.00,-0.09,0.05,-3.50,-0.69,0.15,-0.04,-0.17,3.50
315.97,-0.00,0.00,-0.10,0.42,-3.50,-0.69,0.15,-0.13,-0.50,3.52
315.97,-0.00,0.00,-0.22,0.81,-3.22,-0.68,0.19,-0.17,-0.67,3.33
315.97,-0.00,0.00,-0.24,0.91,-3.22,-0.67,0.22,-0.22,-0.84,3.35
315.97,-0.00,0.00,-0.31,0.83,-3.13,-0.68,0.24,-0.19,-0.75,3.25
315.97,-0.00,0.00,-0.16,0.61,-3.22,-0.72,0.27,-0.15,-0.59,3.28
316.05,-0.00,0.00,-0.05,0.22,-3.40,-0.77,0.25,-0.11,-0.42,3.41
