Angle [deg],Speed [m/s],Distance [m],Fx [N],Fy [N],Fz [N],Mx [N*m],My [N*m],Mz [N*m],Ft [N],Ftot [N]
284.24,-0.00,0.00,2.08,4.09,-1.10,-0.12,0.10,0.02,0.08,4.72
284.24,-0.00,0.00,1.99,4.06,-1.47,-0.16,0.09,-0.02,-0.08,4.76
284.24,-0.00,0.00,1.96,3.96,-1.66,-0.18,0.08,-0.04,-0.17,4.72
284.24,-0.00,0.00,1.92,4.14,-1.84,-0.20,0.08,-0.04,-0.17,4.91
284.24,-0.00,0.00,1.94,4.23,-1.93,-0.22,0.09,-0.02,-0.08,5.04
284.24,-0.00,0.00,1.97,4.33,-1.66,-0.19,0.12,0.00,0.00,5.04
284.24,-0.00,0.00,1.93,4.50,-1.29,-0.15,0.13,0.00,0.00,5.06
284.24,-0.00,0.00,1.73,4.45,-0.92,-0.11,0.14,-0.02,-0.08,4.86
284.24,-0.00,0.00,1.63,4.43,-0.55,-0.07,0.15,-0.06,-0.25,4.75
284.24,-0.00,0.00,1.60,4.33,-0.18,-0.03,0.16,-0.09,-0.33,4.62
284.24,-0.00,0.00,1.65,4.16,-0.18,-0.03,0.16,-0.09,-0.33,4.48
284.24,-0.00,0.00,1.89,4.04,-0.37,-0.04,0.12,-0.06,-0.25,4.47
284.24,0.00,0.00,2.16,4.01,-0.74,-0.07,0.08,-0.02,-0.08,4.62
284.24,0.00,0.00,2.32,3.97,-1.10,-0.11,0.03,0.04,0.17,4.73
284.24,0.00,0.00,2.35,4.06,-1.38,-0.13,0.00,0.06,0.25,4.89
284.24,0.00,0.00,2.21,4.21,-1.56,-0.15,-0.00,0.09,0.33,5.01
284.24,0.00,0.00,1.97,4.33,-1.56,-0.15,-0.00,0.06,0.25,5.01
284.24,0.00,0.00,1.70,4.35,-1.47,-0.15,0.02,0.02,0.08,4.90
284.24,0.00,0.00,1.51,4.30,-1.38,-0.14,0.04,0.00,0.00,4.76
284.24,0.00,0.00,1.51,4.30,-1.10,-0.11,0.06,0.00,0.00,4.69
284.24,0.00,0.00,1.80,4.38,-1.10,-0.12,0.10,0.00,0.00,4.86
284.24,0.00,0.00,1.95,4.60,-1.01,-0.12,0.12,0.02,0.08,5.10
284.24,0.00,0.00,2.21,4.84,-1.01,-0.13,0.16,0.02,0.08,5.42
284.24,0.00,0.00,2.33,4.97,-1.01,-0.14,0.19,0.02,0.08,5.58
284.24,0.00,0.00,2.39,5.16,-1.01,-0.14,0.19,0.00,0.00,5.78
284.24,0.00,0.00,2.29,5.14,-0.74,-0.10,0.18,-0.04,-0.17,5.67
284.24,0.00,0.00,2.29,5.14,-0.37,-0.04,0.12,-0.11,-0.42,5.64
284.24,0.00,0.00,2.23,4.94,0.00,0.01,0.10,-0.15,-0.59,5.42
284.24,0.00,0.00,2.18,4.75,0.18,0.04,0.07,-0.13,-0.50,5.23
284.24,0.00,0.00,2.05,4.62,0.18,0.04,0.07,-0.13,-0.50,5.06
284.24,0.00,0.00,2.04,4.26,0.00,0.01,0.10,-0.11,-0.42,4.72
284.24,0.00,0.00,1.99,4.06,-0.46,-0.06,0.14,-0.09,-0.33,4.55
284.24,0.00,0.00,1.96,3.96,-1.01,-0.13,0.16,-0.11,-0.42,4.54
284.24,0.00,0.00,2.00,3.79,-1.56,-0.20,0.18,-0.11,-0.42,4.57
284.24,0.00,0.00,2.00,3.79,-1.84,-0.23,0.19,-0.17,-0.67,4.67
284.24,0.00,0.00,2.10,3.82,-1.84,-0.22,0.15,-0.19,-0.75,4.73
284.15,0.00,0.00,2.03,3.89,-1.75,-0.21,0.13,-0.22,-0.84,4.72
284.15,0.00,0.00,2.22,3.94,-1.38,-0.17,0.15,-0.19,-0.75,4.73
284.15,0.00,0.00,2.32,3.96,-1.10,-0.13,0.14,-0.15,-0.59,4.72
284.15,0.00,0.00,2.50,4.28,-0.92,-0.12,0.18,-0.11,-0.42,5.04
284.15,0.00,0.00,2.46,4.45,-0.92,-0.12,0.18,-0.04,-0.17,5.17
284.15,0.00,0.00,2.47,4.82,-1.01,-0.13,0.19,0.00,0.00,5.51
284.15,0.00,0.00,2.18,5.11,-1.20,-0.13,0.21,0.04,0.17,5.68
284.15,0.00,0.00,1.85,5.20,-1.20,-0.13,0.21,0.04,0.17,5.65
284.15,0.00,0.00,1.75,5.18,-1.10,-0.11,0.20,0.06,0.25,5.58
284.15,0.00,0.00,1.52,5.03,-1.01,-0.10,0.18,0.09,0.33,5.35
284.15,0.00,0.00,1.61,4.69,-1.01,-0.10,0.18,0.09,0.33,5.06
284.15,0.00,0.00,1.65,4.52,-1.20,-0.11,0.14,0.09,0.33,4.96
284.15,0.00,0.00,1.79,4.38,-1.29,-0.12,0.12,0.06,0.25,4.90
284.15,0.00,0.00,1.86,4.30,-1.47,-0.16,0.09,0.02,0.08,4.92
284.15,0.00,0.00,1.70,4.35,-1.56,-0.17,0.07,-0.04,-0.17,4.92
284.15,0.00,0.00,1.60,4.33,-1.47,-0.16,0.09,-0.09,-0.33,4.84
284.15,0.00,0.00,1.60,4.33,-1.38,-0.16,0.11,-0.09,-0.33,4.81
284.15,0.00,0.00,1.70,4.35,-1.20,-0.15,0.15,-0.04,-0.17,4.82
284.15,0.00,0.00,1.79,4.38,-1.01,-0.13,0.19,0.06,0.25,4.84
284.15,0.00,0.00,2.07,4.72,-0.92,-0.13,0.21,0.15,0.59,5.24
284.15,0.00,0.00,2.33,4.96,-0.83,-0.11,0.20,0.22,0.84,5.54
284.15,0.00,0.00,2.38,5.16,-0.83,-0.11,0.20,0.19,0.75,5.74
284.15,0.00,0.00,2.41,5.26,-0.92,-0.12,0.18,0.15,0.59,5.85
284.15,0.00,0.00,2.28,5.13,-1.01,-0.13,0.19,0.09,0.33,5.71
284.15,0.00,0.00,2.09,5.08,-1.10,-0.15,0.21,0.00,0.00,5.61
284.15,0.00,0.00,1.93,4.86,-1.10,-0.16,0.24,-0.02,-0.08,5.35
284.15,0.00,0.00,1.61,4.69,-1.01,-0.15,0.26,-0.04,-0.17,5.06
284.15,0.00,0.00,1.64,4.79,-0.92,-0.15,0.28,-0.02,-0.08,5.14
284.15,0.00,0.00,1.76,4.91,-0.83,-0.13,0.27,0.04,0.17,5.28
284.15,0.00,0.00,2.09,5.08,-0.83,-0.12,0.23,0.06,0.25,5.56
284.15,0.00,0.00,2.38,5.16,-0.92,-0.12,0.18,0.13,0.50,5.76
284.15,0.00,0.00,2.68,5.23,-1.01,-0.13,0.16,0.13,0.50,5.96
284.15,0.00,0.00,2.82,5.09,-1.20,-0.14,0.12,0.11,0.42,5.94
284.15,0.00,0.00,2.89,5.01,-1.47,-0.16,0.09,0.13,0.50,5.97
284.15,0.00,0.00,2.79,4.99,-1.66,-0.18,0.08,0.09,0.33,5.95
284.15,0.00,0.00,2.69,4.96,-1.66,-0.18,0.08,0.04,0.17,5.89
284.15,0.00,0.00,2.62,5.04,-1.66,-0.19,0.12,0.02,0.08,5.92
284.15,0.00,0.00,2.42,4.99,-1.47,-0.18,0.16,0.00,0.00,5.74
284.15,0.00,0.00,2.10,4.82,-1.29,-0.17,0.20,-0.02,-0.08,5.41
284.15,0.00,0.00,1.95,4.60,-1.20,-0.16,0.22,-0.04,-0.17,5.13
284.15,0.00,0.00,1.79,4.38,-1.01,-0.14,0.23,0.00,0.00,4.84
284.15,0.00,0.00,1.71,4.08,-1.20,-0.13,0.21,0.00,0.00,4.59
284.15,0.00,0.00,1.85,3.94,-1.29,-0.13,0.19,0.04,0.17,4.54
284.15,0.00,0.00,2.09,3.82,-1.47,-0.15,0.15,0.06,0.25,4.59
284.15,0.00,0.00,2.29,3.87,-1.56,-0.16,0.17,0.09,0.33,4.76
284.15,0.00,0.00,2.56,3.84,-1.56,-0.16,0.17,0.06,0.25,4.87
284.15,0.00,0.00,2.75,3.89,-1.56,-0.20,0.18,0.02,0.08,5.02
284.15,0.00,0.00,2.78,3.99,-1.56,-0.20,0.18,-0.02,-0.08,5.11
284.15,0.00,0.00,2.64,4.14,-1.38,-0.18,0.18,-0.06,-0.25,5.10
284.15,0.00,0.00,2.50,4.28,-1.29,-0.16,0.17,-0.11,-0.42,5.12
284.15,0.00,0.00,2.29,4.50,-1.10,-0.13,0.14,-0.11,-0.42,5.17
284.15,0.00,0.00,2.05,4.62,-0.74,-0.08,0.11,-0.13,-0.50,5.11
284.15,0.00,0.00,1.98,4.69,-0.55,-0.05,0.08,-0.09,-0.33,5.12
284.15,0.00,0.00,1.85,4.57,-0.37,-0.03,0.09,-0.09,-0.33,4.94
284.15,0.00,0.00,1.99,4.43,-0.37,-0.04,0.12,-0.04,-0.17,4.87
284.15,0.00,0.00,2.26,4.40,-0.55,-0.08,0.19,0.00,0.00,4.98
284.15,0.00,0.00,2.53,4.38,-0.83,-0.12,0.23,0.04,0.17,5.12
284.15,0.00,0.00,2.72,4.43,-1.20,-0.16,0.22,0.06,0.25,5.33
284.15,0.00,0.00,2.85,4.55,-1.38,-0.18,0.18,0.13,0.50,5.54
284.15,0.00,0.00,2.78,4.62,-1.56,-0.18,0.11,0.11,0.42,5.62
284.15,0.00,0.00,2.41,4.62,-1.66,-0.17,0.01,0.09,0.33,5.47
284.15,0.00,0.00,2.22,4.57,-1.66,-0.16,-0.02,0.00,0.00,5.34
284.15,0.00,0.00,2.05,4.62,-1.56,-0.15,-0.00,-0.06,-0.25,5.29
284.15,0.00,0.00,2.03,4.89,-1.38,-0.15,0.08,-0.17,-0.67,5.47
284.15,0.00,0.00,2.21,5.21,-1.20,-0.16,0.19,-0.19,-0.75,5.78
284.15,0.00,0.00,2.52,5.65,-0.92,-0.15,0.28,-0.15,-0.59,6.25
284.15,0.00,0.00,2.70,5.96,-0.74,-0.14,0.36,-0.04,-0.17,6.59
284.15,0.00,0.00,2.93,6.11,-0.37,-0.11,0.40,0.06,0.25,6.79
284.15,0.00,0.00,2.97,5.94,-0.28,-0.10,0.39,0.19,0.75,6.65
284.15,0.00,0.00,2.91,5.75,-0.18,-0.08,0.37,0.22,0.84,6.45
284.15,0.00,0.00,2.87,5.28,-0.37,-0.09,0.33,0.22,0.84,6.02
284.15,0.00,0.00,2.76,4.89,-0.74,-0.13,0.29,0.13,0.50,5.67
284.15,0.00,0.00,2.55,4.48,-1.01,-0.14,0.23,0.06,0.25,5.25
284.15,0.00,0.00,2.53,4.38,-1.38,-0.18,0.18,-0.02,-0.08,5.24
284.15,0.00,0.00,2.53,4.38,-1.38,-0.17,0.15,-0.02,-0.08,5.24
284.15,0.00,0.00,2.55,4.48,-1.29,-0.14,0.10,0.00,0.00,5.31
284.15,0.00,0.00,2.61,4.67,-1.10,-0.11,0.07,-0.02,-0.08,5.46
284.15,0.00,0.00,2.69,4.96,-0.83,-0.08,0.06,-0.02,-0.08,5.71
284.15,0.00,0.00,2.75,5.16,-0.74,-0.07,0.08,-0.04,-0.17,5.89
284.15,0.00,0.00,2.78,5.26,-0.55,-0.06,0.12,-0.02,-0.08,5.97
284.15,0.00,0.00,2.68,5.23,-0.64,-0.09,0.17,0.00,0.00,5.91
284.15,0.00,0.00,2.48,5.18,-0.83,-0.12,0.23,0.04,0.17,5.81
284.15,0.00,0.00,2.35,5.06,-0.92,-0.15,0.28,0.11,0.42,5.66
284.15,0.00,0.00,2.18,5.11,-1.20,-0.19,0.33,0.17,0.67,5.68
284.15,0.00,0.00,1.99,5.06,-1.38,-0.21,0.32,0.22,0.84,5.61
284.15,0.00,0.00,1.89,5.03,-1.47,-0.23,0.34,0.24,0.92,5.58
284.15,0.00,0.00,1.89,5.03,-1.56,-0.23,0.32,0.24,0.92,5.60
284.15,0.00,0.00,1.76,4.91,-1.56,-0.23,0.32,0.24,0.92,5.45
284.15,0.00,0.00,1.81,4.74,-1.38,-0.20,0.29,0.24,0.92,5.26
284.15,0.00,0.00,1.88,4.67,-1.20,-0.17,0.26,0.19,0.75,5.17
284.06,0.00,0.00,2.02,4.52,-1.10,-0.16,0.24,0.17,0.67,5.07
284.06,0.00,0.00,2.21,4.57,-0.92,-0.13,0.21,0.13,0.50,5.16
284.06,0.00,0.00,2.31,4.59,-0.92,-0.12,0.18,0.11,0.42,5.22
284.06,0.00,0.00,2.43,4.72,-0.92,-0.11,0.14,0.04,0.17,5.39
284.06,0.00,0.00,2.43,4.72,-0.83,-0.10,0.13,0.04,0.17,5.37
284.06,0.00,0.00,2.43,4.72,-0.83,-0.09,0.09,0.04,0.17,5.37
284.06,0.00,0.00,2.33,4.69,-0.64,-0.07,0.10,0.06,0.25,5.28
284.06,0.00,0.00,2.29,4.86,-0.55,-0.06,0.12,0.06,0.25,5.40
284.06,0.00,0.00,2.29,4.86,-0.46,-0.06,0.14,0.06,0.25,5.39
284.06,0.00,0.00,2.32,4.96,-0.28,-0.04,0.18,0.09,0.33,5.48
284.06,0.00,0.00,2.35,5.06,-0.28,-0.04,0.18,0.04,0.17,5.58
284.06,0.00,0.00,2.45,5.08,-0.28,-0.04,0.18,0.02,0.08,5.65
284.06,0.00,0.00,2.54,5.11,-0.46,-0.06,0.14,0.00,0.00,5.72
284.06,0.00,0.00,2.69,4.96,-0.74,-0.09,0.15,-0.09,-0.33,5.69
284.06,0.00,0.00,2.73,4.79,-1.01,-0.13,0.16,-0.15,-0.59,5.60
284.06,0.00,0.00,2.67,4.59,-1.20,-0.15,0.19,-0.26,-1.00,5.45
284.06,0.00,0.00,2.62,4.40,-1.29,-0.18,0.24,-0.30,-1.17,5.28
284.06,0.00,0.00,2.52,4.38,-1.38,-0.20,0.29,-0.28,-1.09,5.23
284.06,0.00,0.00,2.55,4.47,-1.38,-0.20,0.29,-0.19,-0.75,5.33
284.06,0.00,0.00,2.50,4.64,-1.38,-0.19,0.25,-0.06,-0.25,5.45
284.06,0.00,0.00,2.59,4.94,-1.38,-0.18,0.22,0.06,0.25,5.74
284.06,0.00,0.00,2.64,5.13,-1.38,-0.18,0.18,0.17,0.67,5.93
284.06,0.00,0.00,2.63,5.40,-1.47,-0.18,0.16,0.26,1.00,6.18
284.06,0.00,0.00,2.66,5.50,-1.38,-0.17,0.15,0.28,1.09,6.26
284.06,0.00,0.00,2.63,5.40,-1.29,-0.16,0.17,0.26,1.00,6.14
284.06,0.00,0.00,2.43,5.35,-1.29,-0.16,0.17,0.17,0.67,6.02
284.06,0.00,0.00,2.28,5.13,-1.20,-0.15,0.15,0.09,0.33,5.74
284.06,0.00,0.00,2.26,4.76,-1.29,-0.15,0.13,-0.02,-0.08,5.43
284.06,0.00,0.00,2.18,4.47,-1.38,-0.16,0.11,-0.09,-0.33,5.16
284.06,0.00,0.00,2.20,4.20,-1.47,-0.16,0.09,-0.11,-0.42,4.97
284.06,0.00,0.00,2.17,4.11,-1.66,-0.18,0.09,-0.06,-0.25,4.93
284.06,0.00,0.00,2.29,4.23,-1.75,-0.21,0.14,0.00,0.00,5.12
284.06,0.00,0.00,2.28,4.50,-1.75,-0.22,0.21,0.09,0.33,5.34
284.06,0.00,0.00,2.32,4.96,-1.66,-0.23,0.26,0.15,0.59,5.72
284.06,0.00,0.00,2.23,5.30,-1.56,-0.22,0.28,0.15,0.59,5.96
284.06,0.00,0.00,2.29,5.50,-1.56,-0.21,0.25,0.13,0.50,6.16
284.06,0.00,0.00,2.36,5.42,-1.47,-0.19,0.20,0.09,0.33,6.10
284.06,0.00,0.00,2.45,5.08,-1.47,-0.17,0.13,0.02,0.08,5.83
284.06,0.00,0.00,2.46,4.81,-1.29,-0.13,0.06,0.00,0.00,5.56
284.06,0.00,0.00,2.35,4.42,-1.29,-0.13,0.02,0.04,0.17,5.17
284.06,0.00,0.00,2.25,4.40,-1.38,-0.13,0.00,0.06,0.25,5.13
284.06,0.00,0.00,2.18,4.47,-1.38,-0.13,0.00,0.11,0.42,5.16
284.06,0.00,0.00,2.26,4.76,-1.56,-0.16,0.03,0.11,0.42,5.50
284.06,0.00,0.00,2.39,4.89,-1.47,-0.15,0.06,0.11,0.42,5.64
