Angle [deg],Speed [m/s],Distance [m],Fx [N],Fy [N],Fz [N],Mx [N*m],My [N*m],Mz [N*m],Ft [N],Ftot [N]
57.22,0.00,0.00,2.51,0.90,0.28,-0.33,-0.39,0.28,1.09,2.68
57.22,0.00,0.00,2.42,0.85,0.28,-0.33,-0.39,0.24,0.92,2.58
57.22,0.00,0.00,2.42,0.75,0.28,-0.33,-0.39,0.15,0.59,2.54
57.22,0.00,0.00,2.42,0.75,0.09,-0.31,-0.41,0.09,0.33,2.53
57.22,0.00,0.00,2.41,0.65,0.00,-0.29,-0.40,0.06,0.25,2.50
57.22,0.00,0.00,2.58,0.54,0.09,-0.29,-0.37,0.04,0.17,2.64
57.22,0.00,0.00,2.58,0.54,0.00,-0.27,-0.37,0.04,0.17,2.64
57.22,0.00,0.00,2.75,0.43,0.00,-0.27,-0.37,0.02,0.08,2.79
57.22,0.00,0.00,2.84,0.38,-0.28,-0.26,-0.40,-0.02,-0.08,2.88
57.22,0.00,0.00,3.10,0.31,-0.46,-0.26,-0.44,-0.06,-0.25,3.15
57.22,0.00,0.00,3.26,0.10,-0.74,-0.26,-0.50,-0.11,-0.42,3.35
57.22,0.00,0.00,3.52,0.04,-1.10,-0.28,-0.55,-0.15,-0.59,3.69
57.22,0.00,0.00,3.60,-0.12,-1.10,-0.30,-0.58,-0.22,-0.84,3.77
57.22,0.00,0.00,3.77,-0.33,-1.10,-0.32,-0.62,-0.26,-1.00,3.94
57.22,0.00,0.00,3.76,-0.53,-0.83,-0.32,-0.62,-0.30,-1.17,3.89
57.22,0.00,0.00,3.66,-0.88,-0.64,-0.34,-0.60,-0.34,-1.34,3.82
57.22,0.00,0.00,3.64,-1.19,-0.46,-0.36,-0.59,-0.41,-1.59,3.86
57.22,0.00,0.00,3.71,-1.55,-0.37,-0.36,-0.57,-0.45,-1.76,4.04
57.22,0.00,0.00,4.04,-1.97,-0.28,-0.37,-0.58,-0.47,-1.84,4.51
57.22,0.00,0.00,4.56,-2.30,-0.46,-0.36,-0.59,-0.54,-2.09,5.12
57.22,0.00,0.00,5.07,-2.63,-0.64,-0.34,-0.60,-0.60,-2.34,5.74
57.22,0.00,0.00,5.84,-2.92,-0.92,-0.32,-0.64,-0.69,-2.68,6.60
57.22,0.00,0.00,6.71,-3.27,-1.38,-0.29,-0.68,-0.75,-2.93,7.59
57.22,0.00,0.00,7.48,-3.66,-1.93,-0.25,-0.74,-0.86,-3.34,8.55
57.22,0.00,0.00,8.08,-4.04,-2.21,-0.26,-0.81,-0.90,-3.51,9.30
57.22,0.00,0.00,8.67,-4.53,-2.48,-0.26,-0.87,-0.97,-3.76,10.09
57.22,0.00,0.00,8.91,-5.00,-2.48,-0.30,-0.93,-1.03,-4.01,10.52
57.22,0.00,0.00,8.98,-5.36,-2.39,-0.34,-0.97,-1.08,-4.18,10.73
57.22,0.00,0.00,8.98,-5.46,-2.30,-0.36,-0.98,-1.10,-4.26,10.76
57.22,0.00,0.00,8.89,-5.51,-2.39,-0.36,-1.00,-1.14,-4.43,10.73
57.22,0.00,0.00,8.63,-5.34,-2.58,-0.32,-0.98,-1.20,-4.68,10.47
57.22,0.00,0.00,8.47,-5.13,-2.94,-0.27,-0.98,-1.23,-4.77,10.33
57.22,0.00,0.00,8.20,-5.17,-3.22,-0.25,-1.01,-1.20,-4.68,10.21
57.22,0.00,0.00,8.11,-5.11,-3.40,-0.23,-1.02,-1.16,-4.51,10.18
57.22,0.00,0.00,7.93,-5.21,-3.50,-0.25,-1.07,-1.12,-4.35,10.11
57.22,0.00,0.00,8.01,-5.36,-3.40,-0.29,-1.11,-1.12,-4.35,10.23
57.22,0.00,0.00,8.10,-5.42,-3.68,-0.31,-1.14,-1.16,-4.51,10.42
57.22,0.00,0.00,8.45,-5.43,-3.77,-0.31,-1.16,-1.23,-4.77,10.73
57.22,0.00,0.00,8.72,-5.40,-3.96,-0.27,-1.14,-1.31,-5.10,10.99
57.22,0.00,0.00,9.16,-5.37,-3.86,-0.24,-1.12,-1.40,-5.43,11.30
57.22,0.00,0.00,9.51,-5.28,-3.86,-0.22,-1.09,-1.44,-5.60,11.55
57.22,0.00,0.00,9.78,-5.35,-3.77,-0.22,-1.07,-1.42,-5.52,11.76
57.22,0.00,0.00,10.04,-5.31,-3.59,-0.25,-1.09,-1.44,-5.60,11.91
57.22,0.00,0.00,10.13,-5.36,-3.59,-0.29,-1.15,-1.42,-5.52,12.01
57.22,0.00,0.00,10.29,-5.68,-3.68,-0.33,-1.23,-1.48,-5.77,12.31
57.22,0.00,0.00,10.53,-6.04,-3.86,-0.37,-1.34,-1.53,-5.94,12.74
57.22,0.00,0.00,10.85,-6.67,-4.05,-0.42,-1.44,-1.66,-6.44,13.37
57.22,0.00,0.00,11.18,-7.29,-4.23,-0.44,-1.51,-1.72,-6.69,14.00
57.22,0.00,0.00,11.33,-7.81,-4.42,-0.44,-1.56,-1.83,-7.11,14.45
57.22,0.00,0.00,11.66,-8.13,-4.60,-0.42,-1.57,-1.89,-7.36,14.94
57.22,-0.00,0.00,11.84,-8.14,-5.06,-0.39,-1.61,-1.96,-7.61,15.23
57.22,-0.00,0.00,12.02,-8.15,-5.61,-0.33,-1.64,-2.02,-7.86,15.56
57.22,-0.00,0.00,12.28,-8.11,-6.26,-0.30,-1.73,-2.04,-7.94,15.99
57.22,-0.00,0.00,12.46,-8.02,-6.81,-0.27,-1.80,-2.09,-8.11,16.31
57.22,-0.00,0.00,12.63,-8.13,-7.27,-0.25,-1.87,-2.11,-8.19,16.69
57.22,-0.00,0.00,12.62,-8.43,-7.54,-0.26,-1.93,-2.17,-8.44,16.95
57.22,-0.00,0.00,12.51,-8.78,-7.45,-0.28,-1.94,-2.21,-8.61,17.01
57.22,-0.00,0.00,12.50,-9.09,-7.36,-0.30,-1.95,-2.28,-8.86,17.11
57.22,-0.00,0.00,12.30,-9.48,-7.18,-0.31,-1.94,-2.37,-9.20,17.11
57.22,-0.00,0.00,12.37,-9.84,-7.18,-0.31,-1.94,-2.47,-9.61,17.36
57.22,-0.00,0.00,12.53,-10.15,-7.27,-0.31,-1.96,-2.54,-9.86,17.69
57.22,-0.00,0.00,12.70,-10.26,-7.45,-0.30,-1.97,-2.56,-9.95,17.95
57.22,-0.00,0.00,12.79,-10.32,-7.82,-0.26,-2.00,-2.54,-9.86,18.20
57.22,-0.00,0.00,12.98,-10.13,-8.10,-0.22,-2.00,-2.49,-9.70,18.34
57.22,-0.00,0.00,12.98,-10.02,-8.28,-0.21,-2.01,-2.41,-9.36,18.37
57.22,-0.00,0.00,12.98,-9.92,-8.46,-0.19,-2.02,-2.39,-9.28,18.40
57.22,-0.00,0.00,13.08,-9.88,-8.37,-0.19,-2.00,-2.34,-9.11,18.40
57.22,-0.00,0.00,13.16,-9.93,-8.19,-0.21,-1.99,-2.32,-9.03,18.41
57.22,-0.00,0.00,13.25,-9.99,-8.00,-0.22,-1.98,-2.37,-9.20,18.42
57.22,-0.00,0.00,13.51,-9.95,-7.91,-0.24,-1.99,-2.39,-9.28,18.55
57.22,-0.00,0.00,13.52,-9.75,-7.91,-0.24,-1.99,-2.41,-9.36,18.45
57.22,-0.00,0.00,13.45,-9.49,-7.82,-0.26,-2.00,-2.39,-9.28,18.22
57.22,-0.00,0.00,13.11,-9.17,-7.73,-0.28,-2.00,-2.39,-9.28,17.77
57.22,-0.00,0.00,12.67,-9.09,-7.54,-0.32,-2.02,-2.34,-9.11,17.33
57.30,-0.00,0.00,12.15,-8.97,-7.45,-0.34,-2.03,-2.32,-9.03,16.84
57.30,-0.00,0.00,11.65,-9.03,-7.54,-0.33,-2.06,-2.28,-8.86,16.55
57.30,-0.00,0.00,11.38,-9.17,-7.73,-0.34,-2.10,-2.28,-8.86,16.53
57.30,-0.00,0.00,11.20,-9.26,-8.00,-0.32,-2.13,-2.24,-8.69,16.59
57.30,-0.00,0.00,11.19,-9.36,-8.19,-0.32,-2.17,-2.26,-8.78,16.73
57.30,-0.00,0.00,11.37,-9.37,-8.37,-0.32,-2.21,-2.26,-8.78,16.94
57.30,-0.00,0.00,11.55,-9.27,-8.28,-0.34,-2.22,-2.24,-8.69,16.97
57.30,-0.00,0.00,11.73,-9.18,-8.10,-0.36,-2.21,-2.21,-8.61,16.95
57.30,-0.00,0.00,11.65,-9.03,-7.82,-0.38,-2.18,-2.21,-8.61,16.68
57.30,-0.00,0.00,11.57,-8.87,-7.73,-0.37,-2.16,-2.21,-8.61,16.50
57.30,-0.00,0.00,11.22,-8.85,-7.64,-0.37,-2.14,-2.21,-8.61,16.20
57.30,-0.00,0.00,10.95,-8.89,-7.73,-0.37,-2.16,-2.19,-8.53,16.08
57.30,-0.00,0.00,10.77,-8.88,-7.91,-0.36,-2.17,-2.19,-8.53,16.05
57.30,-0.00,0.00,10.76,-9.09,-8.10,-0.36,-2.21,-2.17,-8.44,16.25
57.30,-0.00,0.00,10.85,-9.24,-8.19,-0.38,-2.26,-2.11,-8.19,16.43
57.30,-0.00,0.00,11.10,-9.41,-8.37,-0.38,-2.31,-2.11,-8.19,16.79
57.30,-0.00,0.00,11.45,-9.42,-8.46,-0.38,-2.33,-2.11,-8.19,17.08
57.30,-0.00,0.00,11.80,-9.44,-8.37,-0.40,-2.34,-2.11,-8.19,17.28
57.30,-0.00,0.00,12.16,-9.35,-8.37,-0.38,-2.31,-2.15,-8.36,17.48
57.30,-0.00,0.00,12.43,-9.32,-8.37,-0.38,-2.31,-2.24,-8.69,17.64
57.30,-0.00,0.00,12.60,-9.32,-8.46,-0.36,-2.30,-2.30,-8.95,17.82
57.30,-0.00,0.00,12.77,-9.43,-8.74,-0.35,-2.33,-2.39,-9.28,18.13
57.30,-0.00,0.00,12.86,-9.49,-9.11,-0.31,-2.35,-2.43,-9.45,18.39
57.30,-0.00,0.00,13.03,-9.50,-9.57,-0.28,-2.39,-2.43,-9.45,18.75
57.30,0.00,0.00,13.12,-9.55,-9.84,-0.24,-2.40,-2.41,-9.36,18.98
57.30,0.00,0.00,13.29,-9.56,-10.12,-0.22,-2.43,-2.34,-9.11,19.25
57.30,0.00,0.00,13.38,-9.62,-10.12,-0.22,-2.43,-2.26,-8.78,19.34
57.30,0.00,0.00,13.37,-9.72,-10.12,-0.24,-2.46,-2.21,-8.61,19.38
57.30,0.00,0.00,13.46,-9.77,-9.84,-0.30,-2.49,-2.19,-8.53,19.33
57.30,0.00,0.00,13.55,-9.72,-9.57,-0.37,-2.55,-2.21,-8.61,19.23
57.30,0.00,0.00,13.73,-9.73,-9.29,-0.45,-2.61,-2.21,-8.61,19.22
57.30,0.00,0.00,13.81,-9.79,-9.29,-0.49,-2.67,-2.26,-8.78,19.31
57.30,0.00,0.00,13.89,-9.94,-9.48,-0.49,-2.71,-2.26,-8.78,19.54
57.30,0.00,0.00,14.15,-10.11,-9.66,-0.49,-2.75,-2.26,-8.78,19.89
57.30,0.00,0.00,14.40,-10.37,-10.12,-0.46,-2.80,-2.28,-8.86,20.43
57.30,0.00,0.00,14.75,-10.49,-10.49,-0.44,-2.85,-2.30,-8.95,20.92
57.30,0.00,0.00,15.18,-10.67,-10.67,-0.45,-2.89,-2.37,-9.20,21.40
57.30,0.00,0.00,15.70,-10.69,-10.86,-0.43,-2.90,-2.37,-9.20,21.88
57.30,0.00,0.00,16.06,-10.61,-10.86,-0.43,-2.90,-2.41,-9.36,22.10
57.30,0.00,0.00,16.15,-10.66,-10.86,-0.43,-2.90,-2.39,-9.28,22.19
57.30,0.00,0.00,16.06,-10.71,-10.67,-0.45,-2.89,-2.37,-9.20,22.05
57.30,0.00,0.00,15.71,-10.59,-10.58,-0.44,-2.87,-2.34,-9.11,21.70
57.30,0.00,0.00,15.18,-10.56,-10.49,-0.46,-2.88,-2.34,-9.11,21.26
57.30,0.00,0.00,14.58,-10.28,-10.30,-0.48,-2.87,-2.32,-9.03,20.60
57.30,0.00,0.00,14.23,-10.16,-10.21,-0.50,-2.88,-2.30,-8.95,20.25
57.30,0.00,0.00,14.16,-9.91,-10.21,-0.48,-2.85,-2.28,-8.86,20.07
57.30,0.00,0.00,14.16,-9.80,-10.40,-0.42,-2.80,-2.26,-8.78,20.12
57.30,0.00,0.00,14.43,-9.77,-10.58,-0.37,-2.75,-2.21,-8.61,20.38
57.22,0.00,0.00,14.60,-9.77,-10.86,-0.31,-2.72,-2.21,-8.61,20.66
57.22,0.00,0.00,14.75,-9.81,-11.04,-0.28,-2.70,-2.21,-8.61,20.87
57.22,0.00,0.00,14.92,-9.92,-11.22,-0.28,-2.74,-2.24,-8.69,21.14
57.22,0.00,0.00,15.01,-9.97,-11.22,-0.30,-2.77,-2.28,-8.86,21.23
57.22,0.00,0.00,15.00,-10.07,-11.22,-0.34,-2.83,-2.30,-8.95,21.27
57.22,0.00,0.00,14.82,-10.16,-11.04,-0.40,-2.88,-2.32,-9.03,21.09
57.22,0.00,0.00,14.64,-10.36,-10.95,-0.45,-2.95,-2.30,-8.95,21.01
57.22,0.00,0.00,14.37,-10.50,-10.95,-0.49,-3.01,-2.24,-8.69,20.89
57.22,0.00,0.00,14.19,-10.49,-11.13,-0.49,-3.06,-2.17,-8.44,20.86
57.22,0.00,0.00,14.02,-10.28,-11.32,-0.48,-3.07,-2.13,-8.28,20.75
57.22,0.00,0.00,14.03,-10.18,-11.41,-0.44,-3.03,-2.11,-8.19,20.75
57.22,0.00,0.00,14.05,-9.77,-11.50,-0.40,-2.99,-2.15,-8.36,20.62
57.22,0.00,0.00,14.06,-9.57,-11.32,-0.38,-2.91,-2.17,-8.44,20.43
57.22,0.00,0.00,13.98,-9.41,-10.95,-0.39,-2.86,-2.24,-8.69,20.10
57.22,0.00,0.00,13.98,-9.31,-10.58,-0.41,-2.81,-2.28,-8.86,19.85
57.22,0.00,0.00,13.90,-9.26,-10.30,-0.45,-2.81,-2.30,-8.95,19.62
57.22,0.00,0.00,13.81,-9.30,-10.30,-0.47,-2.84,-2.34,-9.11,19.58
57.22,0.00,0.00,13.98,-9.31,-10.49,-0.47,-2.88,-2.34,-9.11,19.80
57.22,0.00,0.00,14.07,-9.26,-10.86,-0.43,-2.90,-2.30,-8.95,20.04
57.22,0.00,0.00,14.34,-9.23,-11.32,-0.40,-2.95,-2.26,-8.78,20.46
57.22,0.00,0.00,14.51,-9.24,-11.68,-0.36,-2.97,-2.26,-8.78,20.80
57.22,0.00,0.00,14.78,-9.20,-12.05,-0.35,-3.02,-2.21,-8.61,21.17
57.22,0.00,0.00,14.87,-9.15,-12.14,-0.35,-3.04,-2.24,-8.69,21.27
57.22,0.00,0.00,14.96,-9.21,-12.14,-0.37,-3.07,-2.28,-8.86,21.35
57.22,0.00,0.00,15.13,-9.21,-12.05,-0.39,-3.08,-2.34,-9.11,21.43
57.22,0.00,0.00,15.22,-9.27,-11.87,-0.40,-3.07,-2.39,-9.28,21.41
57.22,0.00,0.00,15.47,-9.43,-11.78,-0.42,-3.08,-2.45,-9.53,21.61
57.22,0.00,0.00,15.64,-9.54,-11.68,-0.44,-3.09,-2.47,-9.61,21.73
57.22,0.00,0.00,15.81,-9.65,-11.68,-0.46,-3.12,-2.49,-9.70,21.90
57.22,0.00,0.00,15.98,-9.87,-11.78,-0.50,-3.20,-2.47,-9.61,22.17
57.22,0.00,0.00,16.16,-9.77,-11.87,-0.52,-3.25,-2.45,-9.53,22.30
57.22,0.00,0.00,16.25,-9.73,-11.96,-0.54,-3.31,-2.47,-9.61,22.40
57.22,0.00,0.00,16.43,-9.63,-12.05,-0.54,-3.33,-2.52,-9.78,22.54
57.22,0.00,0.00,16.52,-9.59,-12.05,-0.52,-3.30,-2.54,-9.86,22.59
57.22,0.00,0.00,16.43,-9.63,-12.14,-0.49,-3.26,-2.58,-10.03,22.59
57.22,0.00,0.00,16.16,-9.77,-12.14,-0.45,-3.20,-2.58,-10.03,22.45
57.22,0.00,0.00,15.97,-9.97,-12.42,-0.37,-3.14,-2.56,-9.95,22.56
57.22,0.00,0.00,15.61,-10.25,-12.79,-0.32,-3.13,-2.49,-9.70,22.63
57.22,0.00,0.00,15.43,-10.35,-13.16,-0.26,-3.12,-2.45,-9.53,22.76
57.22,0.00,0.00,15.51,-10.40,-13.52,-0.23,-3.14,-2.43,-9.45,23.06
57.22,0.00,0.00,15.60,-10.46,-13.80,-0.21,-3.18,-2.47,-9.61,23.30
57.22,0.00,0.00,15.87,-10.42,-13.71,-0.23,-3.18,-2.56,-9.95,23.41
57.22,0.00,0.00,16.04,-10.43,-13.43,-0.28,-3.21,-2.62,-10.20,23.38
57.22,0.00,0.00,16.04,-10.43,-13.25,-0.32,-3.23,-2.69,-10.45,23.27
57.22,0.00,0.00,16.04,-10.43,-13.06,-0.38,-3.28,-2.75,-10.70,23.17
57.22,0.00,0.00,15.87,-10.42,-13.06,-0.42,-3.34,-2.75,-10.70,23.04
57.22,0.00,0.00,15.87,-10.32,-13.25,-0.44,-3.42,-2.73,-10.62,23.10
57.22,0.00,0.00,15.88,-10.11,-13.62,-0.46,-3.53,-2.75,-10.70,23.23
57.22,0.00,0.00,15.97,-10.17,-13.98,-0.47,-3.61,-2.73,-10.62,23.53
57.22,0.00,0.00,15.97,-10.17,-14.35,-0.45,-3.67,-2.73,-10.62,23.75
57.22,0.00,0.00,16.04,-10.43,-14.63,-0.43,-3.70,-2.75,-10.70,24.08
57.22,0.00,0.00,16.03,-10.63,-14.81,-0.40,-3.68,-2.80,-10.87,24.28
57.22,0.00,0.00,16.03,-10.63,-14.90,-0.38,-3.67,-2.80,-10.87,24.33
57.22,0.00,0.00,15.86,-10.52,-14.90,-0.38,-3.67,-2.77,-10.78,24.17
57.22,0.00,0.00,15.61,-10.15,-14.81,-0.40,-3.68,-2.73,-10.62,23.80
57.22,0.00,0.00,15.45,-9.84,-14.81,-0.42,-3.71,-2.67,-10.37,23.56
57.22,0.00,0.00,15.19,-9.78,-14.54,-0.47,-3.74,-2.62,-10.20,23.19
57.22,0.00,0.00,15.02,-9.77,-14.44,-0.51,-3.78,-2.62,-10.20,23.01
57.22,0.00,0.00,14.91,-10.12,-14.35,-0.53,-3.79,-2.67,-10.37,23.04
57.22,0.00,0.00,14.98,-10.48,-14.26,-0.53,-3.77,-2.71,-10.53,23.19
57.22,0.00,0.00,15.05,-10.84,-14.35,-0.51,-3.76,-2.75,-10.70,23.45
57.22,0.00,0.00,15.23,-10.84,-14.63,-0.47,-3.76,-2.82,-10.95,23.74
57.22,0.00,0.00,15.40,-10.85,-15.09,-0.40,-3.74,-2.82,-10.95,24.14
57.22,0.00,0.00,15.42,-10.55,-15.46,-0.35,-3.74,-2.82,-10.95,24.25
57.22,0.00,0.00,15.61,-10.25,-15.82,-0.29,-3.73,-2.82,-10.95,24.48
57.22,0.00,0.00,15.53,-10.10,-16.01,-0.25,-3.71,-2.82,-10.95,24.48
57.22,0.00,0.00,15.53,-10.10,-15.92,-0.25,-3.69,-2.88,-11.20,24.42
57.22,0.00,0.00,15.61,-10.25,-15.82,-0.27,-3.70,-2.88,-11.20,24.48
57.22,0.00,0.00,15.77,-10.57,-15.55,-0.33,-3.73,-2.88,-11.20,24.54
57.22,0.00,0.00,15.93,-10.88,-15.36,-0.38,-3.78,-2.88,-11.20,24.66
57.22,0.00,0.00,16.09,-11.19,-15.36,-0.42,-3.84,-2.88,-11.20,24.90
57.22,0.00,0.00,16.08,-11.39,-15.27,-0.46,-3.88,-2.92,-11.37,24.93
57.22,0.00,0.00,16.17,-11.45,-15.27,-0.48,-3.91,-2.97,-11.54,25.01
57.22,0.00,0.00,16.08,-11.50,-15.27,-0.48,-3.91,-3.07,-11.95,24.98
57.22,0.00,0.00,16.08,-11.50,-15.36,-0.44,-3.87,-3.14,-12.21,25.03
57.22,0.00,0.00,15.98,-11.64,-15.46,-0.40,-3.83,-3.20,-12.46,25.10
57.22,0.00,0.00,16.07,-11.70,-15.55,-0.37,-3.79,-3.18,-12.37,25.23
57.22,0.00,0.00,16.24,-11.81,-15.73,-0.35,-3.80,-3.14,-12.21,25.51
57.22,0.00,0.00,16.49,-11.97,-15.82,-0.35,-3.82,-3.07,-11.95,25.80
57.22,0.00,0.00,16.58,-12.03,-15.92,-0.35,-3.84,-3.05,-11.87,25.94
57.22,0.00,0.00,16.57,-12.13,-15.92,-0.37,-3.87,-3.07,-11.95,25.98
57.22,0.00,0.00,16.39,-12.22,-15.92,-0.39,-3.90,-3.10,-12.04,25.91
57.22,0.00,0.00,16.30,-12.27,-15.73,-0.43,-3.92,-3.14,-12.21,25.76
57.22,0.00,0.00,16.30,-12.27,-15.73,-0.45,-3.95,-3.20,-12.46,25.76
57.22,0.00,0.00,16.39,-12.22,-15.82,-0.47,-4.00,-3.23,-12.54,25.86
57.22,0.00,0.00,16.57,-12.13,-16.10,-0.47,-4.07,-3.27,-12.71,26.10
57.22,0.00,0.00,16.67,-11.98,-16.56,-0.48,-4.17,-3.27,-12.71,26.38
57.22,0.00,0.00,16.84,-12.09,-17.02,-0.46,-4.25,-3.29,-12.79,26.82
57.22,0.00,0.00,16.74,-12.24,-17.39,-0.47,-4.33,-3.29,-12.79,27.07
57.22,0.00,0.00,16.55,-12.54,-17.66,-0.47,-4.39,-3.29,-12.79,27.26
57.22,0.00,0.00,16.45,-12.78,-17.66,-0.49,-4.42,-3.31,-12.87,27.32
57.22,0.00,0.00,16.54,-12.84,-17.48,-0.53,-4.44,-3.29,-12.79,27.28
57.22,0.00,0.00,16.71,-12.85,-17.39,-0.52,-4.42,-3.29,-12.79,27.33
57.22,0.00,0.00,17.16,-12.82,-17.30,-0.54,-4.43,-3.31,-12.87,27.53
57.22,0.00,0.00,17.69,-12.74,-17.48,-0.53,-4.44,-3.35,-13.04,27.94
57.22,0.00,0.00,18.12,-12.81,-17.57,-0.51,-4.43,-3.40,-13.21,28.31
57.22,0.00,0.00,18.47,-12.93,-17.66,-0.49,-4.42,-3.42,-13.29,28.64
57.22,0.00,0.00,18.56,-12.99,-17.76,-0.47,-4.41,-3.46,-13.46,28.78
57.22,0.00,0.00,18.30,-12.82,-17.76,-0.47,-4.41,-3.46,-13.46,28.54
57.22,0.00,0.00,17.86,-12.75,-17.94,-0.45,-4.42,-3.42,-13.29,28.35
57.22,0.00,0.00,17.35,-12.42,-18.03,-0.45,-4.45,-3.35,-13.04,27.94
57.22,0.00,0.00,16.92,-12.25,-18.22,-0.45,-4.49,-3.29,-12.79,27.72
57.22,0.00,0.00,16.57,-12.23,-18.49,-0.46,-4.55,-3.23,-12.54,27.68
57.22,0.00,0.00,16.39,-12.32,-18.68,-0.48,-4.62,-3.18,-12.37,27.74
57.22,0.00,0.00,16.47,-12.48,-18.86,-0.48,-4.67,-3.18,-12.37,27.98
57.22,0.00,0.00,16.73,-12.54,-19.14,-0.47,-4.70,-3.23,-12.54,28.34
57.22,0.00,0.00,17.08,-12.66,-19.32,-0.45,-4.71,-3.31,-12.87,28.73
57.22,0.00,0.00,17.43,-12.58,-19.60,-0.41,-4.71,-3.35,-13.04,29.09
57.22,0.00,0.00,17.61,-12.49,-19.60,-0.41,-4.71,-3.40,-13.21,29.16
57.22,0.00,0.00,17.70,-12.44,-19.60,-0.41,-4.71,-3.42,-13.29,29.19
57.22,0.00,0.00,17.53,-12.43,-19.14,-0.47,-4.70,-3.42,-13.29,28.77
57.22,0.00,0.00,17.26,-12.47,-18.77,-0.52,-4.71,-3.40,-13.21,28.38
57.22,0.00,0.00,17.08,-12.56,-18.31,-0.57,-4.69,-3.42,-13.29,28.01
57.22,0.00,0.00,17.17,-12.62,-18.12,-0.61,-4.71,-3.40,-13.21,27.97
57.22,0.00,0.00,17.34,-12.73,-18.22,-0.59,-4.70,-3.42,-13.29,28.18
57.22,0.00,0.00,17.77,-12.80,-18.58,-0.54,-4.69,-3.46,-13.46,28.72
57.22,0.00,0.00,18.21,-12.77,-19.23,-0.47,-4.72,-3.55,-13.79,29.40
57.22,0.00,0.00,18.39,-12.78,-19.69,-0.41,-4.73,-3.61,-14.04,29.82
57.22,0.00,0.00,18.56,-12.99,-20.06,-0.40,-4.78,-3.66,-14.21,30.25
57.22,0.00,0.00,18.46,-13.24,-20.15,-0.40,-4.81,-3.68,-14.30,30.36
57.22,0.00,0.00,18.27,-13.53,-20.15,-0.42,-4.84,-3.68,-14.30,30.38
57.22,0.00,0.00,18.25,-13.84,-20.06,-0.46,-4.88,-3.61,-14.04,30.44
57.22,0.00,0.00,18.25,-13.94,-19.78,-0.49,-4.87,-3.57,-13.88,30.31
57.22,0.00,0.00,18.42,-14.05,-19.69,-0.49,-4.85,-3.53,-13.71,30.40
57.22,0.00,0.00,18.51,-14.00,-19.50,-0.49,-4.81,-3.55,-13.79,30.31
57.22,0.00,0.00,18.59,-14.06,-19.23,-0.49,-4.75,-3.59,-13.96,30.22
57.22,0.00,0.00,18.50,-14.10,-19.14,-0.47,-4.70,-3.63,-14.13,30.12
57.22,0.00,0.00,18.33,-13.99,-19.04,-0.44,-4.65,-3.68,-14.30,29.91
57.22,0.00,0.00,18.15,-14.09,-19.04,-0.42,-4.62,-3.70,-14.38,29.84
