Angle [deg],Speed [m/s],Distance [m],Fx [N],Fy [N],Fz [N],Mx [N*m],My [N*m],Mz [N*m],Ft [N],Ftot [N]
270.53,0.01,0.00,2.73,4.89,-0.55,-0.03,0.13,-0.02,-0.08,5.63
270.44,0.01,0.00,2.78,5.16,-0.92,-0.08,0.16,0.00,0.00,5.93
270.44,0.01,0.00,2.62,5.42,-1.10,-0.10,0.20,0.00,0.00,6.12
270.44,0.01,0.00,2.31,5.59,-0.92,-0.08,0.20,0.00,0.00,6.12
270.44,0.01,0.00,1.95,5.67,-0.74,-0.05,0.20,0.04,0.17,6.05
270.44,0.01,0.00,1.65,5.67,-0.28,-0.00,0.22,0.04,0.17,5.91
270.44,0.01,0.00,1.60,5.58,0.18,0.05,0.20,0.09,0.33,5.81
270.44,0.01,0.00,1.60,5.41,0.46,0.08,0.22,0.15,0.59,5.66
270.44,0.01,0.00,1.65,5.14,0.55,0.09,0.24,0.24,0.92,5.43
270.44,0.01,0.00,1.81,5.06,0.83,0.12,0.26,0.30,1.17,5.43
270.44,0.01,0.00,1.91,4.88,0.92,0.13,0.27,0.34,1.34,5.32
270.44,0.01,0.00,2.01,4.88,0.83,0.12,0.26,0.32,1.25,5.35
270.35,0.01,0.00,2.11,5.06,0.83,0.12,0.22,0.30,1.17,5.55
270.35,0.01,0.00,2.15,5.32,0.64,0.14,0.16,0.26,1.00,5.78
270.35,0.01,0.00,2.25,5.50,0.37,0.10,0.11,0.17,0.67,5.95
270.35,0.01,0.00,2.35,5.67,0.09,0.07,0.09,0.15,0.59,6.14
270.35,0.01,0.00,2.41,5.76,-0.09,0.02,0.07,0.11,0.42,6.24
270.35,0.01,0.00,2.30,5.59,-0.18,0.01,0.09,0.13,0.50,6.05
270.35,0.01,0.00,2.36,5.32,-0.18,0.01,0.13,0.15,0.59,5.82
270.35,0.01,0.00,2.21,4.88,-0.18,0.01,0.16,0.15,0.59,5.36
270.35,0.01,0.00,2.16,4.44,0.00,0.03,0.16,0.13,0.50,4.94
270.35,0.01,0.00,2.11,4.35,0.18,0.05,0.16,0.11,0.42,4.84
270.35,0.01,0.00,2.11,4.35,0.28,0.06,0.15,0.11,0.42,4.85
270.26,0.01,0.00,2.01,4.53,0.28,0.06,0.11,0.13,0.50,4.96
270.26,0.01,0.00,2.10,4.88,0.18,0.05,0.09,0.17,0.67,5.31
270.26,0.01,0.00,2.20,5.23,0.00,0.03,0.09,0.22,0.84,5.67
270.26,0.01,0.00,2.25,5.49,-0.28,-0.00,0.11,0.24,0.92,5.94
270.26,0.01,0.00,2.35,5.67,-0.64,-0.04,0.15,0.22,0.84,6.17
270.26,0.01,0.00,2.50,5.58,-0.83,-0.06,0.18,0.15,0.59,6.17
270.26,0.01,0.00,2.55,5.50,-0.83,-0.06,0.22,0.11,0.42,6.12
270.26,0.01,0.00,2.66,5.50,-0.64,-0.04,0.22,0.09,0.33,6.14
270.26,0.01,0.00,2.76,5.50,-0.37,-0.01,0.20,0.06,0.25,6.16
270.26,0.01,0.00,2.76,5.50,0.00,0.03,0.16,0.06,0.25,6.15
270.26,0.01,0.00,2.86,5.67,0.09,0.04,0.15,0.11,0.42,6.35
270.26,0.01,0.00,2.91,5.76,0.09,0.04,0.11,0.19,0.75,6.45
270.26,0.01,0.00,2.96,5.67,-0.18,0.01,0.09,0.28,1.09,6.40
270.26,0.00,0.00,3.01,5.59,-0.46,-0.02,0.11,0.37,1.42,6.36
270.18,0.00,0.01,3.01,5.41,-0.83,-0.06,0.11,0.43,1.67,6.25
270.18,0.00,0.01,3.06,5.32,-1.01,-0.08,0.11,0.45,1.76,6.22
270.18,0.00,0.01,2.95,5.32,-1.01,-0.08,0.11,0.41,1.59,6.17
270.18,0.00,0.01,2.65,5.49,-1.01,-0.08,0.07,0.34,1.34,6.18
270.18,0.00,0.01,2.39,5.93,-0.92,-0.07,0.02,0.30,1.17,6.46
270.18,0.00,0.01,2.09,6.28,-0.92,-0.07,-0.05,0.30,1.17,6.68
270.18,0.00,0.01,1.94,6.72,-1.01,-0.08,-0.15,0.30,1.17,7.07
270.18,0.00,0.01,2.09,6.98,-1.20,-0.10,-0.18,0.37,1.42,7.39
270.18,0.00,0.01,2.24,7.07,-1.56,-0.15,-0.22,0.43,1.67,7.58
270.18,0.00,0.01,2.54,7.07,-1.93,-0.19,-0.22,0.43,1.67,7.76
270.18,0.00,0.01,2.65,6.90,-2.39,-0.24,-0.20,0.41,1.59,7.77
270.18,0.00,0.01,2.59,6.81,-2.67,-0.27,-0.18,0.32,1.25,7.76
270.18,0.00,0.01,2.29,6.63,-2.85,-0.29,-0.18,0.26,1.00,7.58
270.18,0.00,0.01,1.99,6.46,-2.85,-0.29,-0.18,0.19,0.75,7.33
270.18,0.00,0.01,1.78,6.28,-2.85,-0.29,-0.18,0.17,0.67,7.12
270.18,0.00,0.01,1.63,6.02,-2.67,-0.27,-0.18,0.17,0.67,6.78
270.18,0.00,0.01,1.53,5.84,-2.58,-0.26,-0.16,0.19,0.75,6.56
270.18,0.00,0.01,1.63,5.66,-2.48,-0.25,-0.18,0.24,0.92,6.40
270.18,0.00,0.01,1.69,5.58,-2.48,-0.25,-0.22,0.26,1.00,6.33
270.18,0.00,0.01,1.89,5.75,-2.58,-0.26,-0.27,0.28,1.09,6.58
270.18,0.00,0.01,1.94,6.02,-2.76,-0.28,-0.35,0.24,0.92,6.90
270.18,0.00,0.01,1.94,6.19,-2.94,-0.30,-0.42,0.24,0.92,7.13
270.18,0.00,0.01,1.84,6.37,-2.94,-0.30,-0.42,0.19,0.75,7.25
270.18,0.00,0.01,1.58,6.46,-2.94,-0.30,-0.42,0.22,0.84,7.27
270.18,0.00,0.01,1.43,6.37,-2.85,-0.29,-0.40,0.22,0.84,7.12
270.18,0.00,0.01,1.28,6.28,-2.67,-0.27,-0.36,0.28,1.09,6.94
270.18,0.00,0.01,1.33,6.02,-2.58,-0.26,-0.35,0.30,1.17,6.68
270.18,0.00,0.01,1.38,5.93,-2.48,-0.25,-0.36,0.32,1.25,6.57
270.18,0.00,0.01,1.58,6.10,-2.58,-0.26,-0.38,0.28,1.09,6.81
270.18,0.00,0.01,1.84,6.19,-2.48,-0.25,-0.40,0.19,0.75,6.92
270.18,0.00,0.01,1.99,6.46,-2.67,-0.27,-0.40,0.13,0.50,7.26
270.18,0.00,0.01,2.09,6.46,-2.67,-0.27,-0.40,0.11,0.42,7.29
270.18,0.00,0.01,1.94,6.37,-2.76,-0.28,-0.38,0.11,0.42,7.21
270.18,0.00,0.01,1.89,6.11,-2.76,-0.28,-0.35,0.15,0.59,6.96
270.18,0.00,0.01,1.79,5.75,-2.67,-0.27,-0.29,0.17,0.67,6.59
270.18,0.00,0.01,1.58,5.58,-2.48,-0.25,-0.29,0.15,0.59,6.31
270.18,0.00,0.01,1.38,5.58,-2.21,-0.22,-0.27,0.13,0.50,6.15
270.18,0.00,0.01,1.28,5.75,-2.02,-0.20,-0.24,0.09,0.33,6.23
270.18,0.00,0.01,1.28,6.10,-1.84,-0.18,-0.24,0.02,0.08,6.50
270.18,0.00,0.01,1.23,6.37,-1.75,-0.17,-0.18,0.00,0.00,6.72
270.18,0.00,0.01,1.28,6.45,-1.75,-0.17,-0.15,0.02,0.08,6.81
270.18,0.00,0.01,1.53,6.37,-1.84,-0.18,-0.09,0.06,0.25,6.80
270.18,0.00,0.01,1.84,6.19,-1.75,-0.17,-0.04,0.13,0.50,6.69
270.18,0.00,0.01,2.19,5.93,-1.56,-0.15,0.04,0.22,0.84,6.51
270.18,0.00,0.01,2.55,5.67,-1.29,-0.12,0.09,0.24,0.92,6.35
270.18,0.00,0.01,2.95,5.49,-1.01,-0.08,0.11,0.22,0.84,6.32
270.18,0.00,0.01,3.26,5.32,-0.74,-0.05,0.13,0.15,0.59,6.28
270.18,0.00,0.01,3.56,5.32,-0.46,-0.02,0.11,0.09,0.33,6.42
270.18,0.00,0.01,3.67,5.32,-0.18,0.01,0.09,0.06,0.25,6.46
270.18,-0.00,0.01,3.82,5.41,0.00,0.03,0.09,0.06,0.25,6.62
270.18,-0.00,0.01,3.82,5.58,0.09,0.04,0.11,0.13,0.50,6.76
270.18,-0.00,0.01,3.72,5.58,0.00,0.03,0.13,0.22,0.84,6.71
270.18,-0.00,0.01,3.61,5.41,-0.28,-0.00,0.15,0.30,1.17,6.51
270.18,-0.00,0.01,3.51,5.23,-0.64,-0.04,0.15,0.32,1.25,6.33
270.18,-0.00,0.01,3.36,5.14,-1.10,-0.09,0.13,0.32,1.25,6.24
270.18,-0.00,0.01,3.21,5.23,-1.38,-0.13,0.11,0.32,1.25,6.29
270.18,-0.00,0.01,3.31,5.41,-1.56,-0.15,0.07,0.30,1.17,6.53
270.18,-0.00,0.01,3.31,5.58,-1.38,-0.13,0.04,0.30,1.17,6.63
270.18,-0.00,0.01,3.36,5.67,-1.20,-0.10,-0.00,0.26,1.00,6.70
270.18,-0.00,0.01,3.31,5.58,-0.92,-0.07,0.02,0.24,0.92,6.55
270.18,-0.00,0.01,3.36,5.49,-0.83,-0.03,0.02,0.19,0.75,6.49
270.18,-0.00,0.01,3.21,5.41,-0.64,-0.01,0.09,0.13,0.50,6.32
270.18,-0.00,0.01,2.95,5.32,-0.74,-0.02,0.15,0.09,0.33,6.13
270.18,-0.00,0.01,2.75,5.32,-0.64,-0.01,0.20,0.06,0.25,6.02
270.18,-0.00,0.01,2.60,5.40,-0.55,-0.00,0.18,0.06,0.25,6.02
270.18,-0.00,0.01,2.55,5.49,-0.37,-0.01,0.13,0.11,0.42,6.07
270.18,-0.00,0.01,2.60,5.40,-0.09,0.02,0.04,0.13,0.50,6.00
270.18,-0.00,0.01,2.75,5.14,-0.18,0.04,-0.04,0.19,0.75,5.83
270.18,-0.00,0.01,3.06,4.97,-0.18,0.04,-0.11,0.26,1.00,5.83
270.18,-0.00,0.01,3.26,4.79,-0.28,0.03,-0.09,0.34,1.34,5.80
270.18,-0.00,0.01,3.46,4.79,-0.55,0.00,-0.04,0.37,1.42,5.94
270.18,-0.00,0.01,3.57,4.79,-0.74,-0.02,-0.00,0.41,1.59,6.02
270.18,-0.00,0.01,3.46,4.97,-0.92,-0.07,0.05,0.43,1.67,6.12
270.26,-0.00,0.01,3.31,5.05,-1.10,-0.09,0.05,0.43,1.67,6.14
270.26,-0.00,0.01,3.11,5.06,-1.29,-0.12,0.02,0.41,1.59,6.08
270.26,-0.00,0.01,2.86,4.97,-1.47,-0.14,-0.02,0.43,1.67,5.92
270.26,-0.00,0.01,2.71,5.06,-1.56,-0.15,-0.04,0.43,1.67,5.95
270.26,-0.00,0.01,2.50,5.06,-1.56,-0.15,-0.04,0.41,1.59,5.86
270.26,-0.00,0.01,2.55,5.32,-1.47,-0.14,0.02,0.37,1.42,6.08
270.26,-0.00,0.01,2.66,5.50,-1.47,-0.14,0.05,0.34,1.34,6.28
270.26,-0.00,0.01,2.81,5.58,-1.38,-0.13,0.07,0.28,1.09,6.40
