Angle [deg],Speed [m/s],Distance [m],Fx [N],Fy [N],Fz [N],Mx [N*m],My [N*m],Mz [N*m],Ft [N],Ftot [N]
159.87,0.00,0.00,-6.74,-15.01,-3.13,-2.60,1.30,-0.49,-1.92,16.75
159.87,0.00,0.00,-7.11,-14.99,-3.22,-2.65,1.33,-0.45,-1.76,16.90
159.87,0.00,0.00,-7.24,-15.10,-3.59,-2.70,1.36,-0.45,-1.76,17.13
159.87,0.00,0.00,-7.08,-15.16,-3.77,-2.73,1.39,-0.45,-1.76,17.15
159.87,0.00,0.00,-6.91,-15.22,-4.14,-2.71,1.43,-0.45,-1.76,17.22
159.87,0.00,0.00,-6.91,-15.22,-4.32,-2.68,1.47,-0.45,-1.76,17.27
159.87,0.00,0.00,-6.91,-15.22,-4.60,-2.61,1.48,-0.45,-1.76,17.34
159.87,0.00,0.00,-7.01,-15.24,-4.60,-2.58,1.47,-0.49,-1.92,17.39
159.87,0.00,0.00,-7.01,-15.24,-4.42,-2.59,1.45,-0.49,-1.92,17.35
159.87,0.00,0.00,-7.05,-15.34,-4.05,-2.64,1.42,-0.58,-2.26,17.35
159.87,0.00,0.00,-6.95,-15.59,-3.59,-2.67,1.38,-0.62,-2.42,17.44
159.87,0.00,0.00,-6.79,-15.92,-3.22,-2.68,1.34,-0.71,-2.76,17.60
159.87,0.00,0.00,-6.66,-16.07,-3.13,-2.67,1.33,-0.80,-3.09,17.68
159.87,0.00,0.00,-6.73,-15.99,-3.13,-2.64,1.31,-0.82,-3.18,17.63
159.87,0.00,0.00,-6.79,-15.92,-3.40,-2.58,1.32,-0.77,-3.01,17.63
159.87,0.00,0.00,-6.85,-15.57,-3.68,-2.51,1.33,-0.71,-2.76,17.40
159.87,0.00,0.00,-6.85,-15.30,-3.96,-2.49,1.36,-0.56,-2.17,17.22
159.87,0.00,0.00,-6.75,-15.28,-4.05,-2.46,1.36,-0.45,-1.76,17.19
159.87,0.00,0.00,-6.61,-15.17,-4.05,-2.50,1.37,-0.39,-1.50,17.04
159.87,0.00,0.00,-6.42,-15.40,-3.96,-2.55,1.38,-0.39,-1.50,17.15
159.87,0.00,0.00,-6.29,-15.56,-3.86,-2.57,1.38,-0.41,-1.59,17.22
159.87,0.00,0.00,-6.22,-15.64,-3.77,-2.59,1.38,-0.45,-1.76,17.25
159.87,0.00,0.00,-6.42,-15.67,-3.68,-2.62,1.37,-0.47,-1.84,17.33
159.87,0.00,0.00,-6.56,-15.79,-3.77,-2.59,1.34,-0.47,-1.84,17.50
159.87,0.00,0.00,-6.76,-15.82,-3.68,-2.58,1.32,-0.43,-1.67,17.59
159.79,0.00,0.00,-6.99,-15.95,-3.68,-2.54,1.31,-0.41,-1.59,17.80
159.79,0.00,0.00,-7.30,-16.16,-3.68,-2.50,1.30,-0.41,-1.59,18.11
159.79,0.00,0.00,-7.37,-16.35,-3.77,-2.51,1.28,-0.45,-1.76,18.33
159.79,0.00,0.00,-7.40,-16.45,-3.86,-2.50,1.32,-0.47,-1.84,18.45
159.79,0.00,0.00,-7.14,-16.49,-4.05,-2.52,1.35,-0.56,-2.17,18.42
159.79,0.00,0.00,-7.04,-16.48,-4.23,-2.55,1.39,-0.65,-2.51,18.41
159.79,0.00,0.00,-6.70,-16.33,-4.42,-2.55,1.44,-0.69,-2.68,18.20
159.79,0.00,0.00,-6.60,-16.31,-4.51,-2.56,1.46,-0.71,-2.76,18.17
159.79,0.00,0.00,-6.63,-16.14,-4.51,-2.56,1.46,-0.71,-2.76,18.02
159.79,0.00,0.00,-6.90,-16.10,-4.32,-2.57,1.44,-0.69,-2.68,18.04
159.79,0.00,0.00,-7.30,-16.16,-4.05,-2.56,1.40,-0.67,-2.59,18.19
159.79,0.00,0.00,-7.50,-16.20,-3.77,-2.59,1.38,-0.62,-2.42,18.24
159.79,0.00,0.00,-7.63,-16.31,-3.50,-2.59,1.34,-0.62,-2.42,18.35
159.79,0.00,0.00,-7.73,-16.33,-3.31,-2.59,1.32,-0.60,-2.34,18.37
159.79,0.00,0.00,-7.57,-16.39,-3.31,-2.59,1.32,-0.67,-2.59,18.35
159.79,0.00,0.00,-7.43,-16.28,-3.50,-2.59,1.34,-0.73,-2.84,18.23
159.79,0.01,0.00,-7.36,-16.09,-3.68,-2.61,1.38,-0.82,-3.18,18.07
159.79,0.01,0.00,-7.26,-16.07,-3.77,-2.66,1.41,-0.90,-3.51,18.03
159.79,0.01,0.00,-7.16,-16.05,-3.86,-2.67,1.42,-0.99,-3.85,18.00
159.70,0.01,0.00,-7.13,-16.22,-3.96,-2.69,1.44,-0.99,-3.85,18.16
159.70,0.01,0.00,-7.04,-16.37,-3.96,-2.65,1.43,-0.95,-3.68,18.25
159.70,0.01,0.00,-6.88,-16.70,-3.96,-2.62,1.42,-0.84,-3.26,18.49
159.70,0.01,0.00,-6.79,-16.95,-4.05,-2.56,1.41,-0.69,-2.68,18.70
159.70,0.01,0.00,-6.66,-17.11,-4.05,-2.53,1.39,-0.65,-2.51,18.80
159.70,0.00,0.00,-6.72,-17.03,-4.23,-2.52,1.41,-0.67,-2.59,18.79
159.70,0.00,0.00,-6.89,-16.97,-4.23,-2.56,1.43,-0.73,-2.84,18.80
159.70,0.00,0.00,-7.05,-16.64,-4.05,-2.60,1.42,-0.84,-3.26,18.52
159.70,0.00,0.00,-7.34,-16.42,-3.86,-2.60,1.40,-0.95,-3.68,18.40
159.70,0.00,0.00,-7.67,-16.30,-3.68,-2.58,1.37,-0.95,-3.68,18.39
159.70,0.00,0.00,-7.84,-16.24,-3.50,-2.55,1.34,-0.88,-3.43,18.37
159.70,0.00,0.00,-8.14,-16.29,-3.59,-2.53,1.34,-0.75,-2.93,18.56
159.70,0.00,0.00,-8.17,-16.38,-3.68,-2.54,1.36,-0.65,-2.51,18.68
159.70,0.00,0.00,-8.21,-16.48,-3.96,-2.58,1.40,-0.60,-2.34,18.83
159.70,0.00,0.00,-8.01,-16.45,-4.14,-2.64,1.45,-0.65,-2.51,18.75
159.70,0.00,0.00,-7.71,-16.39,-4.14,-2.68,1.46,-0.71,-2.76,18.58
159.70,0.00,0.00,-7.41,-16.34,-3.96,-2.72,1.45,-0.77,-3.01,18.37
159.70,0.00,0.00,-7.17,-16.21,-3.77,-2.73,1.43,-0.86,-3.34,18.13
159.70,0.00,0.00,-7.24,-16.14,-3.50,-2.72,1.40,-0.88,-3.43,18.03
159.70,0.00,0.00,-7.34,-16.15,-3.40,-2.70,1.35,-0.86,-3.34,18.07
159.70,0.00,0.00,-7.60,-16.11,-3.50,-2.65,1.34,-0.84,-3.26,18.15
159.61,0.00,0.00,-7.80,-16.14,-3.68,-2.61,1.34,-0.80,-3.09,18.30
159.61,0.01,0.00,-8.04,-16.17,-3.86,-2.53,1.38,-0.75,-2.93,18.46
159.61,0.01,0.00,-8.18,-16.28,-4.14,-2.51,1.40,-0.75,-2.93,18.68
159.61,0.00,0.00,-8.31,-16.39,-4.14,-2.51,1.40,-0.75,-2.93,18.84
159.61,0.00,0.00,-8.25,-16.47,-3.96,-2.55,1.39,-0.80,-3.09,18.84
159.61,0.00,0.00,-8.25,-16.47,-3.77,-2.59,1.39,-0.80,-3.09,18.80
159.61,0.00,0.00,-8.21,-16.37,-3.50,-2.65,1.38,-0.84,-3.26,18.65
159.61,0.00,0.00,-8.15,-16.45,-3.40,-2.67,1.37,-0.82,-3.18,18.67
159.61,0.00,0.00,-8.11,-16.36,-3.59,-2.66,1.39,-0.80,-3.09,18.61
159.61,0.00,0.00,-8.01,-16.34,-3.86,-2.64,1.42,-0.75,-2.93,18.60
159.61,0.00,0.00,-8.01,-16.34,-4.05,-2.59,1.42,-0.75,-2.93,18.64
159.61,0.00,0.00,-8.11,-16.36,-4.23,-2.55,1.43,-0.73,-2.84,18.74
159.61,0.00,0.00,-8.11,-16.36,-4.23,-2.55,1.43,-0.80,-3.09,18.74
159.61,0.00,0.00,-8.15,-16.45,-3.96,-2.55,1.39,-0.82,-3.18,18.78
159.61,0.00,0.00,-8.22,-16.64,-3.59,-2.56,1.36,-0.86,-3.34,18.90
159.61,0.00,0.00,-8.02,-16.88,-3.40,-2.57,1.34,-0.86,-3.34,18.99
159.61,0.00,0.00,-7.89,-17.03,-3.04,-2.58,1.30,-0.82,-3.18,19.02
159.61,0.00,0.00,-7.86,-16.94,-3.04,-2.58,1.30,-0.73,-2.84,18.92
159.61,0.00,0.00,-7.89,-16.76,-3.04,-2.58,1.30,-0.67,-2.59,18.77
159.61,0.00,0.00,-7.95,-16.42,-3.22,-2.57,1.28,-0.60,-2.34,18.52
159.61,0.00,0.00,-8.07,-15.99,-3.31,-2.58,1.30,-0.56,-2.17,18.22
159.61,0.00,0.00,-8.06,-15.72,-3.40,-2.56,1.30,-0.60,-2.34,18.00
159.61,0.00,0.00,-7.96,-15.71,-3.40,-2.53,1.32,-0.69,-2.68,17.94
159.61,0.00,0.00,-7.60,-15.73,-3.40,-2.53,1.32,-0.80,-3.09,17.80
159.61,0.00,0.00,-7.17,-15.84,-3.50,-2.51,1.33,-0.88,-3.43,17.73
159.52,0.00,0.00,-6.80,-15.87,-3.68,-2.47,1.33,-0.92,-3.59,17.65
159.52,0.00,0.00,-6.68,-15.92,-3.96,-2.41,1.35,-0.92,-3.59,17.71
159.52,0.00,0.00,-6.61,-16.00,-4.14,-2.37,1.35,-0.90,-3.51,17.80
159.52,0.00,0.00,-6.88,-15.95,-4.14,-2.33,1.34,-0.82,-3.18,17.86
159.52,0.00,0.00,-7.01,-16.06,-4.05,-2.35,1.34,-0.75,-2.93,17.99
159.52,0.00,0.00,-7.15,-16.18,-3.77,-2.38,1.32,-0.75,-2.93,18.08
159.52,0.00,0.00,-7.15,-16.18,-3.40,-2.46,1.30,-0.75,-2.93,18.01
159.52,0.00,0.00,-7.09,-16.25,-3.04,-2.55,1.29,-0.80,-3.09,17.99
159.52,0.00,0.00,-6.96,-16.41,-2.85,-2.59,1.28,-0.82,-3.18,18.05
159.52,0.00,0.00,-6.86,-16.39,-3.13,-2.56,1.30,-0.84,-3.26,18.04
159.52,0.00,0.00,-6.96,-16.41,-3.50,-2.48,1.32,-0.82,-3.18,18.16
159.52,0.00,0.00,-7.16,-16.44,-3.96,-2.41,1.35,-0.77,-3.01,18.36
159.52,0.00,0.00,-7.22,-16.37,-4.05,-2.35,1.34,-0.73,-2.84,18.34
159.52,0.00,0.00,-7.29,-16.29,-4.05,-2.35,1.34,-0.69,-2.68,18.30
159.52,0.00,0.00,-7.45,-16.23,-3.68,-2.40,1.31,-0.69,-2.68,18.23
159.52,0.00,0.00,-7.38,-16.04,-3.22,-2.47,1.28,-0.71,-2.76,17.94
159.52,0.00,0.00,-7.44,-15.96,-2.85,-2.52,1.26,-0.73,-2.84,17.84
159.52,0.00,0.00,-7.44,-15.69,-2.85,-2.52,1.26,-0.77,-3.01,17.59
159.52,0.00,0.00,-7.37,-15.50,-3.04,-2.48,1.26,-0.80,-3.09,17.43
159.52,0.00,0.00,-7.33,-15.40,-3.59,-2.42,1.31,-0.84,-3.26,17.43
159.52,0.00,0.00,-7.13,-15.37,-4.05,-2.35,1.34,-0.88,-3.43,17.42
159.52,0.00,0.00,-7.13,-15.37,-4.23,-2.31,1.35,-0.95,-3.68,17.46
159.52,0.00,0.00,-7.17,-15.46,-4.32,-2.29,1.35,-0.97,-3.76,17.58
159.52,0.00,0.00,-7.20,-15.56,-4.05,-2.32,1.33,-0.99,-3.85,17.62
159.52,0.00,0.00,-7.44,-15.69,-3.68,-2.30,1.27,-0.97,-3.76,17.75
159.52,0.00,0.00,-7.71,-15.91,-3.50,-2.27,1.24,-0.90,-3.51,18.02
159.52,0.00,0.00,-7.91,-15.95,-3.50,-2.24,1.23,-0.86,-3.34,18.14
159.52,0.00,0.00,-7.78,-16.10,-3.59,-2.18,1.22,-0.82,-3.18,18.24
159.52,0.00,0.00,-7.58,-16.07,-3.77,-2.18,1.24,-0.80,-3.09,18.16
159.52,0.00,0.00,-7.31,-16.11,-3.86,-2.19,1.26,-0.82,-3.18,18.11
159.52,0.00,0.00,-7.01,-16.06,-3.77,-2.25,1.26,-0.88,-3.43,17.93
159.52,0.00,0.00,-6.81,-16.03,-3.68,-2.33,1.29,-0.92,-3.59,17.80
159.52,0.00,0.00,-6.88,-15.95,-3.40,-2.43,1.29,-0.95,-3.68,17.70
159.52,0.00,0.00,-7.01,-15.79,-3.13,-2.49,1.28,-0.92,-3.59,17.56
159.52,0.00,0.00,-7.17,-15.73,-2.94,-2.50,1.26,-0.86,-3.34,17.54
159.52,0.00,0.00,-7.20,-15.56,-2.94,-2.43,1.23,-0.80,-3.09,17.40
159.52,0.00,0.00,-7.17,-15.46,-2.85,-2.35,1.19,-0.71,-2.76,17.28
159.52,0.00,0.00,-7.07,-15.45,-2.85,-2.25,1.15,-0.67,-2.59,17.23
159.52,0.00,0.00,-6.99,-15.26,-2.85,-2.18,1.13,-0.62,-2.42,17.03
159.52,0.00,0.00,-6.96,-15.16,-2.76,-2.17,1.11,-0.67,-2.59,16.91
159.52,0.00,0.00,-7.02,-15.08,-2.67,-2.22,1.12,-0.69,-2.68,16.85
159.52,0.00,0.00,-7.15,-14.93,-2.76,-2.30,1.16,-0.73,-2.84,16.78
159.52,0.00,0.00,-7.45,-14.98,-3.04,-2.38,1.22,-0.73,-2.84,17.00
159.52,0.00,0.00,-7.59,-15.09,-3.40,-2.40,1.28,-0.73,-2.84,17.23
159.52,0.00,0.00,-7.72,-15.20,-3.68,-2.40,1.31,-0.73,-2.84,17.44
159.52,0.00,0.00,-7.60,-15.36,-3.77,-2.38,1.32,-0.69,-2.68,17.54
159.52,0.00,0.00,-7.43,-15.42,-3.59,-2.36,1.28,-0.62,-2.42,17.49
159.52,0.00,0.00,-7.13,-15.37,-3.40,-2.33,1.25,-0.56,-2.17,17.28
159.52,0.00,0.00,-6.83,-15.32,-3.13,-2.32,1.21,-0.49,-1.92,17.06
159.52,-0.00,0.00,-6.56,-15.10,-3.04,-2.38,1.22,-0.43,-1.67,16.74
159.52,-0.00,0.00,-6.36,-15.06,-3.04,-2.41,1.24,-0.41,-1.59,16.63
159.52,-0.00,0.00,-6.46,-15.08,-3.31,-2.42,1.27,-0.39,-1.50,16.73
159.52,-0.00,0.00,-6.63,-15.29,-3.31,-2.42,1.27,-0.41,-1.59,16.99
159.52,-0.00,0.00,-6.97,-15.43,-3.22,-2.37,1.24,-0.49,-1.92,17.23
159.52,-0.00,0.00,-7.24,-15.65,-3.04,-2.31,1.20,-0.62,-2.42,17.51
159.52,-0.00,0.00,-7.51,-15.88,-2.67,-2.26,1.13,-0.75,-2.93,17.77
159.52,-0.00,0.00,-7.58,-16.07,-2.39,-2.22,1.09,-0.86,-3.34,17.93
159.52,-0.00,0.00,-7.41,-16.13,-2.39,-2.18,1.07,-0.92,-3.59,17.91
159.52,-0.00,0.00,-7.25,-16.19,-2.48,-2.19,1.09,-0.92,-3.59,17.91
159.52,-0.00,0.00,-6.85,-16.12,-2.85,-2.18,1.13,-0.88,-3.43,17.75
159.52,-0.00,0.00,-6.61,-16.00,-3.31,-2.21,1.20,-0.77,-3.01,17.62
159.52,-0.00,0.00,-6.51,-15.71,-3.59,-2.25,1.24,-0.71,-2.76,17.38
