Angle [deg],Speed [m/s],Distance [m],Fx [N],Fy [N],Fz [N],Mx [N*m],My [N*m],Mz [N*m],Ft [N],Ftot [N]
71.19,-0.00,0.00,9.63,-2.55,-1.20,-0.43,-1.58,-0.67,-2.59,10.03
71.19,-0.00,0.00,9.63,-2.55,-1.29,-0.40,-1.53,-0.67,-2.59,10.05
71.19,-0.00,0.00,9.71,-2.48,-1.20,-0.39,-1.48,-0.62,-2.42,10.09
71.19,-0.00,0.00,9.65,-2.18,-0.92,-0.42,-1.45,-0.56,-2.17,9.93
71.19,-0.00,0.00,9.69,-1.91,-0.64,-0.45,-1.46,-0.47,-1.84,9.89
71.19,-0.00,0.00,9.47,-1.75,-0.55,-0.47,-1.47,-0.43,-1.67,9.65
71.19,-0.00,0.00,9.28,-1.68,-0.37,-0.49,-1.47,-0.34,-1.34,9.44
71.19,-0.00,0.00,8.94,-1.75,-0.28,-0.49,-1.45,-0.28,-1.09,9.11
71.19,-0.00,0.00,8.80,-1.98,-0.28,-0.48,-1.41,-0.26,-1.00,9.03
71.19,-0.00,0.00,8.75,-2.15,-0.37,-0.45,-1.36,-0.26,-1.00,9.02
71.19,-0.00,0.00,8.79,-2.35,-0.55,-0.45,-1.31,-0.30,-1.17,9.11
71.19,-0.00,0.00,8.88,-2.38,-0.64,-0.44,-1.33,-0.34,-1.34,9.22
71.19,-0.00,0.00,8.96,-2.32,-0.64,-0.45,-1.36,-0.43,-1.67,9.28
71.19,0.00,0.00,9.02,-2.15,-0.74,-0.47,-1.45,-0.43,-1.67,9.30
71.19,0.00,0.00,8.96,-1.85,-0.74,-0.50,-1.52,-0.43,-1.67,9.18
71.19,0.00,0.00,8.99,-1.58,-0.74,-0.48,-1.58,-0.34,-1.34,9.16
71.19,0.00,0.00,8.88,-1.45,-0.83,-0.47,-1.57,-0.28,-1.09,9.03
71.19,0.00,0.00,8.86,-1.35,-0.74,-0.46,-1.51,-0.19,-0.75,8.99
71.19,0.00,0.00,8.93,-1.29,-0.74,-0.44,-1.45,-0.15,-0.59,9.06
71.19,0.00,0.00,8.82,-1.15,-0.55,-0.45,-1.40,-0.15,-0.59,8.91
71.19,0.00,0.00,8.65,-1.19,-0.37,-0.47,-1.40,-0.15,-0.59,8.74
71.19,0.00,0.00,8.38,-1.19,-0.09,-0.50,-1.40,-0.17,-0.67,8.46
71.19,-0.00,0.00,8.17,-1.02,0.09,-0.53,-1.43,-0.13,-0.50,8.23
71.19,-0.00,0.00,7.78,-0.89,0.18,-0.55,-1.45,-0.02,-0.08,7.84
71.19,-0.00,0.00,7.51,-0.89,0.09,-0.53,-1.43,0.09,0.33,7.57
71.19,-0.00,0.00,7.34,-0.93,-0.18,-0.48,-1.39,0.22,0.84,7.40
71.19,-0.00,0.00,7.26,-1.00,-0.28,-0.46,-1.34,0.30,1.17,7.34
71.19,-0.00,0.00,7.24,-0.90,-0.37,-0.44,-1.33,0.32,1.25,7.31
71.19,-0.00,0.00,7.40,-0.76,-0.18,-0.46,-1.32,0.34,1.34,7.44
71.19,-0.00,0.00,7.63,-0.56,0.09,-0.50,-1.33,0.28,1.09,7.65
71.19,-0.00,0.00,7.84,-0.26,0.37,-0.53,-1.34,0.24,0.92,7.85
71.19,-0.00,0.00,7.97,-0.03,0.46,-0.55,-1.35,0.15,0.59,7.98
71.19,-0.00,0.00,8.03,0.14,0.37,-0.54,-1.37,0.09,0.33,8.04
71.19,-0.00,0.00,8.03,0.14,0.09,-0.51,-1.36,0.02,0.08,8.03
71.19,-0.00,0.00,7.83,0.20,-0.18,-0.48,-1.39,-0.02,-0.08,7.84
71.19,-0.00,0.00,7.72,0.34,-0.46,-0.46,-1.42,-0.02,-0.08,7.74
71.19,-0.00,0.00,7.72,0.34,-0.55,-0.46,-1.44,0.04,0.17,7.74
71.19,-0.00,0.00,7.72,0.34,-0.74,-0.45,-1.48,0.11,0.42,7.76
71.19,-0.00,0.00,7.83,0.20,-0.74,-0.46,-1.51,0.17,0.67,7.87
71.19,-0.00,0.00,7.99,-0.13,-0.92,-0.45,-1.56,0.19,0.75,8.04
71.19,0.00,0.00,7.99,-0.59,-1.01,-0.45,-1.58,0.19,0.75,8.08
71.19,0.00,0.00,7.78,-0.89,-1.10,-0.44,-1.60,0.11,0.42,7.91
71.19,0.00,0.00,7.46,-1.06,-1.10,-0.46,-1.63,0.02,0.08,7.61
71.19,0.00,0.00,7.02,-1.10,-1.01,-0.48,-1.68,-0.06,-0.25,7.17
71.19,0.00,0.00,6.82,-1.03,-0.83,-0.51,-1.71,-0.11,-0.42,6.95
71.19,0.00,0.00,6.73,-1.00,-0.74,-0.54,-1.76,-0.13,-0.50,6.84
71.28,0.00,0.00,7.00,-1.00,-0.92,-0.53,-1.80,-0.11,-0.42,7.13
71.28,0.00,0.00,7.42,-1.22,-1.10,-0.52,-1.84,-0.04,-0.17,7.60
71.28,0.00,0.00,7.92,-1.48,-1.38,-0.51,-1.90,-0.02,-0.08,8.17
71.28,0.00,0.00,8.22,-1.68,-1.75,-0.49,-1.98,0.02,0.08,8.57
71.28,0.00,0.00,8.49,-1.67,-2.21,-0.50,-2.06,0.04,0.17,8.93
71.28,0.00,0.00,8.63,-1.44,-2.39,-0.50,-2.13,0.02,0.08,9.07
71.28,0.00,0.00,8.74,-1.11,-2.58,-0.49,-2.18,0.02,0.08,9.18
71.28,0.00,0.00,8.68,-0.81,-2.76,-0.49,-2.22,0.02,0.08,9.14
71.28,0.00,0.00,8.54,-0.58,-2.94,-0.47,-2.22,-0.02,-0.08,9.05
71.28,0.00,0.00,8.37,-0.61,-2.85,-0.43,-2.20,-0.02,-0.08,8.86
71.28,0.00,0.00,8.33,-0.88,-2.85,-0.43,-2.20,-0.04,-0.17,8.85
71.28,0.00,0.00,8.30,-1.14,-2.76,-0.45,-2.21,-0.06,-0.25,8.82
71.28,0.00,0.00,8.40,-1.64,-2.58,-0.48,-2.24,-0.11,-0.42,8.94
71.28,0.00,0.00,8.53,-1.87,-2.67,-0.49,-2.29,-0.13,-0.50,9.13
71.28,0.00,0.00,8.72,-1.94,-2.76,-0.50,-2.35,-0.15,-0.59,9.35
71.28,0.00,0.00,8.88,-1.80,-3.13,-0.47,-2.40,-0.13,-0.50,9.58
71.28,0.00,0.00,9.03,-1.67,-3.59,-0.42,-2.43,-0.11,-0.42,9.86
71.28,0.00,0.00,9.18,-1.54,-3.96,-0.40,-2.48,-0.09,-0.33,10.12
71.19,0.00,0.00,9.47,-1.63,-4.23,-0.37,-2.50,-0.09,-0.33,10.50
71.19,0.00,0.00,9.67,-1.81,-4.32,-0.37,-2.52,-0.13,-0.50,10.74
71.19,0.00,0.00,9.99,-2.11,-4.14,-0.40,-2.55,-0.17,-0.67,11.02
71.19,0.00,0.00,10.15,-2.44,-3.86,-0.45,-2.59,-0.22,-0.84,11.13
71.19,0.00,0.00,10.36,-2.61,-3.68,-0.48,-2.62,-0.26,-1.00,11.30
71.19,0.00,0.00,10.48,-2.74,-3.59,-0.51,-2.67,-0.19,-0.75,11.41
71.19,0.00,0.00,10.55,-2.67,-3.68,-0.51,-2.69,-0.15,-0.59,11.49
71.19,0.00,0.00,10.71,-2.54,-3.96,-0.48,-2.72,-0.06,-0.25,11.69
71.19,0.00,0.00,10.95,-2.44,-4.32,-0.44,-2.73,-0.02,-0.08,12.03
71.19,0.00,0.00,11.13,-2.40,-4.78,-0.39,-2.73,-0.02,-0.08,12.35
71.19,0.00,0.00,11.30,-2.37,-5.06,-0.35,-2.72,-0.09,-0.33,12.61
71.19,0.00,0.00,11.30,-2.37,-5.34,-0.33,-2.75,-0.15,-0.59,12.72
71.19,0.00,0.00,11.20,-2.34,-5.61,-0.30,-2.78,-0.24,-0.92,12.75
71.19,0.00,0.00,11.24,-2.54,-5.70,-0.30,-2.80,-0.28,-1.09,12.86
71.10,0.00,0.00,11.28,-2.74,-5.80,-0.31,-2.85,-0.32,-1.25,12.98
71.10,0.00,0.00,11.40,-2.99,-5.80,-0.33,-2.92,-0.34,-1.34,13.13
71.10,0.00,0.00,11.63,-3.25,-5.89,-0.34,-2.98,-0.41,-1.59,13.44
71.10,0.00,0.00,11.82,-3.32,-5.98,-0.35,-3.03,-0.43,-1.67,13.66
71.10,0.00,0.00,11.92,-3.35,-6.07,-0.36,-3.09,-0.47,-1.84,13.79
71.10,0.00,0.00,12.07,-3.22,-5.98,-0.39,-3.14,-0.52,-2.01,13.85
71.10,0.00,0.00,12.22,-3.08,-5.98,-0.40,-3.17,-0.49,-1.92,13.95
71.10,0.00,0.00,12.44,-3.25,-5.80,-0.43,-3.20,-0.47,-1.84,14.10
71.10,0.00,0.00,12.57,-3.48,-5.70,-0.44,-3.21,-0.43,-1.67,14.24
71.10,0.00,0.00,12.73,-3.81,-5.61,-0.45,-3.19,-0.41,-1.59,14.42
71.10,0.00,0.00,12.86,-4.04,-5.61,-0.44,-3.16,-0.43,-1.67,14.60
71.10,0.00,0.00,12.88,-4.14,-5.70,-0.42,-3.14,-0.45,-1.76,14.68
71.10,0.00,0.00,12.78,-4.11,-5.80,-0.39,-3.09,-0.54,-2.09,14.63
71.10,0.00,0.00,12.69,-4.08,-5.80,-0.38,-3.06,-0.62,-2.42,14.53
71.10,0.00,0.00,12.59,-4.04,-5.70,-0.39,-3.04,-0.71,-2.76,14.40
71.10,0.00,0.00,12.50,-4.01,-5.61,-0.39,-3.02,-0.73,-2.84,14.27
71.10,0.00,0.00,12.42,-4.08,-5.70,-0.39,-3.04,-0.71,-2.76,14.26
71.10,0.00,0.00,12.54,-4.21,-5.70,-0.40,-3.07,-0.58,-2.26,14.40
71.10,0.00,0.00,12.54,-4.21,-5.98,-0.37,-3.10,-0.45,-1.76,14.51
71.10,0.00,0.00,12.63,-4.24,-6.07,-0.37,-3.12,-0.37,-1.42,14.64
71.10,0.00,0.00,12.73,-4.28,-6.16,-0.35,-3.11,-0.34,-1.34,14.77
71.10,0.00,0.00,12.73,-4.28,-6.26,-0.34,-3.09,-0.34,-1.34,14.81
71.10,0.00,0.00,12.63,-4.24,-6.26,-0.33,-3.06,-0.43,-1.67,14.72
71.10,0.00,0.00,12.54,-4.21,-6.16,-0.33,-3.04,-0.52,-2.01,14.59
71.10,-0.00,0.00,12.44,-4.18,-6.16,-0.33,-3.04,-0.60,-2.34,14.50
71.10,-0.00,0.00,12.25,-4.11,-6.16,-0.34,-3.07,-0.65,-2.51,14.31
71.10,-0.00,0.00,12.06,-4.05,-5.98,-0.37,-3.10,-0.62,-2.42,14.05
71.10,-0.00,0.00,11.77,-3.95,-5.70,-0.41,-3.11,-0.56,-2.17,13.66
71.10,-0.00,0.00,11.61,-4.08,-5.43,-0.43,-3.08,-0.52,-2.01,13.45
71.10,-0.00,0.00,11.46,-4.21,-5.24,-0.44,-3.04,-0.47,-1.84,13.29
71.10,-0.00,0.00,11.29,-4.25,-5.15,-0.43,-2.98,-0.47,-1.84,13.12
71.10,-0.00,0.00,11.31,-4.35,-5.24,-0.41,-2.94,-0.49,-1.92,13.20
71.10,-0.00,0.00,11.29,-4.25,-5.24,-0.39,-2.90,-0.54,-2.09,13.15
71.10,-0.00,0.00,11.19,-4.22,-5.24,-0.39,-2.90,-0.62,-2.42,13.06
71.10,-0.00,0.00,11.00,-4.15,-5.34,-0.39,-2.92,-0.67,-2.59,12.91
71.10,-0.00,0.00,10.83,-4.18,-5.52,-0.38,-2.96,-0.73,-2.84,12.85
71.10,-0.00,0.00,10.68,-4.32,-5.89,-0.35,-3.01,-0.75,-2.93,12.93
71.10,-0.00,0.00,10.62,-4.48,-6.26,-0.31,-3.03,-0.75,-2.93,13.11
71.10,-0.00,0.00,10.47,-4.62,-6.62,-0.26,-3.00,-0.71,-2.76,13.22
71.10,-0.00,0.00,10.52,-4.45,-6.99,-0.25,-2.99,-0.65,-2.51,13.39
71.10,-0.00,0.00,10.60,-4.38,-7.18,-0.23,-3.00,-0.60,-2.34,13.53
71.10,-0.00,0.00,10.83,-4.18,-7.08,-0.25,-3.05,-0.54,-2.09,13.60
71.10,-0.00,0.00,10.98,-4.05,-6.90,-0.30,-3.11,-0.52,-2.01,13.59
71.10,-0.00,0.00,10.96,-3.95,-6.81,-0.35,-3.23,-0.49,-1.92,13.50
71.10,-0.00,0.00,10.91,-4.12,-6.81,-0.36,-3.36,-0.49,-1.92,13.50
71.19,-0.00,0.00,10.87,-4.38,-6.90,-0.39,-3.48,-0.52,-2.01,13.60
71.19,-0.00,0.00,10.68,-4.67,-7.18,-0.37,-3.54,-0.54,-2.09,13.69
71.19,-0.00,0.00,10.55,-4.90,-7.27,-0.37,-3.56,-0.58,-2.26,13.71
71.19,-0.00,0.00,10.49,-5.07,-7.36,-0.34,-3.51,-0.65,-2.51,13.78
71.19,-0.00,0.00,10.41,-5.13,-7.27,-0.32,-3.42,-0.75,-2.93,13.70
71.19,-0.00,0.00,10.39,-5.03,-6.99,-0.32,-3.33,-0.80,-3.09,13.50
71.19,-0.00,0.00,10.37,-4.93,-6.62,-0.34,-3.25,-0.84,-3.26,13.26
71.19,-0.00,0.00,10.24,-4.70,-6.35,-0.35,-3.18,-0.88,-3.43,12.93
71.19,-0.00,0.00,10.31,-4.63,-6.26,-0.37,-3.20,-0.90,-3.51,12.92
71.19,-0.00,0.00,10.27,-4.44,-6.44,-0.36,-3.24,-0.92,-3.59,12.91
71.19,-0.00,0.00,10.37,-4.47,-6.62,-0.35,-3.28,-0.97,-3.76,13.09
71.19,-0.00,0.00,10.64,-4.47,-6.90,-0.33,-3.31,-1.01,-3.93,13.44
71.19,-0.00,0.00,10.85,-4.63,-6.90,-0.33,-3.31,-1.05,-4.10,13.67
71.19,-0.00,0.00,11.16,-4.83,-6.72,-0.34,-3.27,-1.08,-4.18,13.89
71.19,-0.00,0.00,11.27,-4.96,-6.44,-0.36,-3.24,-1.08,-4.18,13.90
71.19,-0.00,0.00,11.37,-4.99,-6.26,-0.38,-3.23,-1.05,-4.10,13.91
71.19,-0.00,0.00,11.45,-4.93,-6.35,-0.38,-3.25,-1.01,-3.93,13.99
71.19,-0.00,0.00,11.26,-4.86,-6.44,-0.37,-3.27,-0.99,-3.85,13.85
71.19,-0.00,0.00,11.16,-4.83,-6.72,-0.36,-3.34,-0.95,-3.68,13.89
71.19,-0.00,0.00,10.99,-4.86,-6.90,-0.35,-3.38,-0.95,-3.68,13.86
71.19,-0.00,0.00,10.89,-4.83,-6.90,-0.35,-3.38,-0.97,-3.76,13.77
71.19,-0.00,0.00,10.97,-4.76,-6.90,-0.35,-3.38,-0.99,-3.85,13.81
71.19,-0.00,0.00,11.06,-4.80,-6.81,-0.36,-3.36,-0.97,-3.76,13.85
71.19,-0.00,0.00,11.12,-4.63,-6.72,-0.36,-3.34,-0.97,-3.76,13.79
71.19,0.00,0.00,11.10,-4.53,-6.72,-0.35,-3.30,-0.95,-3.68,13.74
71.19,0.00,0.00,11.00,-4.50,-6.81,-0.33,-3.29,-0.90,-3.51,13.70
71.19,0.00,0.00,11.08,-4.43,-6.81,-0.33,-3.29,-0.86,-3.34,13.74
71.19,0.00,0.00,11.00,-4.50,-6.53,-0.37,-3.29,-0.84,-3.26,13.56
71.19,0.00,0.00,11.12,-4.63,-6.35,-0.40,-3.32,-0.84,-3.26,13.62
71.19,0.00,0.00,11.24,-4.76,-6.26,-0.43,-3.37,-0.84,-3.26,13.71
71.19,0.00,0.00,11.45,-4.93,-6.16,-0.45,-3.42,-0.88,-3.43,13.90
71.19,0.00,0.00,11.45,-4.93,-6.35,-0.45,-3.46,-0.88,-3.43,13.99
71.19,0.00,0.00,11.33,-4.80,-6.53,-0.43,-3.47,-0.88,-3.43,13.93
71.19,0.00,0.00,11.20,-4.56,-6.81,-0.39,-3.46,-0.86,-3.34,13.88
71.19,0.00,0.00,10.98,-4.40,-6.81,-0.38,-3.43,-0.82,-3.18,13.65
71.19,0.00,0.00,10.89,-4.37,-6.81,-0.38,-3.43,-0.77,-3.01,13.56
71.19,0.00,0.00,10.98,-4.40,-6.81,-0.37,-3.39,-0.75,-2.93,13.65
71.19,0.00,0.00,11.20,-4.56,-6.81,-0.37,-3.39,-0.73,-2.84,13.88
71.19,0.00,0.00,11.60,-4.79,-6.81,-0.37,-3.39,-0.73,-2.84,14.28
71.19,0.00,0.00,11.96,-4.83,-6.81,-0.37,-3.39,-0.75,-2.93,14.59
71.19,0.00,0.00,12.31,-4.76,-6.72,-0.38,-3.40,-0.75,-2.93,14.81
71.19,0.00,0.00,12.39,-4.69,-6.53,-0.39,-3.36,-0.77,-3.01,14.77
71.19,0.00,0.00,12.23,-4.36,-6.26,-0.42,-3.34,-0.80,-3.09,14.41
71.19,0.00,0.00,12.02,-4.19,-5.98,-0.44,-3.31,-0.82,-3.18,14.06
71.19,0.00,0.00,11.65,-4.16,-5.80,-0.46,-3.30,-0.86,-3.34,13.67
71.19,0.00,0.00,11.48,-4.20,-5.89,-0.45,-3.32,-0.92,-3.59,13.57
71.19,0.00,0.00,11.52,-4.40,-6.07,-0.45,-3.36,-0.90,-3.51,13.75
71.19,0.00,0.00,11.73,-4.56,-6.44,-0.42,-3.41,-0.88,-3.43,14.14
71.19,0.00,0.00,12.21,-4.72,-6.90,-0.37,-3.45,-0.84,-3.26,14.80
71.19,0.00,0.00,12.60,-4.86,-7.27,-0.35,-3.49,-0.82,-3.18,15.33
71.19,0.00,0.00,13.06,-4.92,-7.64,-0.32,-3.54,-0.82,-3.18,15.91
71.19,0.00,0.00,13.13,-4.85,-7.73,-0.31,-3.56,-0.84,-3.26,15.99
71.19,0.00,0.00,13.04,-4.82,-7.54,-0.33,-3.56,-0.92,-3.59,15.82
71.19,0.00,0.00,12.75,-4.72,-7.27,-0.36,-3.53,-0.99,-3.85,15.42
71.19,0.00,0.00,12.44,-4.52,-7.08,-0.37,-3.49,-1.03,-4.01,15.02
71.19,0.00,0.00,12.15,-4.43,-6.99,-0.36,-3.43,-1.10,-4.26,14.70
71.19,0.00,0.00,11.87,-4.33,-6.90,-0.35,-3.38,-1.10,-4.26,14.39
71.19,0.00,0.00,11.87,-4.33,-6.90,-0.33,-3.31,-1.03,-4.01,14.39
71.19,0.00,0.00,11.96,-4.36,-6.99,-0.31,-3.29,-1.01,-3.93,14.53
71.19,0.00,0.00,12.21,-4.72,-6.90,-0.33,-3.31,-0.97,-3.76,14.80
71.19,0.00,0.00,12.45,-4.99,-6.90,-0.34,-3.34,-0.90,-3.51,15.08
71.19,0.00,0.00,12.75,-5.19,-6.81,-0.37,-3.39,-0.86,-3.34,15.36
71.19,0.00,0.00,12.85,-5.22,-6.90,-0.37,-3.45,-0.84,-3.26,15.49
71.19,0.00,0.00,13.02,-5.19,-6.90,-0.39,-3.48,-0.84,-3.26,15.62
71.19,0.00,0.00,13.15,-4.95,-6.90,-0.39,-3.48,-0.86,-3.34,15.66
71.19,0.00,0.00,13.31,-4.82,-6.81,-0.40,-3.49,-0.90,-3.51,15.71
71.19,0.00,0.00,13.36,-4.65,-6.62,-0.42,-3.49,-0.97,-3.76,15.62
71.19,0.00,0.00,13.25,-4.52,-6.53,-0.44,-3.50,-1.03,-4.01,15.45
71.19,0.00,0.00,13.08,-4.55,-6.53,-0.45,-3.54,-1.03,-4.01,15.31
71.19,0.00,0.00,12.79,-4.46,-6.62,-0.45,-3.56,-1.03,-4.01,15.07
71.19,0.00,0.00,12.50,-4.36,-6.62,-0.45,-3.56,-0.97,-3.76,14.80
71.19,0.00,0.00,12.33,-4.39,-6.81,-0.43,-3.56,-0.84,-3.26,14.75
71.19,0.00,0.00,12.35,-4.49,-6.90,-0.41,-3.55,-0.80,-3.09,14.84
71.19,0.00,0.00,12.46,-4.62,-7.08,-0.39,-3.56,-0.73,-2.84,15.06
71.19,0.00,0.00,12.58,-4.76,-7.36,-0.35,-3.55,-0.73,-2.84,15.33
71.19,0.00,0.00,12.60,-4.86,-7.64,-0.33,-3.58,-0.75,-2.93,15.51
71.19,0.00,0.00,12.52,-4.92,-7.91,-0.29,-3.57,-0.80,-3.09,15.61
71.19,0.00,0.00,12.41,-4.79,-8.10,-0.26,-3.54,-0.80,-3.09,15.57
71.19,0.00,0.00,12.14,-4.79,-8.10,-0.24,-3.47,-0.82,-3.18,15.36
71.19,0.00,0.00,11.95,-4.73,-8.10,-0.22,-3.40,-0.80,-3.09,15.18
71.19,0.00,0.00,11.77,-4.76,-7.91,-0.22,-3.36,-0.80,-3.09,14.96
71.19,0.00,0.00,11.77,-4.76,-7.82,-0.24,-3.38,-0.80,-3.09,14.91
71.19,0.00,0.00,11.91,-4.53,-7.73,-0.26,-3.39,-0.82,-3.18,14.90
71.19,0.00,0.00,11.98,-4.46,-7.73,-0.28,-3.46,-0.84,-3.26,14.94
71.19,0.00,0.00,12.02,-4.19,-7.82,-0.29,-3.51,-0.88,-3.43,14.94
71.19,0.00,0.00,12.08,-4.03,-7.73,-0.30,-3.53,-0.82,-3.18,14.89
71.19,0.00,0.00,12.08,-4.03,-7.73,-0.29,-3.49,-0.75,-2.93,14.89
71.19,0.00,0.00,12.00,-4.09,-7.54,-0.29,-3.42,-0.67,-2.59,14.75
71.19,0.00,0.00,11.92,-4.16,-7.45,-0.28,-3.36,-0.58,-2.26,14.66
71.19,0.00,0.00,11.92,-4.16,-7.27,-0.29,-3.32,-0.52,-2.01,14.57
71.19,0.00,0.00,12.00,-4.09,-7.18,-0.30,-3.34,-0.54,-2.09,14.57
71.19,0.00,0.00,11.88,-3.96,-6.99,-0.35,-3.40,-0.60,-2.34,14.35
71.19,0.00,0.00,11.86,-3.86,-7.08,-0.37,-3.49,-0.71,-2.76,14.35
71.19,0.00,0.00,11.92,-3.70,-7.18,-0.37,-3.54,-0.77,-3.01,14.40
71.19,0.00,0.00,11.84,-3.76,-7.27,-0.37,-3.56,-0.88,-3.43,14.40
71.19,0.00,0.00,11.86,-3.86,-7.45,-0.34,-3.53,-0.90,-3.51,14.53
71.19,0.00,0.00,11.75,-4.20,-7.64,-0.31,-3.51,-0.90,-3.51,14.63
71.19,0.00,0.00,11.64,-4.53,-7.82,-0.26,-3.45,-0.90,-3.51,14.73
71.19,0.00,0.00,11.52,-4.86,-7.73,-0.26,-3.39,-0.90,-3.51,14.70
71.19,0.00,0.00,11.64,-4.99,-7.64,-0.26,-3.37,-0.90,-3.51,14.79
71.19,0.00,0.00,11.85,-5.16,-7.45,-0.28,-3.36,-0.95,-3.68,14.92
71.19,0.00,0.00,12.10,-5.06,-7.27,-0.30,-3.36,-0.97,-3.76,14.99
71.19,0.00,0.00,12.54,-5.02,-7.27,-0.30,-3.36,-1.01,-3.93,15.34
71.19,0.00,0.00,12.73,-5.09,-7.27,-0.30,-3.36,-1.03,-4.01,15.52
71.19,0.00,0.00,12.81,-5.02,-7.36,-0.30,-3.38,-0.99,-3.85,15.60
71.19,0.00,0.00,12.64,-5.05,-7.36,-0.31,-3.41,-0.92,-3.59,15.47
71.19,0.00,0.00,12.45,-4.99,-7.45,-0.30,-3.43,-0.90,-3.51,15.34
71.19,0.00,0.00,12.45,-4.99,-7.45,-0.32,-3.47,-0.90,-3.51,15.34
71.19,0.00,0.00,12.35,-4.96,-7.36,-0.32,-3.45,-0.92,-3.59,15.21
71.10,0.00,0.00,12.37,-5.06,-7.27,-0.32,-3.42,-1.01,-3.93,15.21
71.10,0.00,0.00,12.31,-5.34,-7.27,-0.32,-3.39,-1.10,-4.26,15.26
71.10,0.00,0.00,12.25,-5.51,-7.27,-0.31,-3.36,-1.23,-4.77,15.27
71.10,0.00,0.00,12.14,-5.84,-7.36,-0.30,-3.38,-1.29,-5.02,15.35
71.10,0.00,0.00,11.99,-5.97,-7.45,-0.30,-3.40,-1.31,-5.10,15.33
71.10,0.00,0.00,11.91,-6.04,-7.73,-0.27,-3.42,-1.29,-5.02,15.43
71.10,0.00,0.00,11.87,-5.84,-8.00,-0.25,-3.45,-1.25,-4.85,15.46
71.10,0.00,0.00,11.85,-5.74,-8.10,-0.25,-3.47,-1.16,-4.51,15.46
71.10,0.00,0.00,11.74,-5.61,-8.19,-0.23,-3.46,-1.10,-4.26,15.37
71.10,0.00,0.00,11.58,-5.28,-8.00,-0.24,-3.42,-1.05,-4.10,15.03
71.10,0.00,0.00,11.31,-5.28,-7.91,-0.24,-3.40,-1.01,-3.93,14.78
71.10,0.00,0.00,11.14,-5.31,-7.73,-0.26,-3.39,-0.95,-3.68,14.56
71.10,0.00,0.00,10.97,-5.35,-7.64,-0.27,-3.37,-0.88,-3.43,14.39
71.10,0.00,0.00,10.91,-5.51,-7.64,-0.27,-3.37,-0.82,-3.18,14.41
