Angle [deg],Speed [m/s],Distance [m],Fx [N],Fy [N],Fz [N],Mx [N*m],My [N*m],Mz [N*m],Ft [N],Ftot [N]
135.00,0.00,0.00,10.06,-5.43,0.00,0.14,-0.19,0.22,0.84,11.43
135.00,0.00,0.00,10.28,-5.58,-0.18,0.21,-0.23,0.19,0.75,11.70
135.00,0.00,0.00,10.47,-5.64,-0.18,0.24,-0.25,0.09,0.33,11.90
135.00,0.00,0.00,10.62,-5.49,-0.09,0.22,-0.25,0.00,0.00,11.95
135.00,0.00,0.00,10.61,-5.13,0.09,0.18,-0.24,-0.11,-0.42,11.78
135.00,0.00,0.00,10.58,-4.66,0.18,0.16,-0.23,-0.17,-0.67,11.56
135.00,0.00,0.00,10.52,-4.47,0.37,0.14,-0.24,-0.22,-0.84,11.44
135.00,0.00,0.00,10.50,-4.37,0.55,0.15,-0.29,-0.17,-0.67,11.38
135.00,0.00,0.00,10.55,-4.57,0.64,0.16,-0.31,-0.06,-0.25,11.51
135.00,0.00,0.00,10.60,-4.76,0.64,0.18,-0.33,0.04,0.17,11.64
135.00,0.00,0.00,10.66,-4.96,0.46,0.20,-0.32,0.22,0.84,11.76
135.00,0.00,0.00,10.58,-5.03,0.28,0.21,-0.30,0.32,1.25,11.72
135.00,0.00,0.00,10.46,-4.91,0.09,0.20,-0.26,0.39,1.50,11.55
135.00,0.00,0.00,10.21,-4.66,0.00,0.17,-0.22,0.32,1.25,11.22
135.00,0.00,0.00,9.99,-4.51,0.00,0.14,-0.19,0.28,1.09,10.96
135.00,0.00,0.00,10.01,-4.24,0.18,0.10,-0.18,0.19,0.75,10.87
135.00,0.00,0.00,10.18,-4.19,0.37,0.06,-0.17,0.13,0.50,11.01
135.00,0.00,0.00,10.52,-4.10,0.37,0.04,-0.14,0.06,0.25,11.30
135.00,0.00,0.00,10.79,-4.08,0.46,0.02,-0.14,0.04,0.17,11.54
135.00,0.00,0.00,10.96,-4.04,0.37,0.01,-0.12,0.04,0.17,11.68
135.00,0.00,0.00,10.86,-4.01,0.18,0.05,-0.13,0.06,0.25,11.58
135.00,0.00,0.00,10.56,-3.93,0.18,0.08,-0.15,0.06,0.25,11.27
135.00,0.00,0.00,10.13,-4.00,0.00,0.12,-0.16,0.09,0.33,10.89
135.00,0.00,0.00,9.76,-3.99,0.00,0.14,-0.19,0.13,0.50,10.54
135.00,0.00,0.00,9.52,-4.11,0.18,0.13,-0.20,0.17,0.67,10.37
135.00,0.00,0.00,9.45,-4.18,0.28,0.08,-0.17,0.22,0.84,10.33
135.00,0.00,0.00,9.54,-4.20,0.37,0.04,-0.14,0.19,0.75,10.44
135.00,0.00,0.00,9.54,-4.20,0.46,-0.01,-0.11,0.19,0.75,10.44
135.00,0.00,0.00,9.54,-4.20,0.46,-0.01,-0.11,0.13,0.50,10.44
135.00,0.00,0.00,9.45,-4.18,0.37,0.01,-0.12,0.15,0.59,10.34
134.91,0.00,0.00,9.39,-3.98,0.37,0.04,-0.14,0.17,0.67,10.21
134.91,0.00,0.00,9.39,-3.73,0.37,0.06,-0.17,0.22,0.84,10.11
134.91,0.00,0.00,9.49,-3.39,0.37,0.09,-0.19,0.28,1.09,10.08
134.91,0.00,0.00,9.63,-3.25,0.18,0.10,-0.18,0.32,1.25,10.16
134.91,0.00,0.00,9.65,-2.98,0.00,0.09,-0.14,0.37,1.42,10.10
134.91,0.00,0.00,9.67,-3.08,-0.18,0.08,-0.10,0.39,1.50,10.15
134.91,0.00,0.00,9.63,-3.25,-0.28,0.05,-0.05,0.39,1.50,10.16
134.91,0.00,0.00,9.66,-3.71,-0.28,0.03,-0.03,0.39,1.50,10.35
134.91,0.00,0.00,9.57,-4.05,-0.18,0.01,-0.02,0.45,1.76,10.39
134.91,0.00,0.00,9.48,-4.39,0.00,-0.04,-0.01,0.45,1.76,10.45
134.91,0.00,0.00,9.38,-4.36,0.18,-0.08,0.00,0.47,1.84,10.35
134.91,0.00,0.00,9.16,-4.21,0.28,-0.07,-0.02,0.43,1.67,10.08
134.91,0.00,0.00,8.96,-3.79,0.28,-0.04,-0.04,0.37,1.42,9.73
134.91,0.00,0.00,8.75,-3.37,0.18,0.03,-0.10,0.30,1.17,9.38
134.91,0.00,0.00,8.60,-3.15,0.00,0.09,-0.14,0.28,1.09,9.16
134.91,0.00,0.00,8.55,-2.96,-0.18,0.13,-0.15,0.30,1.17,9.05
134.91,0.00,0.00,8.50,-3.13,-0.28,0.13,-0.13,0.37,1.42,9.07
134.91,0.00,0.00,8.46,-3.29,-0.28,0.10,-0.10,0.49,1.92,9.08
134.91,0.00,0.00,8.34,-3.54,-0.28,0.08,-0.08,0.60,2.34,9.06
134.91,0.00,0.00,8.20,-3.68,-0.28,0.08,-0.08,0.62,2.42,8.99
134.91,0.00,0.00,8.15,-3.85,-0.18,0.08,-0.10,0.62,2.42,9.02
134.91,0.00,0.00,8.05,-3.82,-0.28,0.13,-0.13,0.58,2.26,8.92
134.91,0.00,0.00,8.15,-3.85,-0.37,0.15,-0.13,0.49,1.92,9.02
134.91,0.00,0.00,8.15,-3.85,-0.46,0.17,-0.14,0.43,1.67,9.03
134.91,-0.00,0.00,8.22,-3.78,-0.46,0.14,-0.11,0.39,1.50,9.06
134.91,-0.00,0.00,8.27,-3.61,-0.18,0.06,-0.07,0.32,1.25,9.02
134.91,-0.00,0.00,8.27,-3.61,0.09,-0.03,-0.03,0.26,1.00,9.02
134.91,-0.00,0.00,8.27,-3.61,0.46,-0.09,-0.03,0.19,0.75,9.03
134.91,-0.00,0.00,8.47,-3.66,0.83,-0.14,-0.04,0.09,0.33,9.26
134.91,-0.00,0.00,8.69,-3.81,1.01,-0.13,-0.08,0.00,0.00,9.54
134.91,-0.00,0.00,9.01,-3.99,0.92,-0.11,-0.08,-0.04,-0.17,9.89
134.91,-0.00,0.00,9.33,-4.17,0.74,-0.04,-0.12,-0.02,-0.08,10.24
134.91,-0.00,0.00,9.65,-4.34,0.46,-0.01,-0.11,0.00,0.00,10.59
134.91,-0.00,0.00,9.82,-4.66,0.28,0.03,-0.12,0.11,0.42,10.88
134.91,-0.00,0.00,9.97,-4.89,0.09,0.07,-0.13,0.19,0.75,11.11
135.00,-0.00,0.00,10.15,-5.21,0.00,0.09,-0.14,0.24,0.92,11.41
135.00,-0.00,0.00,10.35,-5.51,-0.09,0.10,-0.18,0.22,0.84,11.73
135.00,-0.00,0.00,10.47,-5.64,0.09,0.09,-0.19,0.15,0.59,11.89
135.00,-0.00,0.00,10.81,-5.55,0.18,0.09,-0.21,0.02,0.08,12.15
135.00,-0.00,0.00,11.00,-5.23,0.37,0.08,-0.23,-0.06,-0.25,12.19
135.00,-0.00,0.00,11.07,-4.79,0.46,0.09,-0.25,-0.15,-0.59,12.07
135.00,-0.00,0.00,11.01,-4.60,0.46,0.12,-0.24,-0.19,-0.75,11.95
135.00,-0.00,0.00,10.75,-4.62,0.28,0.16,-0.25,-0.17,-0.67,11.70
135.00,-0.00,0.00,10.26,-4.85,0.28,0.19,-0.28,-0.15,-0.59,11.36
135.00,-0.00,0.00,10.03,-5.34,0.18,0.21,-0.28,-0.13,-0.50,11.36
135.00,-0.00,0.00,9.84,-5.65,0.28,0.19,-0.28,-0.11,-0.42,11.35
135.00,-0.00,0.00,9.92,-5.94,0.18,0.15,-0.27,-0.11,-0.42,11.56
135.00,-0.00,0.00,10.21,-6.02,0.28,0.10,-0.23,-0.11,-0.42,11.86
135.00,-0.00,0.00,10.50,-5.73,0.18,0.07,-0.19,-0.09,-0.33,11.97
135.00,-0.00,0.00,10.72,-5.52,0.09,0.06,-0.17,-0.09,-0.33,12.05
135.00,-0.00,0.00,10.64,-5.23,0.00,0.06,-0.15,-0.09,-0.33,11.85
135.00,-0.00,0.00,10.46,-4.91,-0.09,0.11,-0.14,-0.13,-0.50,11.55
135.00,-0.00,0.00,10.09,-4.90,-0.09,0.14,-0.17,-0.15,-0.59,11.22
135.00,-0.00,0.00,10.09,-4.90,-0.18,0.16,-0.17,-0.15,-0.59,11.22
135.00,-0.00,0.00,10.02,-4.97,-0.18,0.16,-0.17,-0.17,-0.67,11.19
135.00,-0.00,0.00,10.32,-5.05,-0.18,0.16,-0.17,-0.17,-0.67,11.49
135.00,-0.00,0.00,10.54,-5.20,-0.28,0.15,-0.15,-0.19,-0.75,11.75
135.00,-0.00,0.00,10.76,-5.35,-0.46,0.17,-0.14,-0.22,-0.84,12.03
135.00,-0.00,0.00,10.81,-5.55,-0.55,0.19,-0.14,-0.24,-0.92,12.17
135.00,-0.00,0.00,10.60,-5.76,-0.55,0.22,-0.17,-0.24,-0.92,12.08
135.00,-0.00,0.00,10.31,-6.05,-0.28,0.21,-0.21,-0.26,-1.00,11.96
135.00,-0.00,0.00,10.17,-6.19,0.00,0.20,-0.24,-0.24,-0.92,11.90
135.00,-0.00,0.00,10.12,-6.36,0.18,0.18,-0.26,-0.24,-0.92,11.96
135.00,-0.00,0.00,10.29,-6.32,0.37,0.17,-0.27,-0.30,-1.17,12.08
135.00,-0.00,0.00,10.36,-6.24,0.28,0.19,-0.28,-0.34,-1.34,12.10
135.00,-0.00,0.00,10.51,-6.10,0.18,0.21,-0.28,-0.43,-1.67,12.15
135.00,-0.00,0.00,10.48,-6.00,0.09,0.25,-0.31,-0.52,-2.01,12.08
135.00,-0.00,0.00,10.19,-5.92,-0.09,0.32,-0.35,-0.58,-2.26,11.78
135.00,-0.00,0.00,10.02,-5.97,-0.09,0.35,-0.37,-0.58,-2.26,11.66
135.00,-0.00,0.00,9.78,-6.09,-0.09,0.37,-0.40,-0.54,-2.09,11.52
135.00,-0.00,0.00,9.85,-6.38,0.09,0.36,-0.42,-0.47,-1.84,11.74
135.00,-0.00,0.00,9.96,-6.77,0.37,0.30,-0.40,-0.39,-1.50,12.05
135.00,-0.01,0.00,10.23,-7.12,0.55,0.25,-0.39,-0.37,-1.42,12.48
135.00,-0.01,0.00,10.38,-7.34,0.55,0.20,-0.34,-0.34,-1.34,12.73
135.00,-0.01,0.00,10.38,-7.34,0.37,0.19,-0.30,-0.41,-1.59,12.72
135.00,-0.01,0.00,10.23,-7.12,0.09,0.20,-0.26,-0.49,-1.92,12.47
135.00,-0.01,0.00,10.18,-6.92,-0.18,0.24,-0.25,-0.60,-2.34,12.31
135.00,-0.01,0.00,10.01,-6.97,-0.37,0.28,-0.26,-0.67,-2.59,12.20
135.09,-0.01,0.00,9.97,-7.14,-0.46,0.32,-0.29,-0.73,-2.84,12.27
135.09,-0.01,0.00,9.97,-7.39,-0.55,0.40,-0.35,-0.71,-2.76,12.43
135.09,-0.01,0.00,9.98,-7.76,-0.64,0.49,-0.43,-0.67,-2.59,12.66
135.09,-0.01,0.00,9.81,-7.80,-0.64,0.60,-0.54,-0.67,-2.59,12.55
135.09,-0.01,0.00,9.71,-7.78,-0.55,0.65,-0.61,-0.71,-2.76,12.45
135.09,-0.01,0.00,9.76,-7.61,-0.37,0.66,-0.65,-0.77,-3.01,12.38
135.09,-0.01,0.00,9.73,-7.51,0.00,0.61,-0.65,-0.86,-3.34,12.29
135.09,-0.01,0.00,9.83,-7.54,0.37,0.53,-0.63,-0.95,-3.68,12.39
135.18,-0.01,0.00,9.86,-7.63,0.74,0.45,-0.61,-0.99,-3.85,12.49
135.18,-0.01,0.00,9.74,-7.76,0.74,0.42,-0.58,-0.97,-3.76,12.47
135.18,-0.01,0.00,9.69,-7.93,0.64,0.44,-0.59,-0.90,-3.51,12.54
135.18,-0.01,0.00,9.65,-8.10,0.37,0.50,-0.60,-0.84,-3.26,12.60
135.18,-0.01,0.00,9.62,-8.00,0.09,0.56,-0.62,-0.73,-2.84,12.52
135.18,-0.01,0.00,9.57,-7.81,-0.18,0.60,-0.61,-0.65,-2.51,12.35
135.18,-0.01,0.00,9.76,-7.49,-0.37,0.59,-0.57,-0.54,-2.09,12.31
135.18,-0.01,0.00,9.97,-7.28,-0.46,0.56,-0.52,-0.47,-1.84,12.35
135.18,-0.01,0.00,10.26,-6.99,-0.55,0.50,-0.45,-0.45,-1.76,12.42
135.18,-0.01,0.00,10.36,-7.02,-0.64,0.47,-0.41,-0.47,-1.84,12.52
135.26,-0.01,0.00,10.51,-7.24,-0.46,0.45,-0.42,-0.52,-2.01,12.77
135.26,-0.01,0.00,10.58,-7.42,-0.28,0.47,-0.46,-0.60,-2.34,12.93
135.26,-0.01,0.00,10.40,-7.73,0.18,0.47,-0.54,-0.65,-2.51,12.96
135.26,-0.01,0.00,10.28,-7.97,0.64,0.47,-0.61,-0.67,-2.59,13.03
135.26,-0.01,0.00,10.01,-7.99,0.92,0.49,-0.67,-0.65,-2.51,12.85
135.26,-0.01,0.00,9.96,-7.80,1.10,0.47,-0.69,-0.62,-2.42,12.70
135.26,-0.01,0.00,9.93,-7.70,1.01,0.49,-0.69,-0.58,-2.26,12.61
135.26,-0.01,0.00,10.05,-7.46,0.74,0.49,-0.69,-0.56,-2.17,12.54
135.26,-0.01,0.00,10.22,-7.41,0.46,0.53,-0.68,-0.56,-2.17,12.63
135.26,-0.01,0.00,10.49,-7.39,0.28,0.57,-0.69,-0.58,-2.26,12.83
135.26,-0.01,0.00,10.61,-7.52,0.09,0.61,-0.71,-0.65,-2.51,13.00
135.26,-0.01,0.00,10.79,-7.84,-0.09,0.62,-0.69,-0.73,-2.84,13.34
135.26,-0.01,0.00,10.73,-8.27,-0.28,0.61,-0.65,-0.77,-3.01,13.55
135.26,-0.01,0.00,10.74,-8.64,-0.55,0.62,-0.61,-0.80,-3.09,13.79
135.26,-0.00,0.00,10.62,-8.88,-0.74,0.61,-0.57,-0.82,-3.18,13.86
135.26,-0.00,0.00,10.58,-9.05,-0.92,0.62,-0.56,-0.82,-3.18,13.95
135.26,-0.00,0.00,10.50,-9.12,-1.10,0.64,-0.54,-0.84,-3.26,13.96
135.26,-0.00,0.00,10.55,-8.95,-0.92,0.66,-0.55,-0.84,-3.26,13.87
135.26,-0.00,0.00,10.49,-8.76,-0.83,0.66,-0.57,-0.88,-3.43,13.69
135.26,-0.00,0.00,10.39,-8.37,-0.64,0.65,-0.58,-0.84,-3.26,13.35
135.26,-0.00,0.00,10.24,-8.14,-0.37,0.59,-0.57,-0.80,-3.09,13.09
135.26,-0.00,0.00,9.92,-7.97,-0.28,0.54,-0.54,-0.75,-2.93,12.72
135.35,-0.00,0.00,9.67,-8.09,-0.18,0.50,-0.51,-0.71,-2.76,12.61
135.35,-0.00,0.00,9.66,-8.24,-0.18,0.50,-0.51,-0.71,-2.76,12.70
135.35,-0.00,0.00,9.71,-8.44,-0.37,0.51,-0.49,-0.73,-2.84,12.87
135.35,-0.00,0.00,9.91,-8.49,-0.46,0.56,-0.52,-0.77,-3.01,13.05
135.35,-0.00,0.00,10.10,-8.54,-0.55,0.60,-0.55,-0.82,-3.18,13.24
135.35,-0.00,0.00,10.40,-8.62,-0.55,0.66,-0.60,-0.82,-3.18,13.52
135.35,-0.00,0.00,10.50,-8.64,-0.18,0.65,-0.66,-0.77,-3.01,13.60
135.35,-0.00,0.00,10.42,-8.72,0.09,0.64,-0.69,-0.73,-2.84,13.59
135.35,-0.00,0.00,10.50,-8.64,0.37,0.58,-0.68,-0.71,-2.76,13.60
135.35,-0.00,0.00,10.40,-8.62,0.46,0.54,-0.65,-0.69,-2.68,13.51
135.35,-0.00,0.00,10.47,-8.55,0.28,0.50,-0.58,-0.73,-2.84,13.52
135.35,-0.00,0.00,10.56,-8.21,-0.09,0.50,-0.53,-0.80,-3.09,13.37
135.35,-0.00,0.00,10.60,-8.04,-0.37,0.51,-0.49,-0.86,-3.34,13.31
135.35,-0.00,0.00,10.60,-8.04,-0.64,0.57,-0.51,-0.92,-3.59,13.32
135.35,-0.00,0.00,10.68,-8.33,-0.64,0.62,-0.56,-0.92,-3.59,13.56
135.35,-0.00,0.00,10.59,-8.67,-0.64,0.68,-0.61,-0.92,-3.59,13.70
135.35,-0.00,0.00,10.50,-9.01,-0.46,0.69,-0.65,-0.86,-3.34,13.85
135.35,-0.00,0.00,10.41,-8.98,-0.37,0.67,-0.64,-0.84,-3.26,13.75
135.35,-0.00,0.00,10.28,-8.86,-0.37,0.64,-0.62,-0.90,-3.51,13.58
135.35,-0.00,0.00,10.17,-8.47,-0.37,0.59,-0.57,-0.92,-3.59,13.24
135.35,-0.00,0.00,10.02,-8.25,-0.37,0.59,-0.57,-0.95,-3.68,12.98
135.35,-0.00,0.00,10.00,-8.15,-0.28,0.60,-0.59,-0.97,-3.76,12.90
135.35,-0.00,0.00,10.02,-8.25,-0.37,0.64,-0.62,-0.95,-3.68,12.98
135.35,-0.00,0.00,10.27,-8.49,-0.55,0.68,-0.63,-0.88,-3.43,13.34
135.35,0.00,0.00,10.50,-8.64,-0.74,0.72,-0.64,-0.84,-3.26,13.62
135.35,0.00,0.00,10.66,-8.60,-1.10,0.75,-0.61,-0.84,-3.26,13.74
135.35,0.00,0.00,10.83,-8.55,-1.29,0.74,-0.57,-0.84,-3.26,13.86
135.35,0.00,0.00,10.81,-8.45,-1.29,0.72,-0.54,-0.86,-3.34,13.78
135.35,0.00,0.00,10.71,-8.43,-1.10,0.67,-0.53,-0.84,-3.26,13.67
135.35,0.00,0.00,10.50,-8.64,-0.83,0.64,-0.54,-0.84,-3.26,13.62
135.35,0.00,0.00,10.28,-8.86,-0.55,0.63,-0.58,-0.84,-3.26,13.58
135.35,0.00,0.00,10.17,-9.10,-0.37,0.64,-0.62,-0.86,-3.34,13.65
135.35,0.00,0.00,10.07,-9.08,-0.46,0.69,-0.65,-0.90,-3.51,13.56
135.35,0.00,0.00,10.11,-8.91,-0.64,0.73,-0.66,-0.90,-3.51,13.49
135.35,0.00,0.00,10.10,-8.54,-0.92,0.76,-0.65,-0.95,-3.68,13.26
135.35,0.00,0.00,10.22,-8.30,-1.20,0.77,-0.62,-0.92,-3.59,13.22
135.35,0.00,0.00,10.39,-8.25,-1.29,0.77,-0.60,-0.92,-3.59,13.33
135.35,0.00,0.00,10.51,-8.38,-1.20,0.75,-0.59,-0.86,-3.34,13.49
135.35,0.00,0.00,10.57,-8.57,-0.92,0.71,-0.60,-0.82,-3.18,13.64
135.35,0.00,0.00,10.55,-8.84,-0.74,0.67,-0.59,-0.80,-3.09,13.78
135.35,0.00,0.00,10.48,-8.91,-0.55,0.63,-0.58,-0.82,-3.18,13.77
135.35,0.00,0.00,10.58,-8.94,-0.37,0.62,-0.59,-0.84,-3.26,13.85
135.35,0.00,0.00,10.82,-8.82,-0.09,0.58,-0.60,-0.88,-3.43,13.96
135.35,0.00,0.00,10.84,-8.92,0.09,0.57,-0.62,-0.92,-3.59,14.04
135.35,0.00,0.00,10.90,-9.11,0.37,0.56,-0.65,-0.95,-3.68,14.21
135.35,0.00,0.00,10.98,-9.41,0.55,0.57,-0.69,-0.95,-3.68,14.47
135.35,0.00,0.00,10.76,-9.62,0.64,0.60,-0.74,-0.95,-3.68,14.45
135.35,0.00,0.00,10.52,-9.74,0.55,0.62,-0.74,-0.90,-3.51,14.35
135.35,0.00,0.00,10.20,-9.57,0.37,0.66,-0.76,-0.86,-3.34,13.99
135.35,0.00,0.00,10.09,-9.17,0.00,0.72,-0.75,-0.88,-3.43,13.64
135.35,0.00,0.00,10.11,-8.91,-0.37,0.74,-0.72,-0.90,-3.51,13.48
135.35,0.00,0.00,10.40,-8.62,-0.55,0.79,-0.73,-0.95,-3.68,13.52
135.35,0.00,0.00,10.66,-8.60,-0.55,0.79,-0.73,-0.97,-3.76,13.71
135.35,0.00,0.00,11.03,-8.60,-0.37,0.77,-0.75,-0.95,-3.68,13.99
135.35,0.00,0.00,11.20,-8.56,-0.28,0.75,-0.74,-0.88,-3.43,14.10
135.35,0.00,0.00,11.13,-8.63,-0.09,0.71,-0.73,-0.77,-3.01,14.08
135.35,0.00,0.00,10.96,-8.67,0.09,0.67,-0.72,-0.71,-2.76,13.98
135.35,0.00,0.00,10.82,-8.82,0.00,0.66,-0.70,-0.69,-2.68,13.96
135.35,0.00,0.00,10.77,-8.99,0.00,0.66,-0.70,-0.69,-2.68,14.03
135.35,0.00,0.00,10.85,-9.28,-0.18,0.68,-0.68,-0.75,-2.93,14.28
135.35,0.00,0.00,11.10,-9.53,-0.37,0.72,-0.70,-0.82,-3.18,14.64
