Angle [deg],Speed [m/s],Distance [m],Fx [N],Fy [N],Fz [N],Mx [N*m],My [N*m],Mz [N*m],Ft [N],Ftot [N]
246.18,-0.00,0.00,4.19,3.79,1.38,0.14,-0.14,0.39,1.50,5.81
246.18,-0.00,0.00,4.39,3.60,1.20,0.15,-0.07,0.37,1.42,5.80
246.18,-0.00,0.00,4.55,3.72,0.92,0.16,0.03,0.34,1.34,5.95
246.18,-0.00,0.00,4.69,4.05,0.64,0.15,0.09,0.28,1.09,6.23
246.18,-0.00,0.00,5.01,4.39,0.55,0.15,0.11,0.22,0.84,6.68
246.18,-0.00,0.00,5.07,4.65,0.28,0.12,0.11,0.13,0.50,6.88
246.18,-0.00,0.00,5.07,4.65,0.00,0.07,0.07,0.06,0.25,6.88
246.18,-0.00,0.00,4.89,4.63,-0.18,0.03,0.05,0.06,0.25,6.74
246.18,-0.00,0.00,4.73,4.51,-0.28,0.03,0.07,0.09,0.33,6.54
246.18,-0.00,0.00,4.65,4.45,-0.28,0.04,0.10,0.13,0.50,6.44
246.18,-0.00,0.00,4.58,4.29,-0.09,0.09,0.16,0.19,0.75,6.27
246.18,-0.00,0.00,4.67,4.25,0.28,0.16,0.21,0.24,0.92,6.32
246.18,-0.00,0.00,4.75,4.31,0.64,0.20,0.19,0.26,1.00,6.45
246.18,-0.00,0.00,4.68,4.15,1.20,0.24,0.13,0.26,1.00,6.37
246.18,-0.00,0.00,4.59,4.19,1.38,0.23,0.06,0.22,0.84,6.36
246.18,-0.00,0.00,4.33,4.11,1.56,0.22,-0.02,0.19,0.75,6.17
246.18,-0.00,0.00,4.15,4.19,1.29,0.19,-0.02,0.17,0.67,6.03
246.18,-0.00,0.00,4.13,4.29,0.92,0.16,0.03,0.22,0.84,6.03
246.18,-0.00,0.00,4.13,4.29,0.55,0.15,0.11,0.22,0.84,5.99
246.18,-0.00,0.00,4.23,4.25,0.18,0.14,0.20,0.26,1.00,6.00
246.27,-0.00,0.00,4.33,4.11,0.09,0.14,0.22,0.26,1.00,5.97
246.27,-0.00,0.00,4.35,4.01,0.09,0.14,0.22,0.28,1.09,5.92
246.27,-0.00,0.00,4.27,3.95,0.18,0.13,0.16,0.26,1.00,5.82
246.27,-0.00,0.00,4.26,4.06,0.18,0.10,0.10,0.24,0.92,5.88
246.27,-0.01,0.00,4.33,4.22,0.28,0.10,0.07,0.24,0.92,6.05
246.27,-0.01,0.00,4.49,4.34,0.28,0.12,0.11,0.22,0.84,6.25
246.27,-0.01,0.00,4.74,4.52,0.37,0.15,0.15,0.22,0.84,6.56
246.27,-0.01,0.00,4.82,4.58,0.64,0.20,0.19,0.17,0.67,6.68
246.27,-0.01,0.00,4.72,4.72,1.01,0.25,0.21,0.17,0.67,6.75
246.27,-0.01,0.00,4.45,4.74,1.20,0.27,0.20,0.13,0.50,6.61
246.27,-0.01,0.00,4.18,4.76,1.29,0.26,0.14,0.09,0.33,6.47
246.27,-0.01,0.00,4.00,4.74,1.20,0.23,0.10,0.09,0.33,6.32
246.36,-0.01,0.00,3.93,4.58,0.92,0.18,0.06,0.09,0.33,6.11
246.36,-0.01,0.00,3.95,4.49,0.55,0.12,0.05,0.11,0.42,6.00
246.36,-0.01,0.00,4.14,4.41,0.18,0.07,0.03,0.13,0.50,6.05
246.36,-0.01,0.00,4.15,4.30,-0.09,0.03,0.02,0.15,0.59,5.98
246.36,-0.01,0.00,4.15,4.30,-0.37,0.01,0.05,0.15,0.59,5.99
246.36,-0.01,0.00,4.14,4.41,-0.55,0.01,0.10,0.13,0.50,6.07
246.36,-0.01,0.00,4.13,4.51,-0.74,0.00,0.14,0.11,0.42,6.15
246.36,-0.01,0.00,4.22,4.47,-0.74,0.02,0.17,0.09,0.33,6.19
246.36,-0.01,0.00,4.39,4.49,-0.74,0.03,0.20,0.15,0.59,6.32
246.36,-0.01,0.00,4.58,4.40,-0.55,0.07,0.23,0.17,0.67,6.38
246.36,-0.01,0.00,4.67,4.36,-0.18,0.10,0.21,0.22,0.84,6.40
246.36,-0.01,0.00,4.77,4.32,0.37,0.16,0.19,0.26,1.00,6.45
246.36,-0.01,0.00,4.70,4.16,0.83,0.20,0.15,0.26,1.00,6.33
246.36,-0.01,0.00,4.59,4.30,1.20,0.23,0.10,0.26,1.00,6.41
246.36,-0.01,0.00,4.43,4.18,1.20,0.21,0.07,0.22,0.84,6.21
246.36,-0.01,0.00,4.24,4.26,1.01,0.19,0.07,0.19,0.75,6.10
246.45,-0.01,0.00,4.24,4.26,0.74,0.16,0.07,0.19,0.75,6.06
246.45,-0.01,0.00,4.26,4.17,0.37,0.12,0.09,0.15,0.59,5.97
246.45,-0.01,0.00,4.20,3.91,0.28,0.12,0.11,0.17,0.67,5.74
246.45,-0.01,0.00,4.21,3.81,0.37,0.13,0.12,0.19,0.75,5.69
246.45,-0.01,0.00,4.22,3.71,0.55,0.15,0.11,0.15,0.59,5.65
246.45,-0.01,0.00,4.30,3.87,0.74,0.17,0.10,0.15,0.59,5.83
246.45,-0.01,0.00,4.44,4.19,0.92,0.19,0.10,0.09,0.33,6.17
246.45,-0.01,0.00,4.49,4.45,0.92,0.19,0.10,0.06,0.25,6.39
246.45,-0.00,0.00,4.73,4.73,0.83,0.17,0.08,0.04,0.17,6.74
246.45,-0.00,0.00,4.74,4.63,0.64,0.14,0.06,0.06,0.25,6.66
246.45,-0.00,0.00,4.84,4.49,0.64,0.13,0.02,0.13,0.50,6.64
246.45,-0.00,0.00,4.79,4.23,0.64,0.11,-0.01,0.22,0.84,6.42
246.45,-0.00,0.00,4.71,4.07,0.74,0.11,-0.03,0.28,1.09,6.27
246.53,-0.00,0.00,4.81,4.03,0.74,0.11,-0.03,0.32,1.25,6.31
246.53,-0.00,0.00,4.80,4.14,0.64,0.13,0.02,0.30,1.17,6.37
246.53,-0.00,0.00,4.78,4.34,0.55,0.14,0.08,0.26,1.00,6.48
246.53,-0.00,0.00,4.75,4.64,0.55,0.17,0.15,0.19,0.75,6.66
246.53,-0.00,0.00,4.83,4.70,0.64,0.18,0.16,0.15,0.59,6.77
246.53,-0.00,0.00,4.82,4.80,0.92,0.20,0.13,0.13,0.50,6.86
246.53,-0.00,0.00,4.82,4.80,1.10,0.21,0.09,0.13,0.50,6.89
246.53,-0.00,0.00,4.91,4.76,1.20,0.20,0.03,0.17,0.67,6.94
246.53,-0.00,0.00,4.93,4.56,1.10,0.17,-0.01,0.22,0.84,6.81
246.53,-0.00,0.00,4.77,4.44,0.83,0.13,-0.02,0.24,0.92,6.57
246.53,-0.00,0.00,4.70,4.28,0.46,0.11,0.03,0.24,0.92,6.37
246.53,-0.00,0.00,4.45,4.10,0.18,0.10,0.10,0.17,0.67,6.05
246.53,-0.00,0.00,4.36,4.14,0.00,0.09,0.14,0.06,0.25,6.01
246.53,-0.00,0.00,4.26,4.28,0.00,0.11,0.17,0.00,0.00,6.03
246.53,-0.00,0.00,4.23,4.48,0.18,0.13,0.16,-0.04,-0.17,6.17
246.53,-0.00,0.00,4.21,4.68,0.37,0.15,0.15,-0.09,-0.33,6.31
246.53,-0.00,0.00,4.29,4.74,0.37,0.15,0.15,0.00,0.00,6.41
246.53,-0.00,0.00,4.30,4.64,0.46,0.16,0.17,0.09,0.33,6.35
246.53,-0.00,0.00,4.33,4.44,0.37,0.18,0.22,0.13,0.50,6.21
246.53,-0.00,0.00,4.36,4.14,0.28,0.17,0.24,0.13,0.50,6.02
246.53,-0.00,0.00,4.21,3.91,0.18,0.17,0.26,0.11,0.42,5.75
246.53,-0.00,0.00,4.22,3.81,0.18,0.16,0.23,0.06,0.25,5.69
246.53,-0.00,0.00,4.31,3.77,0.00,0.11,0.17,0.04,0.17,5.73
246.53,-0.00,0.00,4.40,3.83,0.00,0.08,0.10,0.06,0.25,5.83
246.53,0.00,0.00,4.72,4.08,-0.09,0.05,0.06,0.15,0.59,6.24
246.53,0.00,0.00,4.78,4.34,-0.09,0.03,0.03,0.26,1.00,6.46
246.53,0.00,0.00,4.76,4.54,0.00,0.05,0.04,0.28,1.09,6.58
246.53,0.00,0.00,4.65,4.68,0.09,0.08,0.08,0.28,1.09,6.60
246.53,0.00,0.00,4.57,4.62,0.18,0.13,0.16,0.19,0.75,6.50
246.53,0.00,0.00,4.57,4.62,0.09,0.14,0.22,0.13,0.50,6.50
246.53,0.00,0.00,4.61,4.32,0.00,0.15,0.27,0.06,0.25,6.31
246.53,0.00,0.00,4.89,4.20,-0.28,0.13,0.30,0.06,0.25,6.45
246.53,0.00,0.00,5.15,4.18,-0.37,0.13,0.32,0.04,0.17,6.64
246.53,0.00,0.00,5.33,4.20,-0.37,0.11,0.29,0.11,0.42,6.79
246.53,0.00,0.00,5.30,4.40,-0.09,0.12,0.23,0.13,0.50,6.89
246.53,0.00,0.00,5.11,4.58,0.28,0.14,0.18,0.15,0.59,6.86
246.53,0.00,0.00,4.99,4.82,0.74,0.16,0.07,0.13,0.50,6.98
246.53,0.00,0.00,4.82,4.80,0.83,0.14,0.02,0.13,0.50,6.85
246.53,0.00,0.00,4.75,4.64,0.74,0.11,-0.03,0.13,0.50,6.68
246.53,0.00,0.00,4.85,4.50,0.46,0.09,-0.00,0.13,0.50,6.63
246.53,0.00,0.00,4.98,4.16,0.09,0.08,0.08,0.11,0.42,6.49
246.53,0.00,0.00,5.00,3.95,0.00,0.11,0.17,0.09,0.33,6.38
246.53,0.00,0.00,5.00,3.95,0.18,0.16,0.23,0.02,0.08,6.38
246.53,0.00,0.00,4.91,3.99,0.55,0.21,0.25,-0.02,-0.08,6.35
246.53,0.00,0.00,4.71,4.18,0.83,0.23,0.22,-0.06,-0.25,6.35
246.53,0.00,0.00,4.61,4.32,0.92,0.22,0.16,-0.06,-0.25,6.38
246.53,0.00,0.00,4.40,4.60,0.83,0.17,0.08,0.00,0.00,6.42
246.53,0.00,0.00,4.23,4.48,0.37,0.09,0.02,0.09,0.33,6.17
246.53,0.00,0.00,4.33,4.44,0.00,0.04,0.00,0.19,0.75,6.20
246.53,0.00,0.00,4.27,4.18,-0.37,-0.00,0.02,0.28,1.09,5.98
246.53,0.00,0.00,4.48,3.89,-0.37,0.01,0.05,0.34,1.34,5.95
246.53,0.00,0.00,4.61,3.55,-0.09,0.05,0.06,0.39,1.50,5.82
246.53,0.00,0.00,4.88,3.43,0.28,0.09,0.04,0.39,1.50,5.97
246.53,0.00,0.00,4.90,3.33,0.74,0.13,0.00,0.34,1.34,5.97
246.53,0.00,0.00,4.79,3.47,1.10,0.17,-0.01,0.28,1.09,6.02
246.53,0.00,0.00,4.69,3.61,1.20,0.17,-0.03,0.22,0.84,6.04
246.53,0.00,0.00,4.49,3.79,1.10,0.17,-0.01,0.17,0.67,5.98
246.53,0.00,0.00,4.38,3.93,0.83,0.16,0.05,0.11,0.42,5.95
246.53,0.00,0.00,4.27,4.18,0.55,0.15,0.11,0.09,0.33,6.00
246.53,0.00,0.00,4.34,4.34,0.37,0.15,0.15,0.09,0.33,6.15
246.53,0.00,0.00,4.50,4.46,0.28,0.14,0.18,0.13,0.50,6.34
246.53,0.00,0.00,4.56,4.72,0.28,0.16,0.21,0.17,0.67,6.57
246.53,0.00,0.00,4.54,4.92,0.28,0.16,0.21,0.19,0.75,6.70
246.53,0.00,0.00,4.54,4.92,0.46,0.18,0.20,0.19,0.75,6.71
246.53,0.00,0.00,4.54,4.92,0.37,0.16,0.19,0.13,0.50,6.70
246.53,0.00,0.00,4.47,4.76,0.18,0.13,0.16,0.06,0.25,6.53
246.53,0.00,0.00,4.49,4.56,0.09,0.10,0.12,0.04,0.17,6.40
246.53,0.00,0.00,4.50,4.46,-0.18,0.05,0.08,0.06,0.25,6.34
246.53,0.00,0.00,4.41,4.50,-0.37,0.03,0.09,0.15,0.59,6.31
246.53,0.00,0.00,4.33,4.44,-0.46,0.02,0.11,0.26,1.00,6.22
246.53,0.00,0.00,4.32,4.54,-0.46,0.05,0.18,0.37,1.42,6.28
246.53,0.00,0.00,4.40,4.60,-0.46,0.08,0.24,0.45,1.76,6.38
246.53,0.00,0.00,4.48,4.66,-0.28,0.12,0.27,0.41,1.59,6.47
246.53,0.00,0.00,4.49,4.56,-0.37,0.10,0.25,0.30,1.17,6.41
246.53,0.00,0.00,4.58,4.52,-0.46,0.07,0.21,0.22,0.84,6.45
246.53,0.00,0.00,4.68,4.48,-0.46,0.04,0.14,0.06,0.25,6.49
246.53,0.00,0.00,4.59,4.42,-0.74,-0.01,0.10,-0.02,-0.08,6.42
246.53,0.00,0.00,4.58,4.52,-0.92,-0.05,0.08,-0.04,-0.17,6.50
246.53,0.00,0.00,4.66,4.58,-0.92,-0.05,0.08,-0.02,-0.08,6.60
246.53,0.00,0.00,4.66,4.58,-0.92,-0.05,0.08,0.04,0.17,6.60
246.53,0.00,0.00,4.68,4.48,-0.74,-0.03,0.07,0.13,0.50,6.52
246.53,0.00,0.00,4.70,4.28,-0.55,-0.02,0.03,0.24,0.92,6.38
246.53,0.00,0.00,4.82,4.03,-0.28,0.00,-0.00,0.32,1.25,6.29
246.53,0.00,0.00,4.78,3.57,-0.09,0.02,-0.01,0.39,1.50,5.97
246.53,0.00,0.00,4.71,3.41,0.18,0.04,-0.04,0.39,1.50,5.82
246.53,0.00,0.00,4.81,3.27,0.28,0.06,-0.03,0.32,1.25,5.83
246.53,0.00,0.00,4.80,3.37,0.37,0.10,-0.04,0.24,0.92,5.88
246.53,0.00,0.00,4.94,3.69,0.46,0.10,-0.06,0.11,0.42,6.19
246.53,0.00,0.00,4.83,3.93,0.46,0.10,-0.06,0.02,0.08,6.24
246.53,0.00,0.00,4.80,4.14,0.18,0.08,-0.03,-0.02,-0.08,6.34
246.53,0.00,0.00,4.80,4.14,0.00,0.07,0.01,-0.02,-0.08,6.34
246.53,0.00,0.00,4.71,4.18,-0.09,0.06,0.09,0.00,0.00,6.30
246.53,0.00,0.00,4.62,4.22,-0.09,0.08,0.13,0.02,0.08,6.25
246.53,0.00,0.00,4.63,4.12,0.09,0.11,0.15,0.04,0.17,6.19
246.53,0.00,0.00,4.70,4.28,0.28,0.13,0.14,0.04,0.17,6.36
246.53,0.00,0.00,4.77,4.44,0.55,0.15,0.11,0.04,0.17,6.54
246.53,0.00,0.00,4.92,4.66,0.83,0.16,0.05,0.06,0.25,6.83
246.53,0.00,0.00,5.07,4.88,0.83,0.14,0.02,0.09,0.33,7.09
246.53,0.00,0.00,5.14,5.04,0.74,0.13,0.00,0.15,0.59,7.24
246.53,0.00,0.00,5.06,4.98,0.64,0.11,-0.01,0.19,0.75,7.13
246.53,0.00,0.00,4.98,4.92,0.55,0.11,0.01,0.24,0.92,7.02
246.53,0.00,0.00,4.73,4.74,0.37,0.09,0.02,0.24,0.92,6.71
246.53,0.00,0.00,4.57,4.62,0.46,0.11,0.03,0.19,0.75,6.52
246.53,0.00,0.00,4.57,4.62,0.37,0.10,0.05,0.13,0.50,6.51
246.53,0.00,0.00,4.57,4.62,0.46,0.12,0.07,0.06,0.25,6.52
246.53,0.00,0.00,4.58,4.52,0.46,0.12,0.07,0.02,0.08,6.45
246.53,0.00,0.00,4.69,4.38,0.55,0.12,0.05,0.02,0.08,6.44
246.53,0.00,0.00,4.70,4.28,0.55,0.12,0.05,0.04,0.17,6.38
246.53,0.00,0.00,4.80,4.14,0.55,0.12,0.05,0.11,0.42,6.36
246.53,0.00,0.00,4.83,3.93,0.55,0.14,0.08,0.15,0.59,6.25
246.53,0.00,0.00,4.76,3.77,0.55,0.15,0.11,0.22,0.84,6.10
246.53,0.00,0.00,4.85,3.73,0.55,0.17,0.15,0.26,1.00,6.14
246.53,0.00,0.00,4.76,3.77,0.74,0.20,0.17,0.28,1.09,6.12
246.53,0.00,0.00,4.77,3.67,0.83,0.22,0.18,0.30,1.17,6.08
246.53,0.00,0.00,4.76,3.77,1.01,0.22,0.14,0.28,1.09,6.16
246.53,0.00,0.00,4.64,4.01,1.10,0.21,0.09,0.26,1.00,6.23
246.53,0.00,0.00,4.69,4.38,1.10,0.18,0.02,0.28,1.09,6.51
246.53,0.00,0.00,4.75,4.64,1.10,0.17,-0.01,0.26,1.00,6.73
246.53,0.00,0.00,4.64,4.78,1.01,0.15,-0.03,0.26,1.00,6.74
246.53,0.00,0.00,4.64,4.78,0.92,0.13,-0.04,0.26,1.00,6.73
246.53,0.00,0.00,4.65,4.68,0.74,0.13,-0.06,0.28,1.09,6.64
246.53,0.00,0.00,4.76,4.54,0.46,0.10,-0.06,0.28,1.09,6.59
246.53,0.00,0.00,4.94,4.46,0.18,0.06,-0.07,0.30,1.17,6.66
246.53,0.00,0.00,5.04,4.42,-0.18,0.02,-0.05,0.34,1.34,6.70
246.53,0.00,0.00,5.30,4.40,-0.37,0.00,-0.04,0.39,1.50,6.90
246.53,0.00,0.00,5.47,4.52,-0.37,0.02,-0.01,0.43,1.67,7.10
246.53,0.00,0.00,5.47,4.52,-0.28,0.01,0.03,0.43,1.67,7.10
246.53,0.00,0.00,5.28,4.60,-0.28,0.03,0.07,0.41,1.59,7.01
246.53,0.00,0.00,5.10,4.68,-0.18,0.06,0.11,0.39,1.50,6.92
246.53,0.00,0.00,4.91,4.76,-0.37,0.04,0.12,0.37,1.42,6.85
246.53,0.00,0.00,4.72,4.84,-0.55,0.02,0.13,0.34,1.34,6.79
246.53,0.00,0.00,4.64,4.78,-0.46,0.01,0.08,0.39,1.50,6.68
246.53,0.00,0.00,4.65,4.68,-0.28,0.00,-0.00,0.41,1.59,6.61
246.53,0.00,0.00,4.85,4.50,0.09,0.01,-0.08,0.39,1.50,6.62
246.53,0.00,0.00,4.87,4.30,0.28,0.01,-0.13,0.37,1.42,6.50
246.53,0.00,0.00,4.89,4.20,0.28,0.01,-0.13,0.26,1.00,6.45
246.53,0.00,0.00,4.79,4.24,0.18,0.03,-0.07,0.15,0.59,6.40
246.53,0.00,0.00,4.70,4.28,-0.18,0.02,0.01,0.04,0.17,6.36
246.53,0.00,0.00,4.61,4.32,-0.46,0.01,0.08,0.00,0.00,6.33
246.53,0.00,0.00,4.70,4.28,-0.46,0.02,0.11,0.04,0.17,6.37
246.53,0.00,0.00,4.91,3.99,-0.28,0.03,0.07,0.11,0.42,6.33
246.53,0.00,0.00,5.20,3.77,0.00,0.04,0.00,0.19,0.75,6.42
246.53,0.00,0.00,5.39,3.69,0.28,0.03,-0.09,0.28,1.09,6.54
246.53,0.00,0.00,5.30,3.63,0.28,-0.00,-0.16,0.32,1.25,6.43
246.53,0.00,0.00,4.95,3.59,0.18,-0.02,-0.17,0.32,1.25,6.12
246.53,0.00,0.00,4.50,3.69,-0.28,-0.04,-0.16,0.26,1.00,5.83
246.53,0.00,0.00,4.22,3.81,-0.64,-0.04,-0.14,0.19,0.75,5.73
246.53,0.00,0.00,4.05,3.79,-1.01,-0.04,-0.12,0.13,0.50,5.64
246.53,0.00,0.00,4.22,3.81,-1.01,-0.04,-0.12,0.13,0.50,5.78
246.53,0.00,0.00,4.49,3.79,-0.92,-0.04,-0.14,0.11,0.42,5.95
246.53,0.00,0.00,4.93,3.79,-0.55,-0.04,-0.16,0.09,0.33,6.25
246.53,0.00,0.00,5.19,3.87,-0.18,-0.05,-0.22,0.11,0.42,6.48
246.53,0.00,0.00,5.36,3.89,0.28,-0.04,-0.26,0.11,0.42,6.63
246.53,0.00,0.00,5.46,3.85,0.55,-0.02,-0.29,0.15,0.59,6.70
246.53,0.00,0.00,5.36,3.89,0.64,-0.01,-0.28,0.17,0.67,6.66
246.53,0.00,0.00,5.37,3.79,0.64,0.02,-0.21,0.19,0.75,6.61
246.53,0.00,0.00,5.20,3.77,0.46,0.03,-0.13,0.26,1.00,6.44
246.53,0.00,0.00,5.11,3.81,0.09,0.01,-0.08,0.28,1.09,6.37
246.53,0.00,0.00,5.00,3.95,-0.18,-0.01,-0.05,0.28,1.09,6.38
246.53,0.00,0.00,4.82,4.03,-0.46,-0.05,-0.06,0.26,1.00,6.30
246.53,0.00,0.00,4.72,4.08,-0.74,-0.10,-0.10,0.22,0.84,6.28
246.53,0.00,0.00,4.64,4.01,-0.92,-0.13,-0.12,0.13,0.50,6.20
246.53,0.00,0.00,4.73,3.97,-0.83,-0.12,-0.11,0.04,0.17,6.24
246.53,0.00,0.00,4.93,3.79,-0.64,-0.10,-0.12,0.02,0.08,6.25
246.53,0.00,0.00,5.04,3.65,-0.28,-0.04,-0.10,0.02,0.08,6.23
246.53,0.00,0.00,5.13,3.61,-0.09,0.00,-0.04,0.06,0.25,6.27
246.53,0.00,0.00,5.20,3.77,0.00,0.04,0.00,0.13,0.50,6.42
246.53,0.00,0.00,5.08,4.01,-0.18,0.03,0.05,0.17,0.67,6.48
246.53,0.00,0.00,5.05,4.32,-0.37,0.01,0.05,0.24,0.92,6.65
246.53,0.00,0.00,4.93,4.56,-0.74,-0.04,0.04,0.22,0.84,6.76
246.53,0.00,0.00,4.91,4.76,-0.74,-0.07,-0.03,0.24,0.92,6.88
246.53,0.00,0.00,4.82,4.80,-0.55,-0.07,-0.07,0.26,1.00,6.82
246.53,0.00,0.00,4.72,4.84,-0.28,-0.06,-0.13,0.28,1.09,6.77
246.53,0.00,0.00,4.65,4.68,0.18,-0.02,-0.17,0.34,1.34,6.60
246.53,0.00,0.00,4.49,4.56,0.64,0.04,-0.18,0.37,1.42,6.43
246.53,0.00,0.00,4.52,4.26,0.92,0.07,-0.17,0.37,1.42,6.28
246.53,0.00,0.00,4.45,4.10,0.92,0.09,-0.14,0.30,1.17,6.12
246.53,0.00,0.00,4.56,3.95,0.92,0.09,-0.14,0.24,0.92,6.10
246.53,0.00,0.00,4.57,3.85,0.83,0.09,-0.12,0.19,0.75,6.04
246.53,0.00,0.00,4.66,3.81,0.64,0.08,-0.08,0.17,0.67,6.06
246.53,0.00,0.00,4.92,3.89,0.46,0.08,-0.03,0.19,0.75,6.29
246.53,0.00,0.00,5.11,3.81,0.18,0.06,-0.00,0.22,0.84,6.38
246.53,0.00,0.00,5.37,3.79,-0.09,0.03,0.03,0.19,0.75,6.58
246.53,0.00,0.00,5.47,3.75,-0.28,0.00,-0.00,0.17,0.67,6.64
246.53,0.00,0.00,5.65,3.67,-0.55,-0.05,-0.04,0.13,0.50,6.76
